date,open,high,low,close,volume
2004-11-18 00:00:00,8.09,8.09,8.09,8.09,0.0
2004-11-19 00:00:00,57.85,57.85,57.85,57.85,0.0
2004-11-22 00:00:00,87.09,87.09,87.09,87.09,0.0
2004-11-23 00:00:00,87.09,87.09,87.09,87.09,0.0
2004-11-24 00:00:00,96.42,96.42,96.42,96.42,0.0
2004-11-26 00:00:00,100.46,100.46,100.46,100.46,0.0
2004-11-29 00:00:00,103.57,103.57,103.57,103.57,0.0
2004-11-30 00:00:00,103.57,103.57,103.57,103.57,0.0
2004-12-01 00:00:00,103.57,103.57,103.57,103.57,0.0
2004-12-02 00:00:00,103.56,103.56,103.56,103.56,0.0
2004-12-03 00:00:00,103.56,103.56,103.56,103.56,0.0
2004-12-06 00:00:00,103.56,103.56,103.56,103.56,0.0
2004-12-07 00:00:00,88.02,88.02,88.02,88.02,0.0
2004-12-08 00:00:00,91.13,91.13,91.13,91.13,0.0
2004-12-09 00:00:00,91.13,91.13,91.13,91.13,0.0
2004-12-10 00:00:00,91.13,91.13,91.13,91.13,0.0
2004-12-13 00:00:00,91.13,91.13,91.13,91.13,0.0
2004-12-14 00:00:00,91.13,91.13,91.13,91.13,0.0
2004-12-15 00:00:00,91.13,91.13,91.13,91.13,0.0
2004-12-16 00:00:00,91.13,91.13,91.13,91.13,0.0
2004-12-17 00:00:00,88.64,88.64,88.64,88.64,0.0
2004-12-20 00:00:00,88.64,88.64,88.64,88.64,0.0
2004-12-21 00:00:00,88.64,88.64,88.64,88.64,0.0
2004-12-22 00:00:00,91.75,91.75,91.75,91.75,0.0
2004-12-23 00:00:00,91.75,91.75,91.75,91.75,0.0
2004-12-27 00:00:00,91.75,91.75,91.75,91.75,0.0
2004-12-28 00:00:00,91.75,91.75,91.75,91.75,0.0
2004-12-29 00:00:00,91.75,91.75,91.75,91.75,0.0
2004-12-30 00:00:00,94.86,94.86,94.86,94.86,0.0
2004-12-31 00:00:00,94.86,94.86,94.86,94.86,0.0
2005-01-03 00:00:00,109.16,109.16,109.16,109.16,0.0
2005-01-04 00:00:00,109.14,109.14,109.14,109.14,0.0
2005-01-05 00:00:00,109.14,109.14,109.14,109.14,0.0
