date,open,high,low,close,volume
2023-04-01 00:00:00,21.83,23.97,21.72,23.01,377701075.0
2023-05-01 00:00:00,23.08,23.94,20.84,21.64,407766815.0
2023-06-01 00:00:00,21.64,22.516,20.36,20.91,292745114.0
2023-07-01 00:00:00,20.88,23.17,20.6714,22.7,289452054.0
2023-08-01 00:00:00,22.53,22.94,20.39,22.4,317787836.0
2023-09-01 00:00:00,22.48,22.76,20.275,20.36,303973366.0
2023-10-01 00:00:00,19.98,21.72,18.97,20.93,446386442.0
2023-11-01 00:00:00,20.71,23.23,20.05,23.22,329513520.0
2023-12-01 00:00:00,23.2297,23.46,20.6123,21.78,365861821.0
2024-01-01 00:00:00,22.03,22.06,20.07,20.97,328201416.0
2024-02-01 00:00:00,20.95,21.5,20.08,20.74,304625900.0
2024-03-01 00:00:00,20.73,23.55,20.6,22.87,425428097.0
2024-04-01 00:00:00,22.93,27.24,22.63,24.09,938298427.0
2024-05-01 00:00:00,24.12,29.61,23.78,27.76,653771585.0
2024-06-01 00:00:00,27.68,28.84,26.0,26.61,380452253.0
2024-07-01 00:00:00,26.57,28.99,24.93,26.5,378999373.0
2024-08-01 00:00:00,26.43,27.54,24.13,26.3396,385076445.0
2024-09-01 00:00:00,26.08,29.83,25.27,28.47,412005136.0
2024-10-01 00:00:00,28.55,31.83,27.47,29.8,578665189.0
2024-11-01 00:00:00,29.78,30.19,27.04,27.91,343217382.0
2024-12-01 00:00:00,27.52,29.49,26.19,26.31,395377044.0
2025-01-01 00:00:00,26.2901,28.9,26.2901,28.52,376364282.0
2025-02-01 00:00:00,28.52,30.4,28.04,28.39,391145215.0
2025-03-01 00:00:00,28.3899,31.46,28.3508,30.97,430224020.0
2025-04-01 00:00:00,30.87,31.14,26.57,29.65,581449034.0
2025-05-01 00:00:00,29.22,30.62,28.78,30.04,279128864.0
2025-06-01 00:00:00,30.4,33.91,30.06,32.87,486926111.0
2025-07-01 00:00:00,32.95,35.91,32.6,33.32,510834881.0
2025-08-01 00:00:00,33.26,36.29,33.04,36.16,314302398.0
2025-09-01 00:00:00,36.73,42.82,36.43,42.385,616993351.0
2025-10-01 00:00:00,42.9,49.57,41.34,44.1101,1113399722.0
2025-11-01 00:00:00,44.4,51.28,42.51,51.19,499420116.0
2025-12-01 00:00:00,51.85,72.99,51.135,65.0609,1457749870.0
2026-01-01 00:00:00,65.08,110.25,64.745,76.698,3287287408.0
2026-02-01 00:00:00,71.47,85.3,58.51,85.2699,1818468602.0
2026-03-01 00:00:00,86.56,87.14,55.2,67.87,1104810849.0
2026-04-01 00:00:00,67.04,68.905,62.97,65.8102,75381296.0
