	symbol	direction	entry_price	exit_price	outcome	return_pct (%)	PnL ($)	entry_time	exit_time
810	UVXY	Long	39.97	39.83529793	SL hit	-0.337007941	-4.170079414	2026-02-27T15:06:00.000	2026-02-27T15:08:00.000
809	UVXY	Short	37.04	37.14517332	SL hit	-0.283945255	-3.639452554	2026-02-26T14:46:00.000	2026-02-26T14:48:00.000
808	UVXY	Long	39.3	39.1421564	SL hit	-0.401637648	-4.816376477	2026-02-24T15:27:00.000	2026-02-24T15:29:00.000
807	UVXY	Long	40.08	39.82793556	SL hit	-0.628903293	-7.089032929	2026-02-24T14:45:00.000	2026-02-24T14:46:00.000
806	UVXY	Long	40.35	40.81703	TP hit	1.157447336	10.77447336	2026-02-23T16:30:00.000	2026-02-23T17:32:00.000
805	UVXY	Short	39.85	40.01235808	SL hit	-0.407423042	-4.874230423	2026-02-23T15:14:00.000	2026-02-23T15:35:00.000
804	UVXY	Short	39.6	39.73449906	SL hit	-0.339644099	-4.196440993	2026-02-23T15:05:00.000	2026-02-23T15:06:00.000
803	UVXY	Short	39.15	39.38102044	SL hit	-0.590090526	-6.70090526	2026-02-23T14:50:00.000	2026-02-23T15:00:00.000
802	UVXY	Short	39.9	39.17174645	TP hit	1.825196862	17.45196862	2026-02-20T17:21:00.000	2026-02-20T17:52:00.000
801	UVXY	Short	39.58	39.70749655	SL hit	-0.322123671	-4.021236711	2026-02-20T17:16:00.000	2026-02-20T17:19:00.000
800	UVXY	Long	39.845	40.49653676	TP hit	1.635178213	15.55178213	2026-02-19T15:04:00.000	2026-02-19T15:09:00.000
799	UVXY	Long	40.29	40.11375621	SL hit	-0.437438047	-5.174380469	2026-02-19T14:54:00.000	2026-02-19T14:56:00.000
798	UVXY	Short	38.96	39.11431372	SL hit	-0.396082443	-4.76082443	2026-02-18T19:37:00.000	2026-02-18T19:38:00.000
797	UVXY	Long	41.1901	41.04128444	SL hit	-0.361289631	-4.412896312	2026-02-17T16:02:00.000	2026-02-17T16:05:00.000
796	UVXY	Long	41.75	41.65773956	SL hit	-0.220983081	-3.009830815	2026-02-17T15:48:00.000	2026-02-17T15:55:00.000
795	UVXY	Long	41.35	41.18832256	SL hit	-0.390997437	-4.709974369	2026-02-17T15:19:00.000	2026-02-17T15:20:00.000
794	UVXY	Long	40.12	40.96629971	TP hit	2.109421013	20.29421013	2026-02-17T14:40:00.000	2026-02-17T14:49:00.000
793	UVXY	Long	41.8501	41.67136932	SL hit	-0.427073491	-5.070734912	2026-02-17T13:26:00.000	2026-02-17T13:50:00.000
792	UVXY	Long	39.86	39.69902179	SL hit	-0.403859029	-4.838590292	2026-02-13T15:31:00.000	2026-02-13T15:32:00.000
791	UVXY	Long	38.5184	38.35450114	SL hit	-0.425507971	-5.055079709	2026-02-12T18:45:00.000	2026-02-12T18:52:00.000
790	UVXY	Long	38.24	38.18685845	SL hit	-0.138968498	-2.189684981	2026-02-12T16:37:00.000	2026-02-12T16:38:00.000
789	UVXY	Short	36.58	36.73915569	SL hit	-0.435089359	-5.150893595	2026-02-11T15:12:00.000	2026-02-11T15:13:00.000
788	UVXY	Short	35.84	35.99093527	SL hit	-0.421136346	-5.011363457	2026-02-11T15:03:00.000	2026-02-11T15:08:00.000
787	UVXY	Long	36.219	36.09945609	SL hit	-0.330058564	-4.100585638	2026-02-09T15:06:00.000	2026-02-09T15:07:00.000
786	UVXY	Long	36.4938	36.42454766	SL hit	-0.189764664	-2.697646639	2026-02-09T14:40:00.000	2026-02-09T14:41:00.000
785	UVXY	Short	38.3895	37.91390925	TP hit	1.238856324	11.58856324	2026-02-06T15:07:00.000	2026-02-06T15:10:00.000
784	UVXY	Long	38.74	39.17582863	TP hit	1.125009362	10.45009362	2026-02-06T13:31:00.000	2026-02-06T13:37:00.000
783	UVXY	Long	39.39	39.21669825	SL hit	-0.439963822	-5.199638223	2026-02-05T20:07:00.000	2026-02-05T20:08:00.000
782	UVXY	Long	39.74	39.6422789	SL hit	-0.245901117	-3.259011172	2026-02-05T19:11:00.000	2026-02-05T19:12:00.000
781	UVXY	Long	38.67	39.38109611	TP hit	1.838883144	17.58883144	2026-02-05T16:56:00.000	2026-02-05T17:04:00.000
780	UVXY	Long	39.06	38.99632307	SL hit	-0.163023368	-2.430233676	2026-02-05T16:51:00.000	2026-02-05T16:52:00.000
779	UVXY	Long	40.88	41.46619197	TP hit	1.433933382	13.53933382	2026-02-05T15:43:00.000	2026-02-05T15:45:00.000
778	UVXY	Long	39.37	39.29164972	SL hit	-0.199010115	-2.790101149	2026-02-05T14:38:00.000	2026-02-05T14:43:00.000
777	UVXY	Long	37.54	37.47497128	SL hit	-0.173225138	-2.532251376	2026-02-04T19:47:00.000	2026-02-04T19:48:00.000
776	UVXY	Long	38.38	38.22184409	SL hit	-0.412078984	-4.92078984	2026-02-04T18:57:00.000	2026-02-04T18:58:00.000
775	UVXY	Long	38.875	38.71945473	SL hit	-0.400116456	-4.801164558	2026-02-04T18:26:00.000	2026-02-04T18:27:00.000
774	UVXY	Long	37.66	37.47018397	SL hit	-0.504025574	-5.84025574	2026-02-04T17:00:00.000	2026-02-04T17:03:00.000
773	UVXY	Long	36.11	36.67120542	TP hit	1.554155125	14.74155125	2026-02-04T14:49:00.000	2026-02-04T14:51:00.000
772	UVXY	Long	38.09	37.87414524	SL hit	-0.566696666	-6.466966655	2026-02-03T19:14:00.000	2026-02-03T19:15:00.000
771	UVXY	Long	39.98	38.33884643	SL hit	-4.104936385	-41.84936385	2026-02-02T13:02:00.000	2026-02-02T13:03:00.000
770	UVXY	Long	37	36.82166533	SL hit	-0.481985589	-5.619855889	2026-01-30T18:51:00.000	2026-01-30T18:58:00.000
769	UVXY	Long	37.11	37.04807321	SL hit	-0.166873588	-2.468735877	2026-01-30T17:22:00.000	2026-01-30T17:23:00.000
768	UVXY	Long	36.05	36.54632232	TP hit	1.376760954	12.96760954	2026-01-30T15:12:00.000	2026-01-30T15:26:00.000
767	UVXY	Long	36.35	36.11522807	SL hit	-0.645865015	-7.258650145	2026-01-30T14:40:00.000	2026-01-30T15:11:00.000
766	UVXY	Long	38.87	38.83851596	SL hit	-0.080998315	-1.609983148	2026-01-29T15:57:00.000	2026-01-29T15:58:00.000
765	UVXY	Long	38.4525	38.28100987	SL hit	-0.44597914	-5.259791403	2026-01-29T15:21:00.000	2026-01-29T15:22:00.000
764	UVXY	Long	38.45	38.42295038	SL hit	-0.070350123	-1.503501228	2026-01-21T14:48:00.000	2026-01-21T14:49:00.000
763	UVXY	Long	39.18	38.67063624	SL hit	-1.300060645	-13.80060645	2026-01-21T14:12:00.000	2026-01-21T14:14:00.000
762	UVXY	Long	40.29	40.07769081	SL hit	-0.526952567	-6.069525673	2026-01-21T14:05:00.000	2026-01-21T14:06:00.000
761	UVXY	Long	39.77	40.25830884	SL hit	1.227832133	11.47832133	2026-01-20T09:01:00.000	2026-01-20T09:43:00.000
760	UVXY	Long	37.1374	37.02810403	SL hit	-0.29430163	-3.743016297	2026-01-14T20:06:00.000	2026-01-14T20:07:00.000
759	UVXY	Short	35.0626	35.18848728	SL hit	-0.35903578	-4.390357802	2026-01-13T15:03:00.000	2026-01-13T15:18:00.000
758	UVXY	Long	35.61	35.55681173	SL hit	-0.14936329	-2.293632902	2026-01-12T09:02:00.000	2026-01-12T09:47:00.000
757	UVXY	Long	34.235	34.00491744	SL hit	-0.672068246	-7.520682464	2026-01-09T15:23:00.000	2026-01-09T16:54:00.000
756	UVXY	Short	35.57	35.17017019	TP hit	1.124064698	10.44064698	2026-01-09T14:49:00.000	2026-01-09T14:53:00.000
755	UVXY	Short	35.42	35.57641147	SL hit	-0.441590825	-5.215908252	2026-01-02T15:22:00.000	2026-01-02T15:23:00.000
754	UVXY	Long	41.39	41.21562802	SL hit	-0.421290127	-5.012901272	2025-12-18T17:46:00.000	2025-12-18T18:26:00.000
753	UVXY	Short	42	42.26468015	SL hit	-0.630190835	-7.101908354	2025-12-18T17:14:00.000	2025-12-18T17:17:00.000
752	UVXY	Long	41.53	41.37470925	SL hit	-0.373924278	-4.53924278	2025-12-18T14:58:00.000	2025-12-18T15:00:00.000
751	UVXY	Short	42.83	43.0357276	SL hit	-0.480335268	-5.603352679	2025-12-17T15:53:00.000	2025-12-17T15:58:00.000
750	UVXY	Long	41.31	41.81373806	TP hit	1.219409487	11.39409487	2025-12-17T14:59:00.000	2025-12-17T15:18:00.000
749	UVXY	Short	42.92	43.08627131	SL hit	-0.387398215	-4.673982154	2025-12-16T15:18:00.000	2025-12-16T15:20:00.000
748	UVXY	Short	43.25	42.74683732	TP hit	1.163381911	10.83381911	2025-12-16T14:46:00.000	2025-12-16T14:47:00.000
747	UVXY	Short	43.03	43.19737493	SL hit	-0.388972646	-4.689726463	2025-12-15T17:51:00.000	2025-12-15T17:52:00.000
746	UVXY	Short	43.22	43.31735206	SL hit	-0.225247719	-3.052477187	2025-12-15T15:16:00.000	2025-12-15T15:18:00.000
745	UVXY	Long	42.35	42.24299262	SL hit	-0.252673853	-3.326738528	2025-12-12T18:13:00.000	2025-12-12T18:19:00.000
744	UVXY	Long	43.81	43.70077412	SL hit	-0.249317222	-3.293172223	2025-12-12T17:06:00.000	2025-12-12T17:08:00.000
743	UVXY	Short	43.155	43.28990824	SL hit	-0.312613243	-3.926132426	2025-12-12T15:57:00.000	2025-12-12T15:58:00.000
742	UVXY	Short	42.98	43.09288782	SL hit	-0.262651972	-3.426519722	2025-12-12T15:29:00.000	2025-12-12T15:30:00.000
741	UVXY	Long	44.13	43.93172148	SL hit	-0.449305496	-5.293054957	2025-12-11T15:09:00.000	2025-12-11T15:12:00.000
740	UVXY	Long	44.5	44.23596664	SL hit	-0.59333339	-6.733333901	2025-12-10T19:07:00.000	2025-12-10T19:34:00.000
739	UVXY	Long	56.57	56.25251012	SL hit	-0.56123365	-6.412336505	2025-11-24T15:04:00.000	2025-11-24T15:05:00.000
738	UVXY	Short	58.2	57.52041293	TP hit	1.167675378	10.87675378	2025-11-24T14:51:00.000	2025-11-24T14:52:00.000
737	UVXY	Long	59.73	59.56919161	SL hit	-0.26922549	-3.492254901	2025-11-21T18:49:00.000	2025-11-21T18:50:00.000
736	UVXY	Long	63.5	63.17098009	SL hit	-0.518141596	-5.981415963	2025-11-21T16:49:00.000	2025-11-21T16:51:00.000
735	UVXY	Long	64.965	64.47656933	SL hit	-0.75183663	-8.318366296	2025-11-21T16:30:00.000	2025-11-21T16:36:00.000
734	UVXY	Long	66.28	66.13495403	SL hit	-0.218838211	-2.988382114	2025-11-21T16:22:00.000	2025-11-21T16:23:00.000
733	UVXY	Long	66.0599	65.63944673	SL hit	-0.636472763	-7.164727631	2025-11-21T15:47:00.000	2025-11-21T15:56:00.000
732	UVXY	Long	64.81	64.44769606	SL hit	-0.559024756	-6.390247564	2025-11-21T12:31:00.000	2025-11-21T12:32:00.000
731	UVXY	Long	62.81	62.63419612	SL hit	-0.279897915	-3.598979154	2025-11-20T19:56:00.000	2025-11-20T19:57:00.000
730	UVXY	Long	63.61	63.20731259	SL hit	-0.633056773	-7.130567734	2025-11-20T19:18:00.000	2025-11-20T19:35:00.000
729	UVXY	Long	64.46	64.25535379	SL hit	-0.317477827	-3.974778274	2025-11-20T19:10:00.000	2025-11-20T19:14:00.000
728	UVXY	Long	61.69	60.8724706	SL hit	-1.325221919	-14.05221919	2025-11-20T18:07:00.000	2025-11-20T18:12:00.000
727	UVXY	Short	55.02	55.42143753	SL hit	-0.729621107	-8.096211067	2025-11-20T16:01:00.000	2025-11-20T16:04:00.000
726	UVXY	Long	53.75	53.51559209	SL hit	-0.43610774	-5.161077396	2025-11-20T13:53:00.000	2025-11-20T14:05:00.000
725	UVXY	Short	59.05	59.23789927	SL hit	-0.318203672	-3.982036719	2025-11-19T15:43:00.000	2025-11-19T15:47:00.000
724	UVXY	Long	57.7	57.52292976	SL hit	-0.306880833	-3.868808328	2025-11-19T15:14:00.000	2025-11-19T15:15:00.000
723	UVXY	Long	60.43	60.22069727	SL hit	-0.34635566	-4.263556604	2025-11-19T14:43:00.000	2025-11-19T14:44:00.000
722	UVXY	Long	60.25	59.91545931	SL hit	-0.555254254	-6.352542536	2025-11-18T17:41:00.000	2025-11-18T17:42:00.000
721	UVXY	Long	61.12	60.6912942	SL hit	-0.701416562	-7.814165618	2025-11-18T16:26:00.000	2025-11-18T16:27:00.000
720	UVXY	Long	57.6	58.31088291	TP hit	1.234171726	11.54171726	2025-11-17T20:51:00.000	2025-11-17T20:53:00.000
719	UVXY	Long	54.93	54.70307287	SL hit	-0.413120581	-4.931205807	2025-11-17T16:32:00.000	2025-11-17T16:36:00.000
718	UVXY	Short	54.84	54.96950247	SL hit	-0.236146011	-3.161460114	2025-11-17T15:09:00.000	2025-11-17T15:25:00.000
717	UVXY	Long	54.13	53.89878614	SL hit	-0.427145506	-5.071455063	2025-11-14T19:28:00.000	2025-11-14T19:38:00.000
716	UVXY	Long	55.13	54.8226634	SL hit	-0.557476151	-6.374761513	2025-11-14T15:46:00.000	2025-11-14T16:17:00.000
715	UVXY	Long	56.35	56.18939657	SL hit	-0.285010523	-3.65010523	2025-11-14T15:29:00.000	2025-11-14T15:30:00.000
714	UVXY	Long	55.35	55.13968787	SL hit	-0.379967717	-4.59967717	2025-11-13T21:01:00.000	2025-11-13T21:02:00.000
713	UVXY	Long	55.77	55.65507427	SL hit	-0.206070872	-2.860708716	2025-11-13T20:39:00.000	2025-11-13T20:41:00.000
712	UVXY	Long	50.75	50.53045555	SL hit	-0.432599908	-5.125999076	2025-11-10T17:04:00.000	2025-11-10T17:06:00.000
711	UVXY	Short	51.6	51.78753304	SL hit	-0.363436125	-4.434361248	2025-11-10T15:52:00.000	2025-11-10T16:00:00.000
710	UVXY	Long	54.85	54.60207335	SL hit	-0.452008469	-5.320084692	2025-11-07T20:59:00.000	2025-11-07T21:01:00.000
709	UVXY	Long	59.06	58.87921311	SL hit	-0.306107157	-3.861071569	2025-11-07T18:01:00.000	2025-11-07T18:10:00.000
708	UVXY	Long	58.75	58.47122719	SL hit	-0.474506914	-5.545069137	2025-11-07T17:22:00.000	2025-11-07T17:23:00.000
707	UVXY	Long	57.8	58.7475	TP hit	1.639273356	15.59273356	2025-11-07T14:57:00.000	2025-11-07T15:03:00.000
706	UVXY	Long	58.04	57.17500231	SL hit	-1.490347507	-15.70347507	2025-11-07T13:04:00.000	2025-11-07T13:22:00.000
705	UVXY	Long	54.81	54.62734238	SL hit	-0.333256018	-4.132560182	2025-11-06T17:48:00.000	2025-11-06T17:52:00.000
704	UVXY	Long	55.1	55.85877542	TP hit	1.377087872	12.97087872	2025-11-06T17:11:00.000	2025-11-06T17:19:00.000
703	UVXY	Long	55.45	55.21780933	SL hit	-0.418738803	-4.987388029	2025-11-06T17:06:00.000	2025-11-06T17:10:00.000
702	UVXY	Long	54.05	53.86503269	SL hit	-0.342215198	-4.222151978	2025-11-06T15:21:00.000	2025-11-06T15:22:00.000
701	UVXY	Long	54.6	54.37524441	SL hit	-0.411640267	-4.916402671	2025-11-04T20:14:00.000	2025-11-04T20:43:00.000
700	UVXY	Long	55.1	54.86530228	SL hit	-0.42594867	-5.059486696	2025-11-04T18:55:00.000	2025-11-04T18:58:00.000
699	UVXY	Long	54.57	54.26949525	SL hit	-0.550677563	-6.30677563	2025-11-04T14:45:00.000	2025-11-04T14:53:00.000
698	UVXY	Long	53.2	52.99125088	SL hit	-0.392385566	-4.723855659	2025-10-31T18:09:00.000	2025-10-31T19:17:00.000
697	UVXY	Short	52.15	52.4047038	SL hit	-0.48840613	-5.684061298	2025-10-30T14:05:00.000	2025-10-30T14:13:00.000
696	UVXY	Long	51.03	50.92787957	SL hit	-0.200118416	-2.80118416	2025-10-30T13:47:00.000	2025-10-30T13:48:00.000
695	UVXY	Long	48.05	48.2811249	SL hit	0.481009161	4.010091612	2025-10-27T08:01:00.000	2025-10-27T08:39:00.000
694	UVXY	Long	53.43	53.23267604	SL hit	-0.369313037	-4.493130368	2025-10-23T13:46:00.000	2025-10-23T13:50:00.000
693	UVXY	Long	55.21	54.93570843	SL hit	-0.496815008	-5.768150081	2025-10-22T18:44:00.000	2025-10-22T18:46:00.000
692	UVXY	Long	56.38	56.0507757	SL hit	-0.583938095	-6.63938095	2025-10-22T18:23:00.000	2025-10-22T18:26:00.000
691	UVXY	Long	53.1	52.90678254	SL hit	-0.363874697	-4.438746969	2025-10-22T15:52:00.000	2025-10-22T15:55:00.000
690	UVXY	Short	54.4	54.49961903	SL hit	-0.183123208	-2.631232079	2025-10-22T15:22:00.000	2025-10-22T15:23:00.000
689	UVXY	Long	53.43	54.12074144	TP hit	1.292797007	12.12797007	2025-10-22T15:02:00.000	2025-10-22T15:21:00.000
688	UVXY	Long	60.72	60.40521781	SL hit	-0.518415991	-5.984159913	2025-10-17T19:55:00.000	2025-10-17T20:00:00.000
687	UVXY	Long	64.75	64.45212307	SL hit	-0.460041592	-5.400415924	2025-10-17T16:07:00.000	2025-10-17T16:50:00.000
686	UVXY	Long	66.4	66.17510659	SL hit	-0.338694898	-4.18694898	2025-10-17T14:14:00.000	2025-10-17T14:15:00.000
685	UVXY	Long	69.05	68.88673485	SL hit	-0.236444825	-3.164448248	2025-10-17T11:10:00.000	2025-10-17T11:11:00.000
684	UVXY	Long	72.1	71.71341621	SL hit	-0.536177234	-6.161772343	2025-10-17T10:36:00.000	2025-10-17T10:37:00.000
683	UVXY	Long	73.15	72.89865716	SL hit	-0.343599233	-4.235992326	2025-10-17T08:28:00.000	2025-10-17T08:34:00.000
682	UVXY	Long	67.46	68.326	TP hit	1.283723688	12.03723688	2025-10-16T19:53:00.000	2025-10-16T19:57:00.000
681	UVXY	Long	66.9	66.79966746	SL hit	-0.149973903	-2.299739027	2025-10-16T18:44:00.000	2025-10-16T18:45:00.000
680	UVXY	Long	64.25	65.21525117	TP hit	1.502336449	14.22336449	2025-10-16T17:19:00.000	2025-10-16T17:21:00.000
679	UVXY	Long	64.75	64.44474807	SL hit	-0.471431558	-5.514315583	2025-10-16T16:57:00.000	2025-10-16T16:58:00.000
678	UVXY	Long	59.6	59.2463981	SL hit	-0.593291777	-6.732917765	2025-10-15T17:49:00.000	2025-10-15T17:53:00.000
677	UVXY	Long	57.87	57.46988174	SL hit	-0.691408782	-7.714087821	2025-10-14T15:50:00.000	2025-10-14T15:53:00.000
676	UVXY	Long	61.25	60.96524104	SL hit	-0.464912581	-5.449125805	2025-10-14T13:56:00.000	2025-10-14T13:57:00.000
675	UVXY	Long	60.2	59.82359298	SL hit	-0.625260825	-7.052608252	2025-10-14T11:06:00.000	2025-10-14T11:11:00.000
674	UVXY	Long	59.5	59.56364869	SL hit	0.106972587	0.269725875	2025-10-14T08:01:00.000	2025-10-14T08:13:00.000
673	UVXY	Long	56.85	56.59497804	SL hit	-0.448587448	-5.28587448	2025-10-13T15:16:00.000	2025-10-13T15:17:00.000
672	UVXY	Long	56.25	55.98082069	SL hit	-0.478540993	-5.585409929	2025-10-13T13:54:00.000	2025-10-13T13:55:00.000
671	UVXY	Long	61.65	61.42033923	SL hit	-0.372523558	-4.525235583	2025-10-10T19:45:00.000	2025-10-10T19:46:00.000
670	UVXY	Long	60.1	59.9524651	SL hit	-0.245482368	-3.254823683	2025-10-10T18:14:00.000	2025-10-10T18:15:00.000
669	UVXY	Long	59.75	59.41761676	SL hit	-0.556289938	-6.362899382	2025-10-10T17:34:00.000	2025-10-10T17:37:00.000
668	UVXY	Long	60.35	60.10289287	SL hit	-0.409456723	-4.894567235	2025-10-10T17:23:00.000	2025-10-10T17:28:00.000
667	UVXY	Long	52.74	52.83422373	SL hit	0.178657045	0.986570452	2025-10-01T12:02:00.000	2025-10-01T12:40:00.000
666	UVXY	Long	55.08	54.91086792	SL hit	-0.307066234	-3.870662343	2025-09-25T14:02:00.000	2025-09-25T14:03:00.000
665	UVXY	Long	55.28	55.9025	TP hit	1.126085384	10.46085384	2025-09-25T13:51:00.000	2025-09-25T13:52:00.000
664	UVXY	Long	52.15	52.06035979	SL hit	-0.17188918	-2.518891803	2025-09-17T19:24:00.000	2025-09-17T19:25:00.000
663	UVXY	Long	53.5	53.23796976	SL hit	-0.48977615	-5.697761501	2025-09-17T19:00:00.000	2025-09-17T19:01:00.000
662	UVXY	Short	58.35	58.55197852	SL hit	-0.346149992	-4.261499921	2025-09-05T14:19:00.000	2025-09-05T14:23:00.000
661	UVXY	Short	57.3	57.51117264	SL hit	-0.368538645	-4.485386455	2025-09-05T14:13:00.000	2025-09-05T14:14:00.000
660	UVXY	Short	60.2	60.53001215	SL hit	-0.548192942	-6.281929425	2025-08-29T14:05:00.000	2025-08-29T14:06:00.000
659	UVXY	Short	59.1	59.32225969	SL hit	-0.37607393	-4.560739303	2025-08-29T13:55:00.000	2025-08-29T13:56:00.000
658	UVXY	Long	58.55	59.2275	TP hit	1.157130658	10.77130658	2025-08-28T14:07:00.000	2025-08-28T14:18:00.000
657	UVXY	Long	67.87	67.62927066	SL hit	-0.354691823	-4.346918228	2025-08-21T14:07:00.000	2025-08-21T14:13:00.000
656	UVXY	Long	68.55	68.26369334	SL hit	-0.417661061	-4.976610608	2025-08-20T15:19:00.000	2025-08-20T15:22:00.000
655	UVXY	Short	69.5	67.78446839	TP hit	2.468390805	23.88390805	2025-08-14T12:37:00.000	2025-08-14T14:18:00.000
654	UVXY	Short	76.1	76.36602378	SL hit	-0.349571331	-4.295713308	2025-08-07T14:25:00.000	2025-08-07T14:48:00.000
653	UVXY	Long	77.98	78.77580616	TP hit	1.020525978	9.405259782	2025-08-06T14:05:00.000	2025-08-06T14:23:00.000
652	UVXY	Long	81.68	81.27981205	SL hit	-0.489946065	-5.699460652	2025-08-04T13:47:00.000	2025-08-04T13:57:00.000
651	UVXY	Long	83.3	84.437	TP hit	1.364945978	12.84945978	2025-08-01T16:07:00.000	2025-08-01T16:29:00.000
650	UVXY	Long	85.45	85.31796142	SL hit	-0.154521456	-2.345214564	2025-08-01T15:41:00.000	2025-08-01T15:42:00.000
649	UVXY	Long	81.6	82.63563458	TP hit	1.269160025	11.89160025	2025-08-01T12:41:00.000	2025-08-01T12:49:00.000
648	UVXY	Short	76.8	77.07460026	SL hit	-0.357552416	-4.375524157	2025-07-31T17:31:00.000	2025-07-31T17:32:00.000
647	UVXY	Short	76.72	75.652	TP hit	1.392075078	13.12075078	2025-07-31T15:17:00.000	2025-07-31T15:31:00.000
646	UVXY	Long	76	75.73319842	SL hit	-0.351054711	-4.310547106	2025-07-30T20:03:00.000	2025-07-30T20:05:00.000
645	UVXY	Long	74.02	75.25799824	TP hit	1.672518569	15.92518569	2025-07-29T15:54:00.000	2025-07-29T17:42:00.000
644	UVXY	Long	74.35	74.05877275	SL hit	-0.391697717	-4.716977169	2025-07-28T12:02:00.000	2025-07-28T12:27:00.000
643	UVXY	Long	88.2	87.96067739	SL hit	-0.271340826	-3.513408261	2025-07-16T15:56:00.000	2025-07-16T15:57:00.000
642	UVXY	Short	87.6	87.76123248	SL hit	-0.184055344	-2.640553445	2025-07-16T14:59:00.000	2025-07-16T15:16:00.000
641	UVXY	Long	109.95	109.0449438	SL hit	-0.823152525	-9.031525251	2025-06-23T17:12:00.000	2025-06-23T17:24:00.000
640	UVXY	Long	111.42	113.8948346	TP hit	2.22117626	21.4117626	2025-06-23T16:43:00.000	2025-06-23T16:59:00.000
639	UVXY	Long	107.2	109.0589798	TP hit	1.734122913	16.54122913	2025-06-20T15:34:00.000	2025-06-20T15:55:00.000
638	UVXY	Long	108.4	107.7956637	SL hit	-0.55750585	-6.3750585	2025-06-20T15:27:00.000	2025-06-20T15:31:00.000
637	UVXY	Short	109.85	110.3612985	SL hit	-0.4654515	-5.454515005	2025-06-18T18:56:00.000	2025-06-18T18:57:00.000
636	UVXY	Long	107.35	108.70263	TP hit	1.260018639	11.80018639	2025-06-18T18:42:00.000	2025-06-18T18:51:00.000
635	UVXY	Long	107.85	109.3802094	TP hit	1.418831169	13.38831169	2025-06-18T18:33:00.000	2025-06-18T18:35:00.000
634	UVXY	Long	106.35	106.0585824	SL hit	-0.274017476	-3.540174757	2025-06-18T14:36:00.000	2025-06-18T14:37:00.000
633	UVXY	Long	110.45	109.8987548	SL hit	-0.499090229	-5.790902291	2025-06-18T14:09:00.000	2025-06-18T14:10:00.000
632	UVXY	Long	112.25	111.7591963	SL hit	-0.437241602	-5.17241602	2025-06-18T13:51:00.000	2025-06-18T13:53:00.000
631	UVXY	Long	111.05	110.792852	SL hit	-0.231560539	-3.11560539	2025-06-17T19:41:00.000	2025-06-17T19:49:00.000
630	UVXY	Long	105.78	107.0938726	TP hit	1.242080378	11.62080378	2025-06-17T14:15:00.000	2025-06-17T14:24:00.000
629	UVXY	Long	106.17	107.5274771	TP hit	1.278588235	11.98588235	2025-06-17T13:31:00.000	2025-06-17T13:37:00.000
628	UVXY	Long	115.37	115.1656598	SL hit	-0.177117288	-2.571172884	2025-06-13T19:10:00.000	2025-06-13T19:14:00.000
627	UVXY	Long	110.85	110.7797828	SL hit	-0.063344308	-1.433443084	2025-06-13T13:31:00.000	2025-06-13T13:32:00.000
626	UVXY	Long	111.5	113.7150348	SL hit	1.986578284	19.06578284	2025-06-13T08:01:00.000	2025-06-13T08:53:00.000
625	UVXY	Long	102.65	102.2202622	SL hit	-0.418643773	-4.986437725	2025-06-12T16:39:00.000	2025-06-12T16:40:00.000
624	UVXY	Long	98.9	98.31762984	SL hit	-0.588847478	-6.688474781	2025-06-11T12:36:00.000	2025-06-11T12:37:00.000
623	UVXY	Long	108.85	108.389474	SL hit	-0.423083157	-5.030831567	2025-06-05T19:37:00.000	2025-06-05T19:38:00.000
622	UVXY	Short	106.15	104.3815	TP hit	1.666038625	15.86038625	2025-06-05T16:53:00.000	2025-06-05T17:17:00.000
621	UVXY	Long	103.35	102.9653044	SL hit	-0.372226038	-4.522260377	2025-06-05T15:01:00.000	2025-06-05T15:02:00.000
620	UVXY	Long	104.85	104.3759801	SL hit	-0.452093375	-5.320933748	2025-06-05T14:44:00.000	2025-06-05T14:54:00.000
619	UVXY	Short	115.6	113.1208554	TP hit	2.144588745	20.64588745	2025-06-02T14:01:00.000	2025-06-02T14:22:00.000
618	UVXY	Long	111.85	114.0255275	TP hit	1.945040214	18.65040214	2025-06-02T13:37:00.000	2025-06-02T13:53:00.000
617	UVXY	Long	112.95	112.5892525	SL hit	-0.31938688	-3.993868803	2025-05-30T18:20:00.000	2025-05-30T18:27:00.000
616	UVXY	Long	110.37	109.888965	SL hit	-0.435838543	-5.158385432	2025-05-29T14:29:00.000	2025-05-29T14:58:00.000
615	UVXY	Long	109.8	109.2072335	SL hit	-0.539860215	-6.198602148	2025-05-28T20:26:00.000	2025-05-28T20:45:00.000
614	UVXY	Short	118.3	118.6611082	SL hit	-0.30524788	-3.852478803	2025-05-27T13:35:00.000	2025-05-27T13:36:00.000
613	UVXY	Long	117.15	116.9863952	SL hit	-0.139654105	-2.19654105	2025-05-27T08:01:00.000	2025-05-27T09:02:00.000
612	UVXY	Long	127.05	129.3312569	TP hit	1.795558356	17.15558356	2025-05-23T14:13:00.000	2025-05-23T14:20:00.000
611	UVXY	Long	128.75	127.5959108	SL hit	-0.896379937	-9.763799368	2025-05-23T13:33:00.000	2025-05-23T13:34:00.000
610	UVXY	Long	129.75	129.4745337	SL hit	-0.212305441	-2.923054407	2025-05-23T12:30:00.000	2025-05-23T12:31:00.000
609	UVXY	Long	117.3	116.7084414	SL hit	-0.504312543	-5.84312543	2025-05-22T13:53:00.000	2025-05-22T13:54:00.000
608	UVXY	Long	117.95	119.8718147	TP hit	1.629346904	15.49346904	2025-05-21T19:40:00.000	2025-05-21T20:11:00.000
