	symbol	direction	entry_price	exit_price	outcome	return_pct (%)	PnL ($)	entry_time	exit_time
830	UVXY	Long	55.69	55.5199543	SL hit	-0.305343329	-3.853433292	2026-03-09T09:18:00.000	2026-03-09T09:20:00.000
829	UVXY	Long	49.395	49.09461393	SL hit	-0.608130515	-6.881305151	2026-03-06T18:13:00.000	2026-03-06T18:14:00.000
828	UVXY	Long	48.49	48.34521941	SL hit	-0.29857825	-3.785782501	2026-03-06T15:37:00.000	2026-03-06T15:38:00.000
827	UVXY	Long	49.1271	49.01432218	SL hit	-0.229563362	-3.095633616	2026-03-06T15:32:00.000	2026-03-06T15:34:00.000
826	UVXY	Long	50.0617	49.95556875	SL hit	-0.212000882	-2.920008818	2026-03-06T15:01:00.000	2026-03-06T15:02:00.000
825	UVXY	Long	45.93	45.91707601	SL hit	-0.02813846	-1.081384599	2026-03-05T20:09:00.000	2026-03-05T20:10:00.000
824	UVXY	Short	40.84	41.04694823	SL hit	-0.506729254	-5.867292538	2026-03-04T16:13:00.000	2026-03-04T16:20:00.000
823	UVXY	Long	41.55	41.41994516	SL hit	-0.313008046	-3.930080458	2026-03-04T15:09:00.000	2026-03-04T15:10:00.000
822	UVXY	Long	42.96	42.8674182	SL hit	-0.215506981	-2.955069813	2026-03-04T10:09:00.000	2026-03-04T10:10:00.000
821	UVXY	Long	41.7	41.68500002	SL hit	-0.035971178	-1.159711781	2026-03-03T19:38:00.000	2026-03-03T19:44:00.000
820	UVXY	Long	43.045	42.85922459	SL hit	-0.431584175	-5.115841752	2026-03-03T18:34:00.000	2026-03-03T18:38:00.000
819	UVXY	Long	43.82	44.36784502	TP hit	1.250216845	11.70216845	2026-03-03T18:09:00.000	2026-03-03T18:13:00.000
818	UVXY	Long	45.0801	44.99958281	SL hit	-0.178609171	-2.586091707	2026-03-03T16:44:00.000	2026-03-03T16:45:00.000
817	UVXY	Long	46.11	46.01362651	SL hit	-0.209007793	-2.890077934	2026-03-03T16:25:00.000	2026-03-03T16:35:00.000
816	UVXY	Long	47.8	47.64445597	SL hit	-0.325405913	-4.054059128	2026-03-03T16:04:00.000	2026-03-03T16:05:00.000
815	UVXY	Long	44.6983	44.57083648	SL hit	-0.285164128	-3.65164128	2026-03-03T14:31:00.000	2026-03-03T14:32:00.000
814	UVXY	Long	44.25	44.5609158	SL hit	0.702634569	6.226345694	2026-03-03T09:01:00.000	2026-03-03T09:42:00.000
813	UVXY	Long	41	40.97373588	SL hit	-0.064058819	-1.44058819	2026-03-02T15:04:00.000	2026-03-02T15:05:00.000
812	UVXY	Long	43.18	42.45076442	SL hit	-1.688827182	-17.68827182	2026-03-02T09:01:00.000	2026-03-02T09:10:00.000
811	UVXY	Long	39.19	39.01400172	SL hit	-0.449089764	-5.290897639	2026-02-27T15:45:00.000	2026-02-27T15:46:00.000
