variant,trades,long_trades,short_trades,win_rate_pct,mean_return_pct,median_return_pct,compounded_return_pct,max_drawdown_pct,sharpe_ratio,basket,entry_time,exit_time,threshold_pct,breadth_min
median_entry0929_exit1100_thr40_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1100,0.4,0.6
median_entry0929_exit1100_thr50_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1100,0.5,0.55
median_entry0929_exit1100_thr50_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1100,0.5,0.6
median_entry0929_exit1600_thr40_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1600,0.4,0.55
median_entry0929_exit1600_thr40_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1600,0.4,0.6
median_entry0929_exit1600_thr50_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1600,0.5,0.55
median_entry0929_exit1600_thr50_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1600,0.5,0.6
median_entry0930_exit0945_thr40_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,0945,0.4,0.55
median_entry0930_exit0945_thr40_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,0945,0.4,0.6
median_entry0930_exit0945_thr50_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,0945,0.5,0.55
median_entry0930_exit0945_thr50_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,0945,0.5,0.6
median_entry0930_exit1000_thr40_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1000,0.4,0.55
median_entry0930_exit1000_thr40_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1000,0.4,0.6
median_entry0930_exit1000_thr50_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1000,0.5,0.55
median_entry0930_exit1000_thr50_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1000,0.5,0.6
median_entry0930_exit1100_thr40_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1100,0.4,0.55
median_entry0930_exit1100_thr40_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1100,0.4,0.6
median_entry0930_exit1100_thr50_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1100,0.5,0.55
median_entry0930_exit1100_thr50_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1100,0.5,0.6
median_entry0930_exit1600_thr40_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1600,0.4,0.55
median_entry0930_exit1600_thr40_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1600,0.4,0.6
median_entry0930_exit1600_thr50_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1600,0.5,0.55
median_entry0930_exit1600_thr50_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:30,1600,0.5,0.6
ew_entry0929_exit0945_thr40_b55,2,1,1,50.0,-0.008240431469743625,-0.008240431469743625,-0.016496995732551145,-0.04924267551132955,-0.20097513349233923,ew,09:29,0945,0.4,0.55
ew_entry0929_exit0945_thr40_b60,2,1,1,50.0,-0.008240431469743625,-0.008240431469743625,-0.016496995732551145,-0.04924267551132955,-0.20097513349233923,ew,09:29,0945,0.4,0.6
ew_entry0929_exit1000_thr40_b55,2,1,1,50.0,-0.00985638287678492,-0.00985638287678492,-0.019742812333545245,-0.06555024502389317,-0.17697431093484173,ew,09:29,1000,0.4,0.55
ew_entry0929_exit1000_thr40_b60,2,1,1,50.0,-0.00985638287678492,-0.00985638287678492,-0.019742812333545245,-0.06555024502389317,-0.17697431093484173,ew,09:29,1000,0.4,0.6
ew_entry0929_exit0945_thr50_b55,1,1,0,0.0,-0.04924267551133166,-0.04924267551133166,-0.04924267551132955,-0.04924267551132955,0.0,ew,09:29,0945,0.5,0.55
ew_entry0929_exit0945_thr50_b60,1,1,0,0.0,-0.04924267551133166,-0.04924267551133166,-0.04924267551132955,-0.04924267551132955,0.0,ew,09:29,0945,0.5,0.6
ew_entry0930_exit0945_thr50_b55,1,1,0,0.0,-0.053477732346105464,-0.053477732346105464,-0.053477732346107754,-0.053477732346107754,0.0,ew,09:30,0945,0.5,0.55
ew_entry0930_exit0945_thr50_b60,1,1,0,0.0,-0.053477732346105464,-0.053477732346105464,-0.053477732346107754,-0.053477732346107754,0.0,ew,09:30,0945,0.5,0.6
ew_entry0930_exit1000_thr25_b60,3,2,1,33.33333333333333,-0.02034267667341043,-0.03613305298823859,-0.06104664383875802,-0.10256441107966419,-0.632438253386291,ew,09:30,1000,0.25,0.6
ew_entry0930_exit1000_thr30_b55,3,2,1,33.33333333333333,-0.02034267667341043,-0.03613305298823859,-0.06104664383875802,-0.10256441107966419,-0.632438253386291,ew,09:30,1000,0.3,0.55
ew_entry0930_exit1000_thr30_b60,3,2,1,33.33333333333333,-0.02034267667341043,-0.03613305298823859,-0.06104664383875802,-0.10256441107966419,-0.632438253386291,ew,09:30,1000,0.3,0.6
ew_entry0930_exit0945_thr30_b55,3,2,1,33.33333333333333,-0.02175616084556661,-0.053477732346105464,-0.06530816033811782,-0.1274183340741586,-0.5132620492788111,ew,09:30,0945,0.3,0.55
ew_entry0930_exit0945_thr30_b60,3,2,1,33.33333333333333,-0.02175616084556661,-0.053477732346105464,-0.06530816033811782,-0.1274183340741586,-0.5132620492788111,ew,09:30,0945,0.3,0.6
median_entry0930_exit1600_thr25_none,14,7,7,57.14285714285714,0.00014816774045380406,0.4217139040939977,-0.10315571332611961,-5.158057572643971,0.00043824055563922143,median,09:30,1600,0.25,
ew_entry0929_exit1000_thr25_b60,3,2,1,33.33333333333333,-0.04055081475995267,-0.06555024502389528,-0.12166236510041673,-0.1674231018411243,-0.9122144141630061,ew,09:29,1000,0.25,0.6
ew_entry0929_exit1000_thr30_b55,3,2,1,33.33333333333333,-0.04055081475995267,-0.06555024502389528,-0.12166236510041673,-0.1674231018411243,-0.9122144141630061,ew,09:29,1000,0.3,0.55
ew_entry0929_exit1000_thr30_b60,3,2,1,33.33333333333333,-0.04055081475995267,-0.06555024502389528,-0.12166236510041673,-0.1674231018411243,-0.9122144141630061,ew,09:29,1000,0.3,0.6
ew_entry0929_exit0945_thr30_b55,3,2,1,33.33333333333333,-0.041981891804382644,-0.04924267551133166,-0.12594374980077205,-0.15865358458259093,-1.018545768107986,ew,09:29,0945,0.3,0.55
ew_entry0929_exit0945_thr30_b60,3,2,1,33.33333333333333,-0.041981891804382644,-0.04924267551133166,-0.12594374980077205,-0.15865358458259093,-1.018545768107986,ew,09:29,0945,0.3,0.6
ew_entry0930_exit0945_thr25_b55,4,3,1,25.0,-0.03944466176134302,-0.06372894849429926,-0.1577579081602387,-0.21981062367237847,-1.1333666499779214,ew,09:30,0945,0.25,0.55
ew_entry0930_exit0945_thr25_b60,4,3,1,25.0,-0.03944466176134302,-0.06372894849429926,-0.1577579081602387,-0.21981062367237847,-1.1333666499779214,ew,09:30,0945,0.25,0.6
ew_entry0930_exit0945_thr50_none,4,2,2,25.0,-0.04181281041663647,-0.05781312831205414,-0.16719258903017398,-0.2053019760103192,-1.5057129624937526,ew,09:30,0945,0.5,
ew_entry0929_exit0945_thr25_b55,4,3,1,25.0,-0.06426215066911645,-0.07935374399249617,-0.2568815611213915,-0.28954851235231116,-1.7516884690903793,ew,09:29,0945,0.25,0.55
ew_entry0929_exit0945_thr25_b60,4,3,1,25.0,-0.06426215066911645,-0.07935374399249617,-0.2568815611213915,-0.28954851235231116,-1.7516884690903793,ew,09:29,0945,0.25,0.6
ew_entry0930_exit1000_thr25_b55,4,3,1,25.0,-0.06671499025243992,-0.05129421171693786,-0.2667529213424724,-0.3081852317613709,-1.2916799075110992,ew,09:30,1000,0.25,0.55
median_entry0930_exit0945_thr50_none,4,2,2,25.0,-0.0695371446769571,-0.07598064829121613,-0.27796375184847566,-0.3160308539202794,-1.6597054335226447,median,09:30,0945,0.5,
ew_entry0929_exit0945_thr50_none,4,2,2,25.0,-0.07164796440565435,-0.07569559989466723,-0.2863459694791959,-0.29271217956736706,-2.227725990804535,ew,09:29,0945,0.5,
ew_entry0930_exit1000_thr50_none,4,2,2,25.0,-0.07163716223831712,-0.04457106551756011,-0.28647084336378414,-0.28647084336378414,-1.1565573267687885,ew,09:30,1000,0.5,
ew_entry0929_exit1000_thr25_b55,4,3,1,25.0,-0.0933851416922642,-0.08374496177509172,-0.37324403454238597,-0.4188895054224817,-1.5190083245441732,ew,09:29,1000,0.25,0.55
median_entry0930_exit1600_thr30_none,12,6,6,58.333333333333336,-0.026118778581627384,0.4217139040939977,-0.400274828025593,-5.158057572643971,-0.07223177678062478,median,09:30,1600,0.3,
ew_entry0929_exit1000_thr50_none,4,2,2,25.0,-0.10145661035459375,-0.08047089284042508,-0.4055232401842579,-0.4055232401842579,-1.4013103441183443,ew,09:29,1000,0.5,
median_entry0929_exit0945_thr50_none,4,2,2,25.0,-0.11098568133536202,-0.12186704078892208,-0.4433235693004911,-0.4496797571666322,-2.485281927774666,median,09:29,0945,0.5,
ew_entry0930_exit0945_thr40_none,7,4,3,28.57142857142857,-0.06600161585586685,-0.06214852427800281,-0.4614246713013692,-0.5612621092841774,-1.669747233371423,ew,09:30,0945,0.4,
median_entry0930_exit1000_thr25_b60,2,0,2,0.0,-0.23750864712872904,-0.23750864712872904,-0.474858711982018,-0.474858711982018,-1.1794311427979216,median,09:30,1000,0.25,0.6
median_entry0930_exit1000_thr30_b55,2,0,2,0.0,-0.23750864712872904,-0.23750864712872904,-0.474858711982018,-0.474858711982018,-1.1794311427979216,median,09:30,1000,0.3,0.55
median_entry0930_exit1000_thr30_b60,2,0,2,0.0,-0.23750864712872904,-0.23750864712872904,-0.474858711982018,-0.474858711982018,-1.1794311427979216,median,09:30,1000,0.3,0.6
median_entry0929_exit1000_thr25_b60,2,0,2,0.0,-0.23870636169077908,-0.23870636169077908,-0.4771427465178224,-0.4771427465178224,-1.37856153328964,median,09:29,1000,0.25,0.6
median_entry0929_exit1000_thr30_b55,2,0,2,0.0,-0.23870636169077908,-0.23870636169077908,-0.4771427465178224,-0.4771427465178224,-1.37856153328964,median,09:29,1000,0.3,0.55
median_entry0929_exit1000_thr30_b60,2,0,2,0.0,-0.23870636169077908,-0.23870636169077908,-0.4771427465178224,-0.4771427465178224,-1.37856153328964,median,09:29,1000,0.3,0.6
ew_entry0930_exit0945_thr30_none,8,5,3,25.0,-0.06699893445419514,-0.06806434446024794,-0.5350634732123383,-0.5968816904359908,-1.9563618931966114,ew,09:30,0945,0.3,
median_entry0930_exit0945_thr25_b55,2,0,2,50.0,-0.2737371121934039,-0.2737371121934039,-0.5478533706339217,-0.6096636388387089,-0.8148719749138384,median,09:30,0945,0.25,0.55
median_entry0930_exit0945_thr25_b60,2,0,2,50.0,-0.2737371121934039,-0.2737371121934039,-0.5478533706339217,-0.6096636388387089,-0.8148719749138384,median,09:30,0945,0.25,0.6
median_entry0930_exit0945_thr30_b55,2,0,2,50.0,-0.2737371121934039,-0.2737371121934039,-0.5478533706339217,-0.6096636388387089,-0.8148719749138384,median,09:30,0945,0.3,0.55
median_entry0930_exit0945_thr30_b60,2,0,2,50.0,-0.2737371121934039,-0.2737371121934039,-0.5478533706339217,-0.6096636388387089,-0.8148719749138384,median,09:30,0945,0.3,0.6
median_entry0929_exit0945_thr25_b55,2,0,2,50.0,-0.2748830066500195,-0.2748830066500195,-0.549956859974543,-0.5825278258718813,-0.8935076733789639,median,09:29,0945,0.25,0.55
median_entry0929_exit0945_thr25_b60,2,0,2,50.0,-0.2748830066500195,-0.2748830066500195,-0.549956859974543,-0.5825278258718813,-0.8935076733789639,median,09:29,0945,0.25,0.6
median_entry0929_exit0945_thr30_b55,2,0,2,50.0,-0.2748830066500195,-0.2748830066500195,-0.549956859974543,-0.5825278258718813,-0.8935076733789639,median,09:29,0945,0.3,0.55
median_entry0929_exit0945_thr30_b60,2,0,2,50.0,-0.2748830066500195,-0.2748830066500195,-0.549956859974543,-0.5825278258718813,-0.8935076733789639,median,09:29,0945,0.3,0.6
median_entry0930_exit1000_thr10_b60,4,2,2,25.0,-0.13844487037224287,-0.07822781681669826,-0.5532966591832,-0.5532966591832,-1.3127709102771337,median,09:30,1000,0.1,0.6
median_entry0929_exit1600_thr25_none,14,7,7,57.14285714285714,-0.03465052543701859,0.37988034417074446,-0.5861316894020363,-5.191659404466242,-0.10380157812534783,median,09:29,1600,0.25,
median_entry0930_exit1000_thr15_b60,3,1,2,0.0,-0.19844662496753865,-0.12032258064515793,-0.5946099303704933,-0.5946099303704933,-1.617980709807966,median,09:30,1000,0.15,0.6
median_entry0930_exit1000_thr20_b60,3,1,2,0.0,-0.19844662496753865,-0.12032258064515793,-0.5946099303704933,-0.5946099303704933,-1.617980709807966,median,09:30,1000,0.2,0.6
median_entry0929_exit1000_thr10_b60,4,2,2,25.0,-0.1544218038038635,-0.12583110806405828,-0.6168328307790238,-0.6168328307790238,-1.575500979556462,median,09:29,1000,0.1,0.6
median_entry0930_exit1000_thr25_b55,3,0,3,0.0,-0.20635438776630313,-0.1440458690414514,-0.6182205666650731,-0.6182205666650731,-1.7143915640782241,median,09:30,1000,0.25,0.55
ew_entry0930_exit1000_thr15_b60,5,3,2,20.0,-0.12404697038692172,-0.06645537044563714,-0.6193843342843008,-0.6193843342843008,-1.4954764977543125,ew,09:30,1000,0.15,0.6
ew_entry0930_exit1000_thr20_b60,5,3,2,20.0,-0.12404697038692172,-0.06645537044563714,-0.6193843342843008,-0.6193843342843008,-1.4954764977543125,ew,09:30,1000,0.2,0.6
median_entry0930_exit1000_thr50_none,4,2,2,0.0,-0.16197796778803278,-0.16345045027078337,-0.6466491737613045,-0.6466491737613045,-2.250464110377805,median,09:30,1000,0.5,
median_entry0930_exit0945_thr15_b55,3,1,2,33.33333333333333,-0.21937312855904675,-0.11064516129033246,-0.65789235867868,-0.7196342368125164,-1.0891197788217934,median,09:30,0945,0.15,0.55
median_entry0930_exit0945_thr15_b60,3,1,2,33.33333333333333,-0.21937312855904675,-0.11064516129033246,-0.65789235867868,-0.7196342368125164,-1.0891197788217934,median,09:30,0945,0.15,0.6
median_entry0930_exit0945_thr20_b55,3,1,2,33.33333333333333,-0.21937312855904675,-0.11064516129033246,-0.65789235867868,-0.7196342368125164,-1.0891197788217934,median,09:30,0945,0.2,0.55
median_entry0930_exit0945_thr20_b60,3,1,2,33.33333333333333,-0.21937312855904675,-0.11064516129033246,-0.65789235867868,-0.7196342368125164,-1.0891197788217934,median,09:30,0945,0.2,0.6
median_entry0929_exit1000_thr25_b55,3,0,3,0.0,-0.2199775791368155,-0.1825200140288884,-0.6587918795388337,-0.6587918795388337,-2.16277217478245,median,09:29,1000,0.25,0.55
median_entry0929_exit1000_thr15_b60,3,1,2,0.0,-0.22117489816192648,-0.18611197110422129,-0.6623666978515241,-0.6623666978515241,-2.1791212969526503,median,09:29,1000,0.15,0.6
median_entry0929_exit1000_thr20_b60,3,1,2,0.0,-0.22117489816192648,-0.18611197110422129,-0.6623666978515241,-0.6623666978515241,-2.1791212969526503,median,09:29,1000,0.2,0.6
ew_entry0929_exit0945_thr40_none,7,4,3,28.57142857142857,-0.09595222268461487,-0.1021485242780028,-0.6700677759817308,-0.7089390386752714,-2.4057570790746166,ew,09:29,0945,0.4,
median_entry0930_exit1000_thr10_b55,5,2,3,20.0,-0.1395650701060846,-0.12032258064515793,-0.6965455272435417,-0.6965455272435417,-1.7083323250529217,median,09:30,1000,0.1,0.55
ew_entry0930_exit1000_thr40_none,7,4,3,14.285714285714285,-0.09985851158535777,-0.08668885135699515,-0.6973643309876265,-0.6973643309876265,-2.163503076926285,ew,09:30,1000,0.4,
median_entry0930_exit0945_thr10_b55,4,2,2,25.0,-0.17789927950581141,-0.08206144681821896,-0.711018265110086,-0.7727271250875911,-1.199244801278178,median,09:30,0945,0.1,0.55
median_entry0930_exit0945_thr10_b60,4,2,2,25.0,-0.17789927950581141,-0.08206144681821896,-0.711018265110086,-0.7727271250875911,-1.199244801278178,median,09:30,0945,0.1,0.6
ew_entry0930_exit1600_thr40_none,7,4,3,71.42857142857143,-0.09333223338968465,0.42886408404465787,-0.7131467002840397,-3.919893356331261,-0.17288837306900046,ew,09:30,1600,0.4,
ew_entry0929_exit1000_thr15_b60,5,3,2,20.0,-0.14392537874834843,-0.10193967852628816,-0.7181437119005651,-0.7181437119005651,-1.877847963062061,ew,09:29,1000,0.15,0.6
ew_entry0929_exit1000_thr20_b60,5,3,2,20.0,-0.14392537874834843,-0.10193967852628816,-0.7181437119005651,-0.7181437119005651,-1.877847963062061,ew,09:29,1000,0.2,0.6
median_entry0929_exit0945_thr15_b55,3,1,2,33.33333333333333,-0.2420676872678831,-0.1764370485036103,-0.7254235808263565,-0.7579370794728146,-1.3401691910421043,median,09:29,0945,0.15,0.55
median_entry0929_exit0945_thr15_b60,3,1,2,33.33333333333333,-0.2420676872678831,-0.1764370485036103,-0.7254235808263565,-0.7579370794728146,-1.3401691910421043,median,09:29,0945,0.15,0.6
median_entry0929_exit0945_thr20_b55,3,1,2,33.33333333333333,-0.2420676872678831,-0.1764370485036103,-0.7254235808263565,-0.7579370794728146,-1.3401691910421043,median,09:29,0945,0.2,0.55
median_entry0929_exit0945_thr20_b60,3,1,2,33.33333333333333,-0.2420676872678831,-0.1764370485036103,-0.7254235808263565,-0.7579370794728146,-1.3401691910421043,median,09:29,0945,0.2,0.6
median_entry0930_exit1000_thr15_b55,4,1,3,0.0,-0.18484643598601683,-0.13218422484330467,-0.7377992883703444,-0.7377992883703444,-2.105621943670925,median,09:30,1000,0.15,0.55
median_entry0930_exit1000_thr20_b55,4,1,3,0.0,-0.18484643598601683,-0.13218422484330467,-0.7377992883703444,-0.7377992883703444,-2.105621943670925,median,09:30,1000,0.2,0.55
median_entry0930_exit0945_thr40_none,8,5,3,12.5,-0.094196226649435,-0.08902351009411939,-0.7513592323362905,-0.7592376958506786,-3.029914347107148,median,09:30,0945,0.4,
ew_entry0929_exit1600_thr10_none,25,17,8,56.00000000000001,-0.022482112340433437,0.3627315541601207,-0.7584086039143512,-7.772729257993838,-0.08767924518406331,ew,09:29,1600,0.1,
ew_entry0930_exit1000_thr30_none,8,5,3,12.5,-0.09568311894289272,-0.07657211090131615,-0.7633562653837522,-0.7633562653837522,-2.3807872355036883,ew,09:30,1000,0.3,
median_entry0929_exit0945_thr10_b55,4,2,2,25.0,-0.19386143432874525,-0.11283986200747098,-0.7743090383577123,-0.8068065264875246,-1.4200688008978848,median,09:29,0945,0.1,0.55
median_entry0929_exit0945_thr10_b60,4,2,2,25.0,-0.19386143432874525,-0.11283986200747098,-0.7743090383577123,-0.8068065264875246,-1.4200688008978848,median,09:29,0945,0.1,0.6
ew_entry0929_exit0945_thr30_none,8,5,3,25.0,-0.09764129640824559,-0.10580666837583175,-0.7787991000209549,-0.8112951176069583,-2.823455839774972,ew,09:29,0945,0.3,
mega_entry0930_exit1100_thr50_b60,47,25,22,36.17021276595745,-0.015707630958785353,-0.06344453090077799,-0.7803303188280597,-3.1872177863514817,-0.2422903701114063,mega,09:30,1100,0.5,0.6
median_entry0929_exit1000_thr10_b55,5,2,3,20.0,-0.16004144584886848,-0.1825200140288884,-0.7982270014386339,-0.7982270014386339,-2.102231001793278,median,09:29,1000,0.1,0.55
median_entry0929_exit1600_thr30_none,12,6,6,58.333333333333336,-0.06037734407661685,0.37988034417074446,-0.8064580570751434,-5.191659404466242,-0.16956545819392527,median,09:29,1600,0.3,
median_entry0929_exit1000_thr50_none,4,2,2,0.0,-0.20342044307017015,-0.20932806210881216,-0.8115385157258181,-0.8115385157258181,-2.7120034314817225,median,09:29,1000,0.5,
ew_entry0930_exit1000_thr15_b55,6,4,2,16.666666666666664,-0.13767779715402284,-0.09338897554539753,-0.8239413745383284,-0.8239413745383284,-1.9928775398582037,ew,09:30,1000,0.15,0.55
ew_entry0930_exit1000_thr20_b55,6,4,2,16.666666666666664,-0.13767779715402284,-0.09338897554539753,-0.8239413745383284,-0.8239413745383284,-1.9928775398582037,ew,09:30,1000,0.2,0.55
median_entry0929_exit1000_thr15_b55,4,1,3,0.0,-0.21151117712866696,-0.18431599256655484,-0.8436777600905776,-0.8436777600905776,-2.92073506274237,median,09:29,1000,0.15,0.55
median_entry0929_exit1000_thr20_b55,4,1,3,0.0,-0.21151117712866696,-0.18431599256655484,-0.8436777600905776,-0.8436777600905776,-2.92073506274237,median,09:29,1000,0.2,0.55
ew_entry0930_exit0945_thr15_b55,6,4,2,16.666666666666664,-0.14634790786240182,-0.08324516457558266,-0.8762568650543479,-0.9378630279807898,-1.5252728858807731,ew,09:30,0945,0.15,0.55
ew_entry0930_exit0945_thr15_b60,6,4,2,16.666666666666664,-0.14634790786240182,-0.08324516457558266,-0.8762568650543479,-0.9378630279807898,-1.5252728858807731,ew,09:30,0945,0.15,0.6
ew_entry0930_exit0945_thr20_b55,6,4,2,16.666666666666664,-0.14634790786240182,-0.08324516457558266,-0.8762568650543479,-0.9378630279807898,-1.5252728858807731,ew,09:30,0945,0.2,0.55
ew_entry0930_exit0945_thr20_b60,6,4,2,16.666666666666664,-0.14634790786240182,-0.08324516457558266,-0.8762568650543479,-0.9378630279807898,-1.5252728858807731,ew,09:30,0945,0.2,0.6
ew_entry0930_exit1600_thr20_none,18,14,4,61.111111111111114,-0.040951687925465156,0.4217139040939977,-0.8854174909421642,-7.990415915887949,-0.13079045115068771,ew,09:30,1600,0.2,
ew_entry0929_exit1000_thr40_none,7,4,3,14.285714285714285,-0.1297994421885231,-0.12501672240802442,-0.9055801421462784,-0.9055801421462784,-2.614248767981427,ew,09:29,1000,0.4,
ew_entry0929_exit1600_thr40_none,7,4,3,71.42857142857143,-0.12350843919905943,0.3970291341813682,-0.9216176156744749,-3.938988101616825,-0.23121989421256847,ew,09:29,1600,0.4,
ew_entry0930_exit0945_thr10_b55,8,5,3,25.0,-0.1165166890749488,-0.06542903226961265,-0.9298309446951647,-0.9914038109221979,-1.5937157867001794,ew,09:30,0945,0.1,0.55
ew_entry0930_exit0945_thr10_b60,8,5,3,25.0,-0.1165166890749488,-0.06542903226961265,-0.9298309446951647,-0.9914038109221979,-1.5937157867001794,ew,09:30,0945,0.1,0.6
ew_entry0929_exit1000_thr15_b55,6,4,2,16.666666666666664,-0.1619191693718235,-0.14402582481525472,-0.968222915677075,-0.968222915677075,-2.486666624346299,ew,09:29,1000,0.15,0.55
ew_entry0929_exit1000_thr20_b55,6,4,2,16.666666666666664,-0.1619191693718235,-0.14402582481525472,-0.968222915677075,-0.968222915677075,-2.486666624346299,ew,09:29,1000,0.2,0.55
ew_entry0929_exit1000_thr30_none,8,5,3,12.5,-0.12631697173074374,-0.11347820046715629,-1.006596675186855,-1.006596675186855,-2.9280970217417597,ew,09:29,1000,0.3,
ew_entry0929_exit0945_thr15_b55,6,4,2,16.666666666666664,-0.16933557950865996,-0.12028386986848927,-1.0128716399921522,-1.0452909962869517,-1.929381502039196,ew,09:29,0945,0.15,0.55
ew_entry0929_exit0945_thr15_b60,6,4,2,16.666666666666664,-0.16933557950865996,-0.12028386986848927,-1.0128716399921522,-1.0452909962869517,-1.929381502039196,ew,09:29,0945,0.15,0.6
ew_entry0929_exit0945_thr20_b55,6,4,2,16.666666666666664,-0.16933557950865996,-0.12028386986848927,-1.0128716399921522,-1.0452909962869517,-1.929381502039196,ew,09:29,0945,0.2,0.55
ew_entry0929_exit0945_thr20_b60,6,4,2,16.666666666666664,-0.16933557950865996,-0.12028386986848927,-1.0128716399921522,-1.0452909962869517,-1.929381502039196,ew,09:29,0945,0.2,0.6
median_entry0930_exit1000_thr40_none,9,5,4,22.22222222222222,-0.11860166182435937,-0.08793398920977406,-1.0630762678908612,-1.115778304112458,-2.65770603679088,median,09:30,1000,0.4,
median_entry0929_exit0945_thr40_none,8,5,3,12.5,-0.1360122124392134,-0.13999010306463766,-1.083187309777367,-1.083187309777367,-4.485548081257722,median,09:29,0945,0.4,
median_entry0930_exit0945_thr30_none,11,6,5,27.27272727272727,-0.09994644569864465,-0.08823424788380933,-1.0960744643741638,-1.3642725385254129,-1.5958938844126598,median,09:30,0945,0.3,
ew_entry0930_exit1000_thr10_b60,8,5,3,25.0,-0.13842764608416236,-0.05129421171693786,-1.1035172377553248,-1.1035172377553248,-1.9190207731216482,ew,09:30,1000,0.1,0.6
ew_entry0930_exit1600_thr30_none,8,5,3,62.5,-0.13201741309673606,0.4217139040939977,-1.1130877189267752,-3.919893356331261,-0.28141872401265444,ew,09:30,1600,0.3,
median_entry0930_exit1600_thr10_none,23,13,10,56.52173913043478,-0.04070562852019527,0.16509426109475817,-1.1156693086362135,-8.262829493115387,-0.15112682752876486,median,09:30,1600,0.1,
ew_entry0929_exit0945_thr10_b55,8,5,3,12.5,-0.14296810280738026,-0.10085850458737766,-1.1392768320480307,-1.1716547892738127,-2.142376177589194,ew,09:29,0945,0.1,0.55
ew_entry0929_exit0945_thr10_b60,8,5,3,12.5,-0.14296810280738026,-0.10085850458737766,-1.1392768320480307,-1.1716547892738127,-2.142376177589194,ew,09:29,0945,0.1,0.6
ew_entry0929_exit1000_thr10_b60,8,5,3,12.5,-0.15893670458111064,-0.08476358059196432,-1.2656515831082293,-1.2656515831082293,-2.408750401637833,ew,09:29,1000,0.1,0.6
ew_entry0930_exit1000_thr10_b55,9,6,3,22.22222222222222,-0.1459170110736475,-0.06645537044563714,-1.3070777779055853,-1.3070777779055853,-2.277960087032748,ew,09:30,1000,0.1,0.55
ew_entry0930_exit1000_thr25_none,12,9,3,8.333333333333332,-0.11034920408829525,-0.08731142028338461,-1.3168253532190866,-1.3168253532190866,-3.51857026730386,ew,09:30,1000,0.25,
ew_entry0930_exit0945_thr25_none,11,8,3,18.181818181818183,-0.12255155942158459,-0.08658739830705635,-1.3415872790181194,-1.4029042355406252,-2.163052633934982,ew,09:30,0945,0.25,
median_entry0930_exit1100_thr10_b60,4,2,2,50.0,-0.33682922522984604,-0.028406053736277297,-1.3536984120045004,-1.7011667450436918,-0.7182731010501765,median,09:30,1100,0.1,0.6
ew_entry0929_exit1600_thr30_none,8,5,3,62.5,-0.16285903004597196,0.37988034417074446,-1.355891210299387,-3.938988101616825,-0.35078753909581367,ew,09:29,1600,0.3,
median_entry0929_exit1100_thr10_b60,4,2,2,50.0,-0.35255620139238386,-0.07601253427615628,-1.4153770359027318,-1.6733020034627732,-0.7686637334500618,median,09:29,1100,0.1,0.6
ew_entry0930_exit1100_thr50_none,4,2,2,25.0,-0.35533241536519544,-0.16751364614886793,-1.4237816888145516,-1.4969643207599082,-0.8683060318408775,ew,09:30,1100,0.5,
median_entry0929_exit1000_thr40_none,9,5,4,11.11111111111111,-0.15954057420883444,-0.12793398920977406,-1.4274524619749207,-1.4274524619749207,-3.556826519700608,median,09:29,1000,0.4,
ew_entry0929_exit1600_thr20_none,18,14,4,61.111111111111114,-0.07355815267352177,0.37988034417074446,-1.461907298735432,-8.020228773517335,-0.23805285119310968,ew,09:29,1600,0.2,
median_entry0929_exit0945_thr30_none,11,6,5,27.27272727272727,-0.13435652044439692,-0.13839464882943397,-1.4698476743159716,-1.5950834740990127,-2.326356462944837,median,09:29,0945,0.3,
ew_entry0929_exit1000_thr10_b55,9,6,3,11.11111111111111,-0.16926463990423157,-0.10193967852628816,-1.5143516795874779,-1.5143516795874779,-2.8639901195509903,ew,09:29,1000,0.1,0.55
