variant,trades,long_trades,short_trades,win_rate_pct,mean_return_pct,median_return_pct,compounded_return_pct,max_drawdown_pct,sharpe_ratio,basket,entry_time,exit_time,threshold_pct,breadth_min
ew_entry0930_exit0945_thr40_b60,2,1,1,50.0,0.004355841052896617,0.004355841052896617,0.008678424617181157,-0.053477732346107754,0.07531682372183796,ew,09:30,0945,0.4,0.6
ew_entry0930_exit1000_thr40_b55,2,1,1,50.0,0.002713670212702926,0.002713670212702926,0.005412323386444484,-0.03613305298824088,0.06985583310762118,ew,09:30,1000,0.4,0.55
ew_entry0930_exit1000_thr40_b60,2,1,1,50.0,0.002713670212702926,0.002713670212702926,0.005412323386444484,-0.03613305298824088,0.06985583310762118,ew,09:30,1000,0.4,0.6
median_entry0929_exit0945_thr40_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,0945,0.4,0.55
median_entry0929_exit0945_thr40_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,0945,0.4,0.6
median_entry0929_exit0945_thr50_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,0945,0.5,0.55
median_entry0929_exit0945_thr50_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,0945,0.5,0.6
median_entry0929_exit1000_thr40_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1000,0.4,0.55
median_entry0929_exit1000_thr40_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1000,0.4,0.6
median_entry0929_exit1000_thr50_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1000,0.5,0.55
median_entry0929_exit1000_thr50_b60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1000,0.5,0.6
median_entry0929_exit1100_thr40_b55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,median,09:29,1100,0.4,0.55
