variant,symbol,reaction_date,timing,surprise_pct,peak_vs_prev_close_pct,total_return_pct,max_drawdown_pct,sharpe_ratio,total_trades,short_return_pct,long_return_pct,short_entry_time,short_exit_time,long_entry_time,long_exit_time,short_outcome,long_outcome
wave_sequence_robust,RBLX,2024-10-31,bmo,4.3,24.64504213321021,-2.189,-3.436,-3.8436,2,1.371371371371376,-3.400563493660697,2024-10-31T13:30:00,2024-10-31T13:34:00,2024-10-31T13:35:00,2024-10-31T13:40:00,Counter-signal exit,SL hit
wave_sequence_robust,TEAM,2024-11-01,amc,19.01,23.28608315329081,0.525,-1.982,1.1328,2,2.6369528544792677,-1.9523503887181448,2024-11-01T13:28:00,2024-11-01T13:38:00,2024-11-01T13:39:00,2024-11-01T13:53:00,Counter-signal exit,SL hit
wave_sequence_robust,PLTR,2025-02-04,amc,23.72,31.16182063550483,1.996,-1.275,3.7717,2,-1.1951954332831238,3.3932912007778406,2025-02-04T14:30:00,2025-02-04T14:31:00,2025-02-04T14:32:00,2025-02-04T14:52:00,Counter-signal exit,Counter-signal exit
wave_sequence_robust,APP,2025-05-08,amc,21.79,20.761087943813216,1.717,-0.707,4.5497,2,-0.6269501064357091,2.520935604966781,2025-05-08T13:48:00,2025-05-08T13:50:00,2025-05-08T13:51:00,2025-05-08T14:11:00,Counter-signal exit,Counter-signal exit
wave_sequence_robust,APLD,2025-07-31,amc,85.94,38.89986564451118,2.24,-4.718,1.9044,2,-4.638387778319535,7.3828124999999885,2025-07-31T13:30:00,2025-07-31T13:31:00,2025-07-31T13:32:00,2025-07-31T13:52:00,SL hit,Counter-signal exit
wave_sequence_robust,IDXX,2025-08-04,bmo,9.97,28.065212536291217,-1.306,-1.306,-11.56,2,-0.5368015827978099,-0.6136135362272204,2025-08-04T13:36:00,2025-08-04T13:38:00,2025-08-04T13:39:00,2025-08-04T13:59:00,Counter-signal exit,Counter-signal exit
wave_sequence_robust,APLD,2025-10-10,amc,80.65,38.79111900532859,-2.803,-2.803,-11.4573,2,-1.162395301452933,-1.5000000000000104,2025-10-10T13:11:00,2025-10-10T13:13:00,2025-10-10T13:14:00,2025-10-10T13:30:00,Counter-signal exit,SL hit
wave_sequence_robust,DDOG,2025-11-06,bmo,20.33,21.975088967971512,0.239,-2.094,0.5789,2,-2.0139113015413597,2.4628797166598453,2025-11-06T14:25:00,2025-11-06T14:30:00,2025-11-06T14:31:00,2025-11-06T14:51:00,Counter-signal exit,Counter-signal exit
wave_sequence_robust,DDOG,2026-02-10,bmo,6.33,21.12103262311025,0.663,-1.392,1.7669,2,-1.3124301898835136,2.1646725440805934,2026-02-10T14:28:00,2026-02-10T14:30:00,2026-02-10T14:31:00,2026-02-10T14:51:00,Counter-signal exit,Counter-signal exit
wave_sequence_robust,AXON,2026-02-25,amc,34.51,27.47722260072287,0.052,-1.625,0.2151,2,1.7846555199810328,-1.5725811025720997,2026-02-25T13:56:00,2026-02-25T14:07:00,2026-02-25T14:08:00,2026-02-25T14:11:00,Counter-signal exit,SL hit
wave_sequence_robust,INTC,2026-04-24,amc,2108.68,28.92403192432753,2.141,0.0,10.3715,2,0.733319264858223,1.5674362089915022,2026-04-24T13:01:00,2026-04-24T13:21:00,2026-04-24T13:22:00,2026-04-24T13:42:00,Counter-signal exit,Counter-signal exit
wave_sequence_robust,STX,2026-04-29,amc,16.56,22.28070175438597,0.789,-0.456,3.9334,2,-0.3762227238525207,1.331343736184228,2026-04-29T13:02:00,2026-04-29T13:09:00,2026-04-29T13:10:00,2026-04-29T13:31:00,Counter-signal exit,Counter-signal exit
