side,gap_threshold,rsi_threshold,signals,mean_return_pct,median_return_pct,win_rate_pct,avg_hold_days,fair_touch_rate_pct
long,3.0,30.0,32,0.17700028748094193,0.305494119554639,56.25,4.875,12.5
long,3.0,35.0,36,-0.014171725122356118,0.305494119554639,55.55555555555556,4.861111111111111,13.88888888888889
long,2.0,35.0,77,-0.0647951208008121,0.2044320876604777,51.94805194805194,4.571428571428571,27.27272727272727
long,4.0,30.0,19,-0.07860100260335647,0.11456135061802541,57.89473684210527,4.894736842105263,10.526315789473683
long,4.0,35.0,22,-0.09177449257198217,0.14837906156617287,59.09090909090909,4.909090909090909,9.090909090909092
long,2.0,30.0,58,-0.11321162658645594,0.05796015588532821,51.724137931034484,4.637931034482759,18.96551724137931
long,3.0,25.0,19,-0.16376077159746602,0.11456135061802541,52.63157894736842,4.894736842105263,10.526315789473683
long,2.0,25.0,29,-0.586216266257315,-0.5114875062887769,37.93103448275862,4.758620689655173,17.24137931034483
long,4.0,25.0,12,-0.7571289026040816,-0.735381844643912,41.66666666666667,4.833333333333333,16.666666666666664
