label,eligible_events,validated_events,triggered_events,coverage_pct,total_trades,long_trades,short_trades,win_rate_pct,mean_event_return_pct,median_event_return_pct,compounded_event_return_pct,mean_trade_return_pct,avg_win_pct,avg_loss_pct,max_drawdown_pct,params
wave_sequence_best_return,28,9,9,32.142857142857146,17,8,9,55.55555555555556,0.6494444444444444,0.512,5.682811303222279,0.426058140719487,2.3739190871954743,-1.305373811703613,-3.1321493298014147,"{'label': 'wave_sequence_best_return', 'overshoot_prev_close_min': 20.0, 'start_minute': 780, 'max_minute': 840, 'peak_pullback_min': 3.0, 'vwap_break_min': 1.0, 'breakdown_impulse_min': 0.5, 'short_exit_mode': 'time_10', 'short_rebound_exit_pct': 0.5, 'long_entry_mode': 'ema_turn', 'long_momentum_min': 0.0, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': -0.5, 'long_ema_roll_gain_min': 1.0}"
wave_sequence_robust,28,13,13,46.42857142857143,26,13,13,69.23076923076923,0.3040769230769231,0.525,3.8642746518813498,0.2501721532946389,2.3525439807492257,-1.5518608416664357,-4.072392820000004,"{'label': 'wave_sequence_robust', 'overshoot_prev_close_min': 20.0, 'start_minute': 780, 'max_minute': 870, 'peak_pullback_min': 3.0, 'vwap_break_min': 0.5, 'breakdown_impulse_min': 0.5, 'short_exit_mode': 'rebound', 'short_rebound_exit_pct': 0.5, 'long_entry_mode': 'next_bar', 'long_momentum_min': 0.0, 'long_exit_mode': 'time_20', 'long_vwap_touch_buffer': -0.5, 'long_ema_roll_gain_min': 0.5}"
