variant,branch_type,symbol,reaction_date,trade_num,direction,entry_time,exit_time,entry_price,exit_price,return_pct,pnl,outcome,notes
short_only_tight_sexittime_20_sreb0.5,short_only,TEAM,2024-11-01,1,Short,2024-11-01T13:28:00,2024-11-01T13:48:00,225.26,219.73,2.454940957116222,23.749409571162218,Counter-signal exit,Entry: Short @ 225.2600 (signal-bar close) | regime=earnings_wave_short | SL=235.3638 | TP=none | session_exit=eod
short_only_tight_sexittime_20_sreb0.5,short_only,APP,2025-05-08,1,Short,2025-05-08T13:48:00,2025-05-08T14:08:00,342.93,355.785,-3.7485784270842495,-38.28578427084249,Counter-signal exit,Entry: Short @ 342.9300 (signal-bar close) | regime=earnings_wave_short | SL=358.4378 | TP=none | session_exit=eod
short_only_tight_sexittime_20_sreb0.5,short_only,IDXX,2025-08-04,1,Short,2025-08-04T13:59:00,2025-08-04T14:19:00,650.5,662.289,-1.8122982321291294,-18.922982321291297,Counter-signal exit,Entry: Short @ 650.5000 (signal-bar close) | regime=earnings_wave_short | SL=684.0799 | TP=none | session_exit=eod
short_only_tight_sexittime_20_sreb0.5,short_only,APLD,2025-10-10,1,Short,2025-10-10T13:11:00,2025-10-10T13:31:00,36.7603,35.375,3.768467613158763,36.88467613158763,Counter-signal exit,Entry: Short @ 36.7603 (signal-bar close) | regime=earnings_wave_short | SL=38.9825 | TP=none | session_exit=eod
short_only_tight_sexittime_20_sreb0.5,short_only,AXON,2026-02-25,1,Short,2026-02-25T13:56:00,2026-02-25T14:16:00,505.98,495.95,1.9822917901893413,19.02291790189341,Counter-signal exit,Entry: Short @ 505.9800 (signal-bar close) | regime=earnings_wave_short | SL=525.1320 | TP=none | session_exit=eod
short_only_tight_sexittime_20_sreb0.5,short_only,INTC,2026-04-24,1,Short,2026-04-24T13:01:00,2026-04-24T13:21:00,83.4016,82.79,0.733319264858223,6.533192648582229,Counter-signal exit,Entry: Short @ 83.4016 (signal-bar close) | regime=earnings_wave_short | SL=87.7534 | TP=none | session_exit=eod
short_only_tight_sexittime_20_sreb0.5,short_only,STX,2026-04-29,1,Short,2026-04-29T13:02:00,2026-04-29T13:23:00,664.5,663.0,0.2257336343115124,1.4573363431151238,Counter-signal exit,Entry: Short @ 664.5000 (signal-bar close) | regime=earnings_wave_short | SL=691.1220 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,MU,2024-09-26,1,Short,2024-09-26T13:35:00,2024-09-26T13:38:00,110.35,111.26,-0.8246488445854199,-9.0464884458542,Counter-signal exit,Entry: Short @ 110.3500 (signal-bar close) | regime=earnings_wave_short | SL=114.7846 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,RBLX,2024-10-31,1,Short,2024-10-31T13:30:00,2024-10-31T13:34:00,49.95,49.265,1.371371371371376,12.91371371371376,Counter-signal exit,Entry: Short @ 49.9500 (signal-bar close) | regime=earnings_wave_short | SL=54.3139 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,TEAM,2024-11-01,1,Short,2024-11-01T13:28:00,2024-11-01T13:38:00,225.26,219.32,2.6369528544792677,25.56952854479268,Counter-signal exit,Entry: Short @ 225.2600 (signal-bar close) | regime=earnings_wave_short | SL=235.3638 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,APP,2025-05-08,1,Short,2025-05-08T13:48:00,2025-05-08T13:50:00,342.93,345.08,-0.6269501064357091,-7.069501064357091,Counter-signal exit,Entry: Short @ 342.9300 (signal-bar close) | regime=earnings_wave_short | SL=358.4378 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,IDXX,2025-08-04,1,Short,2025-08-04T13:59:00,2025-08-04T14:06:00,650.5,654.345,-0.5910837817063839,-6.7108378170638385,Counter-signal exit,Entry: Short @ 650.5000 (signal-bar close) | regime=earnings_wave_short | SL=684.0799 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,APLD,2025-10-10,1,Short,2025-10-10T13:11:00,2025-10-10T13:13:00,36.7603,37.1876,-1.162395301452933,-12.42395301452933,Counter-signal exit,Entry: Short @ 36.7603 (signal-bar close) | regime=earnings_wave_short | SL=38.9825 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,AXON,2026-02-25,1,Short,2026-02-25T13:56:00,2026-02-25T14:07:00,505.98,496.95,1.7846555199810328,17.046555199810328,Counter-signal exit,Entry: Short @ 505.9800 (signal-bar close) | regime=earnings_wave_short | SL=525.1320 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,INTC,2026-04-24,1,Short,2026-04-24T13:01:00,2026-04-24T13:21:00,83.4016,82.79,0.733319264858223,6.533192648582229,Counter-signal exit,Entry: Short @ 83.4016 (signal-bar close) | regime=earnings_wave_short | SL=87.7534 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb0.5,short_only,STX,2026-04-29,1,Short,2026-04-29T13:02:00,2026-04-29T13:09:00,664.5,667.0,-0.3762227238525207,-4.562227238525207,Counter-signal exit,Entry: Short @ 664.5000 (signal-bar close) | regime=earnings_wave_short | SL=691.1220 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb1.0,short_only,MU,2024-09-26,1,Short,2024-09-26T13:35:00,2024-09-26T13:43:00,110.35,111.41,-0.9605799728137765,-10.405799728137765,Counter-signal exit,Entry: Short @ 110.3500 (signal-bar close) | regime=earnings_wave_short | SL=114.7846 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb1.0,short_only,RBLX,2024-10-31,1,Short,2024-10-31T13:30:00,2024-10-31T13:34:00,49.95,49.265,1.371371371371376,12.91371371371376,Counter-signal exit,Entry: Short @ 49.9500 (signal-bar close) | regime=earnings_wave_short | SL=54.3139 | TP=none | session_exit=eod
short_only_tight_sexitrebound_sreb1.0,short_only,TEAM,2024-11-01,1,Short,2024-11-01T13:28:00,2024-11-01T13:39:00,225.26,221.24,1.78460445707182,17.0460445707182,Counter-signal exit,Entry: Short @ 225.2600 (signal-bar close) | regime=earnings_wave_short | SL=235.3638 | TP=none | session_exit=eod
