label,total_return_pct,max_drawdown_pct,sharpe_ratio,win_rate_pct,total_trades,score,params
q30_q70__shock_rebound_only_in_expansion,93.474,-2.829,4.4558,64.1,39,151.1722,"{'bb_period': 20, 'bb_std': 1.8, 'rsi_period': 9, 'rsi_oversold': 30, 'rsi_overbought': 70, 'sl_band_mult': 0.2, 'require_cross': True, 'min_band_width_pct': 2.0, 'min_rr_ratio': 1.5, 'cooldown_bars': 3, 'min_atr_pct': 0.3, 'normal_long_enabled': False, 'normal_short_enabled': False, 'trend_bias_long_enabled': False, 'trend_bias_fast_ema': 156, 'trend_bias_slow_ema': 780, 'trend_bias_lookback_bars': 90, 'trend_bias_min_retrace_pct': 0.6, 'trend_bias_min_momentum_120': 0.3, 'trend_bias_min_atr_pct': 0.03, 'trend_bias_min_rsi': 46.0, 'trend_bias_max_rsi': 74.0, 'trend_bias_trail_pct': 3.0, 'trend_bias_sl_pct': 1.2, 'trend_bias_cooldown': 120, 'trend_context_score_enabled': False, 'trend_context_min_score': 1.1, 'trend_peer_strength_weight': 0.8, 'trend_miners_strength_weight': 0.4, 'trend_riskoff_strength_weight': 0.3, 'intraday_pullback_short_enabled': True, 'intraday_pullback_rsi_trigger': 85.0, 'intraday_pullback_rsi_fade_pts': 8.0, 'intraday_pullback_lookback_bars': 90, 'intraday_pullback_drop_pct': 2.0, 'intraday_pullback_min_atr_pct': 0.04, 'intraday_pullback_allow_active_spike': True, 'intraday_pullback_spike_drawdown_pct': 4.0, 'intraday_pullback_sl_pct': 0.8, 'intraday_pullback_tp_pct': 1.2, 'intraday_pullback_trail_pct': 0.7, 'intraday_pullback_cooldown': 180, 'shock_reversal_short_enabled': True, 'shock_reversal_rsi_trigger': 85.0, 'shock_reversal_max_current_rsi': 70.0, 'shock_reversal_bar_drop_pct': 0.8, 'shock_reversal_drop_pct': 0.8, 'shock_reversal_sl_pct': 0.7, 'shock_reversal_tp_pct': 1.0, 'shock_reversal_trail_pct': 0.6, 'shock_reversal_cooldown': 180, 'cascade_breakdown_short_enabled': True, 'cascade_breakdown_rsi_trigger': 85.0, 'cascade_breakdown_initial_drawdown_pct': 0.8, 'cascade_breakdown_rebound_min_pct': 1.0, 'cascade_breakdown_peak_reclaim_pct': 1.0, 'cascade_breakdown_rebound_rsi_fade_pts': 5.0, 'cascade_breakdown_break_pct': 0.4, 'cascade_breakdown_sl_pct': 0.8, 'cascade_breakdown_tp_pct': 1.0, 'cascade_breakdown_trail_pct': 0.6, 'cascade_breakdown_cooldown': 180, 'macro_bear_continuation_short_enabled': False, 'macro_bear_continuation_lookback_bars': 390, 'macro_bear_continuation_initial_break_pct': 1.0, 'macro_bear_continuation_rebound_min_pct': 0.5, 'macro_bear_continuation_slow_ema_buffer_pct': 0.25, 'macro_bear_continuation_rebound_rsi_fade_pts': 2.0, 'macro_bear_continuation_rebreak_pct': 0.1, 'macro_bear_continuation_min_atr_pct': 0.03, 'macro_bear_continuation_min_current_rsi': 28.0, 'macro_bear_continuation_max_current_rsi': 55.0, 'macro_bear_continuation_sl_pct': 0.8, 'macro_bear_continuation_tp_pct': 1.2, 'macro_bear_continuation_trail_pct': 0.6, 'macro_bear_continuation_cooldown': 120, 'shock_rebound_long_enabled': True, 'shock_rebound_rsi_trigger': 25.0, 'shock_rebound_rsi_reclaim_pts': 6.0, 'shock_rebound_max_current_rsi': 65.0, 'shock_rebound_lookback_bars': 90, 'shock_rebound_rebound_pct': 0.6, 'shock_rebound_bar_rise_pct': 0.25, 'shock_rebound_min_atr_pct': 0.04, 'shock_rebound_allow_active_spike': True, 'shock_rebound_sl_pct': 0.8, 'shock_rebound_tp_pct': 1.8, 'shock_rebound_trail_pct': 0.9, 'shock_rebound_cooldown': 180, 'rsi_flush_rebound_long_enabled': True, 'rsi_flush_drop_pct': 0.6, 'rsi_flush_rsi_trigger': 22.0, 'rsi_flush_sl_pct': 1.0, 'rsi_flush_tp_pct': 0.7, 'rsi_flush_cooldown': 0, 'rsi_flush_require_green_rebound_bar': False, 'rsi_flush_rebound_confirm_bars': 3, 'rsi_flush_trend_filter_bars': 780, 'rsi_spike_fade_short_enabled': False, 'rsi_spike_rise_pct': 0.6, 'rsi_spike_rsi_trigger': 85.0, 'rsi_spike_sl_pct': 1.0, 'rsi_spike_tp_pct': 0.5, 'rsi_spike_cooldown': 0, 'rsi_spike_require_red_reversal_bar': False, 'rsi_spike_reversal_confirm_bars': 3, 'rsi_spike_trend_filter_bars': 0, 'fair_gap_fade_short_enabled': False, 'fair_gap_fade_gap_pct': 3.0, 'fair_gap_fade_daily_rsi_trigger': 80.0, 'fair_gap_fade_bar_drop_pct': 0.1, 'fair_gap_fade_sl_pct': 1.0, 'fair_gap_fade_tp_pct': 0.6, 'fair_gap_fade_trail_pct': 0.6, 'fair_gap_fade_cooldown': 180, 'spike_gap_pct': 2.0, 'grad_spike_lookback': 1170, 'grad_spike_pct': 2.0, 'grad_spike_rearm_bars': 1950, 'rise_lookback': 1170, 'rise_pct': 5.0, 'spike_long_sl_pct': 20.0, 'spike_long_trail_pct': 20.0, 'spike_long_max': 0, 'spike_long_cooldown': 2000, 'spike_lockout_bars': 390, 'spike_long_min_rsi': 58.0, 'spike_long_min_peak_pct': 18.0, 'spike_long_min_atr_pct': 4.0, 'spike_profile_shock_gap_pct': 2.0, 'spike_profile_shock_peak_pct': 4.0, 'spike_rollover_watch_bars': 195, 'spike_rollover_watch_peak_pct': 20.0, 'spike_rollover_fast_ema_tol': 1.01, 'persistent_rollover_long_rsi_max': 24.0, 'persistent_spread_block_pct': 2.5, 'persistent_spread_deep_rsi_max': 24.0, 'persistent_prepeak_block_peak_pct': 12.0, 'persistent_prepeak_block_rsi_min': 55.0, 'spike_atr_mult': 4.5, 'spike_sl_pct': 8.0, 'spike_atr_trail': 3.0, 'spike_max_entries': 0, 'spike_cooldown': 195, 'spike_momentum_max': 6, 'spike_momo_atr_mult': 1.0, 'spike_momo_momentum_bars': 3, 'spike_momo_momentum_pct': 0.1, 'spike_momo_min_rsi': 45.0, 'spike_momo_max_rsi': 90.0, 'spike_momo_min_peak_pct': 0.75, 'spike_momo_min_atr_pct': 0.03, 'spike_momo_trail_pct': 3.0, 'spike_momo_sl_pct': 1.2, 'spike_momo_cooldown': 120, 'psshort_drop_pct': 3.0, 'psshort_sl_pct': 12.0, 'psshort_trail_pct': 8.0, 'psshort_max': 0, 'event_target_short_enabled': True, 'event_target_anchor_lookback': 3900, 'event_target_max_rise_bars': 10000, 'event_target_min_peak_pct': 5.0, 'event_target_completion_pct': 50.0, 'event_target_confirm_drop_pct': 2.5, 'event_target_persistent_confirm_drop_pct': 3.0, 'event_target_sl_pct': 1.5, 'event_target_profit_giveback_frac': 0.5, 'event_target_profit_giveback_min_pct': 5.0, 'spy_selloff_assist_ret_30': -0.18, 'spy_selloff_assist_ret_120': -0.35, 'spy_rebound_block_ret_30': 0.16, 'spy_rebound_block_ret_120': 0.05, 'dollar_strength_block_ret_30': 0.08, 'dollar_strength_block_ret_120': 0.15, 'rates_weakness_block_ret_30': -0.05, 'rates_weakness_block_ret_120': -0.1, 'long_rates_weakness_block_ret_30': -999.0, 'long_rates_weakness_block_ret_120': -999.0, 'gold_macro_score_enabled': True, 'gold_macro_block_score': 1.0, 'dollar_strength_weight': 0.7, 'rates_weakness_weight': 1.0, 'long_rates_weakness_weight': 0.0, 'gold_macro_regime_enabled': False, 'gold_macro_regime_fast_bars': 390, 'gold_macro_regime_slow_bars': 1950, 'gold_macro_regime_bullish_score': 1.0, 'gold_macro_regime_bearish_score': -1.0, 'gold_fair_value_regime_enabled': False, 'gold_fair_value_confidence_min': 0.65, 'gold_fair_value_bullish_slope_min': 1.0, 'gold_fair_value_bearish_slope_max': -1.0, 'gold_fair_value_undervalued_gap_pct': 2.5, 'gold_fair_value_overvalued_gap_pct': 2.5, 'gold_regime_dollar_weight': 0.8, 'gold_regime_rates_weight': 1.0, 'gold_regime_long_rates_weight': 0.0, 'gold_regime_peer_weight': 0.6, 'gold_regime_miners_weight': 0.35, 'gold_regime_riskoff_weight': 0.2, 'gold_peer_confirm_enabled': False, 'gold_peer_confirm_ret_30': 0.0, 'gold_peer_confirm_ret_120': 0.0, 'gold_miners_confirm_enabled': False, 'gold_miners_confirm_ret_30': 0.0, 'gold_miners_confirm_ret_120': 0.0, 'gold_riskoff_override_enabled': False, 'gold_riskoff_ret_30': 0.5, 'gold_riskoff_ret_120': 0.0, 'gold_context_assist_enabled': True, 'gold_context_assist_min_score': 0.5, 'gold_peer_strength_weight': 1.0, 'gold_miners_strength_weight': 0.0, 'gold_riskoff_strength_weight': 0.0, 'psshort_cooldown': 390, 'psshort_window': 1950, 'spike_reversal_atr_frac': 0.85, 'spike_reversal_ema_fast': 156, 'spike_reversal_ema_slow': 780, 'spike_reversal_min_bars': 390, 'spike_reversal_min_peak_pct': 18.0, 'decay_reentry_rsi': 52.0, 'decay_bounce_min_pct': 2.0, 'decay_bounce_fail_pct': 1.5, 'decay_bounce_cooldown': 195, 'decay_bounce_max': 0, 'spike_high_window': 1170, 'spike_ema_mult': 1.5, 'spike_ema_span': 1950, 'peak_drop_pct': 999.0, 'reversion_tp_pct': 15.0, 'reversion_sl_pct': 5.0, 'reversion_rsi_min': 40, 'decay_ema_period': 1950, 'decay_slope_lb': 780, 'decay_slope_min_pct': 999.0, 'decay_atr_trail': 4.5, 'decay_sl_pct': 12.0, 'decay_cooldown': 780, 'decay_max_entries': 0, 'decay_floor': 44.0, 'low_price_chop_price': 80.0, 'low_price_chop_bandwidth_pct': 6.0, 'gld_volatility_router_enabled': True, 'gld_volatility_calm_atr_pct_max': 0.029, 'gld_volatility_calm_bw_pct_max': 0.123, 'gld_volatility_expansion_atr_pct_min': 0.054, 'gld_volatility_expansion_bw_pct_min': 0.259, 'name': 'shock_rebound_only_in_expansion', 'gld_volatility_block_shock_rebound_long_in_expansion': True, 'gld_volatility_block_rsi_flush_long_in_expansion': False, 'gld_volatility_block_spike_momentum_long_in_calm': False, 'gld_volatility_block_shock_reversal_short_in_calm': False, 'gld_volatility_block_cascade_breakdown_short_in_calm': False, 'gld_volatility_block_intraday_pullback_short_in_calm': False, 'gld_volatility_block_event_target_short_in_calm': False}"
mid_manual__shock_rebound_only_in_expansion,93.474,-2.829,4.4558,64.1,39,151.1722,"{'bb_period': 20, 'bb_std': 1.8, 'rsi_period': 9, 'rsi_oversold': 30, 'rsi_overbought': 70, 'sl_band_mult': 0.2, 'require_cross': True, 'min_band_width_pct': 2.0, 'min_rr_ratio': 1.5, 'cooldown_bars': 3, 'min_atr_pct': 0.3, 'normal_long_enabled': False, 'normal_short_enabled': False, 'trend_bias_long_enabled': False, 'trend_bias_fast_ema': 156, 'trend_bias_slow_ema': 780, 'trend_bias_lookback_bars': 90, 'trend_bias_min_retrace_pct': 0.6, 'trend_bias_min_momentum_120': 0.3, 'trend_bias_min_atr_pct': 0.03, 'trend_bias_min_rsi': 46.0, 'trend_bias_max_rsi': 74.0, 'trend_bias_trail_pct': 3.0, 'trend_bias_sl_pct': 1.2, 'trend_bias_cooldown': 120, 'trend_context_score_enabled': False, 'trend_context_min_score': 1.1, 'trend_peer_strength_weight': 0.8, 'trend_miners_strength_weight': 0.4, 'trend_riskoff_strength_weight': 0.3, 'intraday_pullback_short_enabled': True, 'intraday_pullback_rsi_trigger': 85.0, 'intraday_pullback_rsi_fade_pts': 8.0, 'intraday_pullback_lookback_bars': 90, 'intraday_pullback_drop_pct': 2.0, 'intraday_pullback_min_atr_pct': 0.04, 'intraday_pullback_allow_active_spike': True, 'intraday_pullback_spike_drawdown_pct': 4.0, 'intraday_pullback_sl_pct': 0.8, 'intraday_pullback_tp_pct': 1.2, 'intraday_pullback_trail_pct': 0.7, 'intraday_pullback_cooldown': 180, 'shock_reversal_short_enabled': True, 'shock_reversal_rsi_trigger': 85.0, 'shock_reversal_max_current_rsi': 70.0, 'shock_reversal_bar_drop_pct': 0.8, 'shock_reversal_drop_pct': 0.8, 'shock_reversal_sl_pct': 0.7, 'shock_reversal_tp_pct': 1.0, 'shock_reversal_trail_pct': 0.6, 'shock_reversal_cooldown': 180, 'cascade_breakdown_short_enabled': True, 'cascade_breakdown_rsi_trigger': 85.0, 'cascade_breakdown_initial_drawdown_pct': 0.8, 'cascade_breakdown_rebound_min_pct': 1.0, 'cascade_breakdown_peak_reclaim_pct': 1.0, 'cascade_breakdown_rebound_rsi_fade_pts': 5.0, 'cascade_breakdown_break_pct': 0.4, 'cascade_breakdown_sl_pct': 0.8, 'cascade_breakdown_tp_pct': 1.0, 'cascade_breakdown_trail_pct': 0.6, 'cascade_breakdown_cooldown': 180, 'macro_bear_continuation_short_enabled': False, 'macro_bear_continuation_lookback_bars': 390, 'macro_bear_continuation_initial_break_pct': 1.0, 'macro_bear_continuation_rebound_min_pct': 0.5, 'macro_bear_continuation_slow_ema_buffer_pct': 0.25, 'macro_bear_continuation_rebound_rsi_fade_pts': 2.0, 'macro_bear_continuation_rebreak_pct': 0.1, 'macro_bear_continuation_min_atr_pct': 0.03, 'macro_bear_continuation_min_current_rsi': 28.0, 'macro_bear_continuation_max_current_rsi': 55.0, 'macro_bear_continuation_sl_pct': 0.8, 'macro_bear_continuation_tp_pct': 1.2, 'macro_bear_continuation_trail_pct': 0.6, 'macro_bear_continuation_cooldown': 120, 'shock_rebound_long_enabled': True, 'shock_rebound_rsi_trigger': 25.0, 'shock_rebound_rsi_reclaim_pts': 6.0, 'shock_rebound_max_current_rsi': 65.0, 'shock_rebound_lookback_bars': 90, 'shock_rebound_rebound_pct': 0.6, 'shock_rebound_bar_rise_pct': 0.25, 'shock_rebound_min_atr_pct': 0.04, 'shock_rebound_allow_active_spike': True, 'shock_rebound_sl_pct': 0.8, 'shock_rebound_tp_pct': 1.8, 'shock_rebound_trail_pct': 0.9, 'shock_rebound_cooldown': 180, 'rsi_flush_rebound_long_enabled': True, 'rsi_flush_drop_pct': 0.6, 'rsi_flush_rsi_trigger': 22.0, 'rsi_flush_sl_pct': 1.0, 'rsi_flush_tp_pct': 0.7, 'rsi_flush_cooldown': 0, 'rsi_flush_require_green_rebound_bar': False, 'rsi_flush_rebound_confirm_bars': 3, 'rsi_flush_trend_filter_bars': 780, 'rsi_spike_fade_short_enabled': False, 'rsi_spike_rise_pct': 0.6, 'rsi_spike_rsi_trigger': 85.0, 'rsi_spike_sl_pct': 1.0, 'rsi_spike_tp_pct': 0.5, 'rsi_spike_cooldown': 0, 'rsi_spike_require_red_reversal_bar': False, 'rsi_spike_reversal_confirm_bars': 3, 'rsi_spike_trend_filter_bars': 0, 'fair_gap_fade_short_enabled': False, 'fair_gap_fade_gap_pct': 3.0, 'fair_gap_fade_daily_rsi_trigger': 80.0, 'fair_gap_fade_bar_drop_pct': 0.1, 'fair_gap_fade_sl_pct': 1.0, 'fair_gap_fade_tp_pct': 0.6, 'fair_gap_fade_trail_pct': 0.6, 'fair_gap_fade_cooldown': 180, 'spike_gap_pct': 2.0, 'grad_spike_lookback': 1170, 'grad_spike_pct': 2.0, 'grad_spike_rearm_bars': 1950, 'rise_lookback': 1170, 'rise_pct': 5.0, 'spike_long_sl_pct': 20.0, 'spike_long_trail_pct': 20.0, 'spike_long_max': 0, 'spike_long_cooldown': 2000, 'spike_lockout_bars': 390, 'spike_long_min_rsi': 58.0, 'spike_long_min_peak_pct': 18.0, 'spike_long_min_atr_pct': 4.0, 'spike_profile_shock_gap_pct': 2.0, 'spike_profile_shock_peak_pct': 4.0, 'spike_rollover_watch_bars': 195, 'spike_rollover_watch_peak_pct': 20.0, 'spike_rollover_fast_ema_tol': 1.01, 'persistent_rollover_long_rsi_max': 24.0, 'persistent_spread_block_pct': 2.5, 'persistent_spread_deep_rsi_max': 24.0, 'persistent_prepeak_block_peak_pct': 12.0, 'persistent_prepeak_block_rsi_min': 55.0, 'spike_atr_mult': 4.5, 'spike_sl_pct': 8.0, 'spike_atr_trail': 3.0, 'spike_max_entries': 0, 'spike_cooldown': 195, 'spike_momentum_max': 6, 'spike_momo_atr_mult': 1.0, 'spike_momo_momentum_bars': 3, 'spike_momo_momentum_pct': 0.1, 'spike_momo_min_rsi': 45.0, 'spike_momo_max_rsi': 90.0, 'spike_momo_min_peak_pct': 0.75, 'spike_momo_min_atr_pct': 0.03, 'spike_momo_trail_pct': 3.0, 'spike_momo_sl_pct': 1.2, 'spike_momo_cooldown': 120, 'psshort_drop_pct': 3.0, 'psshort_sl_pct': 12.0, 'psshort_trail_pct': 8.0, 'psshort_max': 0, 'event_target_short_enabled': True, 'event_target_anchor_lookback': 3900, 'event_target_max_rise_bars': 10000, 'event_target_min_peak_pct': 5.0, 'event_target_completion_pct': 50.0, 'event_target_confirm_drop_pct': 2.5, 'event_target_persistent_confirm_drop_pct': 3.0, 'event_target_sl_pct': 1.5, 'event_target_profit_giveback_frac': 0.5, 'event_target_profit_giveback_min_pct': 5.0, 'spy_selloff_assist_ret_30': -0.18, 'spy_selloff_assist_ret_120': -0.35, 'spy_rebound_block_ret_30': 0.16, 'spy_rebound_block_ret_120': 0.05, 'dollar_strength_block_ret_30': 0.08, 'dollar_strength_block_ret_120': 0.15, 'rates_weakness_block_ret_30': -0.05, 'rates_weakness_block_ret_120': -0.1, 'long_rates_weakness_block_ret_30': -999.0, 'long_rates_weakness_block_ret_120': -999.0, 'gold_macro_score_enabled': True, 'gold_macro_block_score': 1.0, 'dollar_strength_weight': 0.7, 'rates_weakness_weight': 1.0, 'long_rates_weakness_weight': 0.0, 'gold_macro_regime_enabled': False, 'gold_macro_regime_fast_bars': 390, 'gold_macro_regime_slow_bars': 1950, 'gold_macro_regime_bullish_score': 1.0, 'gold_macro_regime_bearish_score': -1.0, 'gold_fair_value_regime_enabled': False, 'gold_fair_value_confidence_min': 0.65, 'gold_fair_value_bullish_slope_min': 1.0, 'gold_fair_value_bearish_slope_max': -1.0, 'gold_fair_value_undervalued_gap_pct': 2.5, 'gold_fair_value_overvalued_gap_pct': 2.5, 'gold_regime_dollar_weight': 0.8, 'gold_regime_rates_weight': 1.0, 'gold_regime_long_rates_weight': 0.0, 'gold_regime_peer_weight': 0.6, 'gold_regime_miners_weight': 0.35, 'gold_regime_riskoff_weight': 0.2, 'gold_peer_confirm_enabled': False, 'gold_peer_confirm_ret_30': 0.0, 'gold_peer_confirm_ret_120': 0.0, 'gold_miners_confirm_enabled': False, 'gold_miners_confirm_ret_30': 0.0, 'gold_miners_confirm_ret_120': 0.0, 'gold_riskoff_override_enabled': False, 'gold_riskoff_ret_30': 0.5, 'gold_riskoff_ret_120': 0.0, 'gold_context_assist_enabled': True, 'gold_context_assist_min_score': 0.5, 'gold_peer_strength_weight': 1.0, 'gold_miners_strength_weight': 0.0, 'gold_riskoff_strength_weight': 0.0, 'psshort_cooldown': 390, 'psshort_window': 1950, 'spike_reversal_atr_frac': 0.85, 'spike_reversal_ema_fast': 156, 'spike_reversal_ema_slow': 780, 'spike_reversal_min_bars': 390, 'spike_reversal_min_peak_pct': 18.0, 'decay_reentry_rsi': 52.0, 'decay_bounce_min_pct': 2.0, 'decay_bounce_fail_pct': 1.5, 'decay_bounce_cooldown': 195, 'decay_bounce_max': 0, 'spike_high_window': 1170, 'spike_ema_mult': 1.5, 'spike_ema_span': 1950, 'peak_drop_pct': 999.0, 'reversion_tp_pct': 15.0, 'reversion_sl_pct': 5.0, 'reversion_rsi_min': 40, 'decay_ema_period': 1950, 'decay_slope_lb': 780, 'decay_slope_min_pct': 999.0, 'decay_atr_trail': 4.5, 'decay_sl_pct': 12.0, 'decay_cooldown': 780, 'decay_max_entries': 0, 'decay_floor': 44.0, 'low_price_chop_price': 80.0, 'low_price_chop_bandwidth_pct': 6.0, 'gld_volatility_router_enabled': True, 'gld_volatility_calm_atr_pct_max': 0.03, 'gld_volatility_calm_bw_pct_max': 0.15, 'gld_volatility_expansion_atr_pct_min': 0.055, 'gld_volatility_expansion_bw_pct_min': 0.26, 'name': 'shock_rebound_only_in_expansion', 'gld_volatility_block_shock_rebound_long_in_expansion': True, 'gld_volatility_block_rsi_flush_long_in_expansion': False, 'gld_volatility_block_spike_momentum_long_in_calm': False, 'gld_volatility_block_shock_reversal_short_in_calm': False, 'gld_volatility_block_cascade_breakdown_short_in_calm': False, 'gld_volatility_block_intraday_pullback_short_in_calm': False, 'gld_volatility_block_event_target_short_in_calm': False}"
