label,events,total_trades,win_rate_pct,mean_event_return_pct,median_event_return_pct,compounded_event_return_pct,max_drawdown_pct,branch_counts,params
wb_open0.25_wb_mom0.25_wr_modeema_turn_wr_open0.0_wr_mom0.0,13,19,69.23076923076923,1.7028461538461537,0.598,24.10740777169358,-0.7070000000000132,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': 0.25, 'wave_best_long_momentum_min': 0.25, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.0, 'wave_robust_long_momentum_min': 0.0}"
wb_open0.25_wb_mom0.25_wr_modeema_turn_wr_open0.25_wr_mom0.0,13,19,69.23076923076923,1.7028461538461537,0.598,24.10740777169358,-0.7070000000000132,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': 0.25, 'wave_best_long_momentum_min': 0.25, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.25, 'wave_robust_long_momentum_min': 0.0}"
wb_open0.25_wb_mom0.5_wr_modeema_turn_wr_open0.0_wr_mom0.0,13,19,69.23076923076923,1.7028461538461537,0.598,24.10740777169358,-0.7070000000000132,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': 0.25, 'wave_best_long_momentum_min': 0.5, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.0, 'wave_robust_long_momentum_min': 0.0}"
wb_open0.25_wb_mom0.5_wr_modeema_turn_wr_open0.25_wr_mom0.0,13,19,69.23076923076923,1.7028461538461537,0.598,24.10740777169358,-0.7070000000000132,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': 0.25, 'wave_best_long_momentum_min': 0.5, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.25, 'wave_robust_long_momentum_min': 0.0}"
wb_open0.25_wb_mom0.0_wr_modeema_turn_wr_open0.0_wr_mom0.25,13,19,69.23076923076923,1.6489230769230767,0.598,23.23554132794783,-1.737474345622314,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': 0.25, 'wave_best_long_momentum_min': 0.0, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.0, 'wave_robust_long_momentum_min': 0.25}"
wb_open0.25_wb_mom0.0_wr_modeema_turn_wr_open0.0_wr_mom0.5,13,19,69.23076923076923,1.6489230769230767,0.598,23.23554132794783,-1.737474345622314,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': 0.25, 'wave_best_long_momentum_min': 0.0, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.0, 'wave_robust_long_momentum_min': 0.5}"
wb_open0.25_wb_mom0.0_wr_modeema_turn_wr_open0.25_wr_mom0.25,13,19,69.23076923076923,1.6489230769230767,0.598,23.23554132794783,-1.737474345622314,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': 0.25, 'wave_best_long_momentum_min': 0.0, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.25, 'wave_robust_long_momentum_min': 0.25}"
wb_open0.25_wb_mom0.0_wr_modeema_turn_wr_open0.25_wr_mom0.5,13,19,69.23076923076923,1.6489230769230767,0.598,23.23554132794783,-1.737474345622314,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': 0.25, 'wave_best_long_momentum_min': 0.0, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.25, 'wave_robust_long_momentum_min': 0.5}"
wb_openNone_wb_mom0.5_wr_modeema_turn_wr_open0.0_wr_mom0.25,13,19,61.53846153846154,1.627,0.805,22.87720504053432,-1.737474345622303,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': None, 'wave_best_long_momentum_min': 0.5, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.0, 'wave_robust_long_momentum_min': 0.25}"
wb_openNone_wb_mom0.5_wr_modeema_turn_wr_open0.0_wr_mom0.5,13,19,61.53846153846154,1.627,0.805,22.87720504053432,-1.737474345622303,"{'failed_reclaim': 5, 'wave_best': 5, 'wave_robust': 2, 'short_only': 1}","{'wave_best_long_entry_min_close_from_open_pct': None, 'wave_best_long_momentum_min': 0.5, 'wave_robust_long_entry_mode': 'ema_turn', 'wave_robust_long_entry_min_close_from_open_pct': 0.0, 'wave_robust_long_momentum_min': 0.5}"
