symbol,event_time_et,reaction_date,timing,surprise_pct,eps_estimate,reported_eps,prev_close,open_px,close_px,gap_pct,open_to_close_pct,confirm5_close_from_open_pct,confirm15_close_from_open_pct,confirm30_close_from_open_pct,open_to_30m_pct,open_to_60m_pct,first30_high_from_open_pct,first30_low_from_open_pct,afterhours_high_from_prev_close_pct,afterhours_low_from_prev_close_pct,entry5_close,entry15_close,entry30_close,late_equilibrium_px,session_peak_px,session_peak_time,session_trough_px,session_trough_time,peak_vs_equilibrium_pct,trough_vs_equilibrium_pct,peak_vs_prev_close_pct,trough_vs_prev_close_pct,close_vs_prev_close_pct,close_vs_peak_pct,close_vs_trough_pct,overshoot_dump_label,overshoot_rebound_label,session_close_px,failed_reclaim_return_pct,wave_best_return_pct,wave_robust_return_pct,short_only_return_pct
CMCSA,2024-04-25T07:00:00,2024-04-25,bmo,5.31,0.99,1.04,34.96,35.67,32.54,2.030892448512578,-8.774880852256805,-0.420521446593769,-0.420521446593769,-0.1962433417437625,-0.1962433417437625,0.5046257359125228,0.0,-0.420521446593769,,,35.52,35.52,35.6,32.75,36.24,2024-04-25T12:00:00,32.29,2024-04-25T14:24:00,10.656488549618338,-1.4045801526717638,3.661327231121292,-7.63729977116705,-6.922196796338676,-10.209713024282562,0.7742335088262609,True,False,32.54,,,,
HON,2024-04-25T06:00:00,2024-04-25,bmo,3.32,2.18,2.25,175.99,178.94,172.9,1.676231604068401,-3.37543310606907,0.0,0.0,0.0,0.0,0.0,,,,,178.94,178.94,178.94,172.71,183.54,2024-04-25T12:00:00,172.06,2024-04-25T15:36:00,6.270627062706269,-0.376353424816167,4.290016478208969,-2.233081425080974,-1.755781578498783,-5.797101449275354,0.4882017900732283,True,False,172.9,,,,
KDP,2024-04-25T07:00:00,2024-04-25,bmo,9.96,0.35,0.38,30.08,30.68,31.68,1.994680851063824,3.25945241199479,0.0,0.0,0.0,0.0,0.0,,,,,30.68,30.68,30.68,31.72,32.49,2024-04-25T13:30:00,30.68,2024-04-25T10:31:00,2.427490542244648,-3.2786885245901565,8.011968085106403,1.994680851063824,5.319148936170226,-2.493074792243777,3.25945241199479,False,False,31.68,,,,
LRCX,2024-04-24T16:00:00,2024-04-25,amc,6.78,0.73,0.78,87.38,86.25,88.13,-1.2932021057450171,2.179710144927527,0.0,-0.1623188405797115,-0.1623188405797115,-0.1623188405797115,0.1855072463768037,0.0,0.0,0.9040970473792598,-4.818036163881889,86.25,86.11,86.11,88.28,89.72,2024-04-25T13:30:00,85.9,2024-04-25T13:16:00,1.6311735387403603,-2.695967376529218,2.6779583428702347,-1.6937514305332857,0.8583199816891707,-1.7721801159161887,2.596041909196733,False,False,88.13,,,,
META,2024-04-24T16:00:00,2024-04-25,amc,8.92,4.32,4.71,483.09,427.04,427.22,-11.602392928853831,0.0421506182090691,0.4332146871487419,0.2201198950917859,-0.1592356687898144,-0.1592356687898144,-0.3910640689396838,0.6439677781940878,-0.1592356687898144,2.2480283177047866,-17.959386449729863,428.89,427.98,426.36,428.23,442.77,2024-04-25T14:28:00,410.38,2024-04-25T12:32:00,3.395371646078038,-4.168320762207234,-8.346270881202255,-15.05102568879505,-11.565132790991315,-3.511981389886387,4.103513816462789,True,False,427.22,,,,
TEAM,2024-04-24T20:00:00,2024-04-25,amc,41.87,0.63,0.89,199.765,195.0,197.52,-2.385302730708572,1.2923076923077037,0.0,0.0,0.0,0.0,0.0,,,-0.3779440842990533,-2.319225089480126,195.0,195.0,195.0,196.86855,197.81,2024-04-25T15:56:00,191.83,2024-04-25T13:33:00,0.4782124925489572,-2.5593473411573253,-0.9786499136485328,-3.972167296573459,-1.123820489074656,-0.1466053283453727,2.966167961215649,False,False,197.52,,,,
XEL,2024-04-25T06:00:00,2024-04-25,bmo,13.61,0.77,0.88,51.45,51.27,51.39,-0.3498542274052441,0.2340550029256816,0.0,0.0,0.0,0.0,0.0,,,,,51.27,51.27,51.27,51.11,51.58,2024-04-25T13:30:00,50.34,2024-04-25T13:46:00,0.9195852083740964,-1.506554490315004,0.2526724975704386,-2.157434402332359,-0.1166180758017554,-0.3683598293912293,2.0858164481525554,False,False,51.39,,,,
DXCM,2024-04-25T16:00:00,2024-04-26,amc,18.61,0.27,0.32,136.46,131.0,128.18,-4.001172504763306,-2.1526717557251884,0.0,0.0,0.0,0.0,0.0,,,1.8027260735746564,-10.603839953099817,131.0,131.0,131.0,128.7,138.805,2024-04-26T13:30:00,127.05,2024-04-26T15:29:00,7.85159285159287,-1.2820512820512775,1.7184522937124358,-6.895793639161663,-6.067712150080606,-7.654623392529092,0.889413616686352,True,False,128.18,,,,
GILD,2024-04-25T16:00:00,2024-04-26,amc,13.11,-1.52,-1.32,61.66,61.32,61.67,-0.5514109633473874,0.5707762557077611,0.0,0.0,0.0,0.0,0.0,,,3.2273759325332607,-2.546221213104105,61.32,61.32,61.32,61.53,62.29,2024-04-26T13:35:00,60.68,2024-04-26T14:00:00,1.2351698358524343,-1.3814399479928463,1.021732079143689,-1.589361012001289,0.0162179695102349,-0.9953443570396514,1.6315095583388397,False,False,61.67,,,,
GOOG,2024-04-25T16:00:00,2024-04-26,amc,25.58,1.51,1.89,156.34,174.21,172.05,11.43021619547142,-1.239882899948341,0.1033235749956729,0.4305148958154037,0.3214511222088267,0.3214511222088267,0.2640491361000974,0.528098272200217,-0.0287009930543646,16.508890878853787,-1.196111040040937,174.39,174.96,174.77,171.87,176.02,2024-04-26T12:30:00,170.0,2024-04-26T14:32:00,2.4146156979112154,-1.0880316518298794,12.587949341179485,8.73736727644876,10.0486119994883,-2.255425519827292,1.20588235294119,False,False,172.05,,,,
GOOGL,2024-04-25T16:00:00,2024-04-26,amc,25.58,1.51,1.89,154.65,172.28,170.41,11.39993533785968,-1.085442303227302,0.0580450429533252,0.4585558393313205,0.3598792663106698,0.3598792663106698,0.2263756675179751,0.5166008822846457,-0.0174135128859997,16.6311024894924,-1.3061752344002642,172.38,173.07,172.9,170.15,174.31,2024-04-26T12:30:00,168.26,2024-04-26T14:32:00,2.444901557449297,-1.1107846018219347,12.71257678629163,8.800517297122523,10.190753313934684,-2.237393150134825,1.2777843813146283,False,False,170.41,,,,
INTC,2024-04-25T16:00:00,2024-04-26,amc,31.74,0.14,0.18,34.35,32.28,31.69,-6.026200873362441,-1.827757125154894,-0.2168525402726162,-0.4027261462205778,-0.2788104089219478,-0.2788104089219478,0.0619578686493094,0.0,-0.6505576208178487,1.6885007278020223,-8.35516739446871,32.21,32.15,32.19,31.39,32.31,2024-04-26T10:22:00,30.32,2024-04-26T13:40:00,2.9308697037273124,-3.408728894552404,-5.938864628820961,-11.732168850072789,-7.743813682678313,-1.9189105540080464,4.518469656992097,False,False,31.69,,,,
KLAC,2024-04-25T16:00:00,2024-04-26,amc,4.01,5.06,5.26,651.88,671.85,690.98,3.063447260231955,2.8473617622981395,0.0,0.0,0.0,0.0,0.0,,,3.966987789163645,-0.0444867153463812,671.85,671.85,671.85,692.38,694.79,2024-04-26T15:03:00,667.74,2024-04-26T13:32:00,0.3480747566365183,-3.558739420549406,6.582499846597534,2.432963122046994,5.998036448426092,-0.5483671325148487,3.4803965615359367,False,False,690.98,,,,
MSFT,2024-04-25T16:00:00,2024-04-26,amc,3.4,2.84,2.94,387.32,408.04,403.59,5.349581741195908,-1.0905793549652154,0.2842858543280036,0.2524262327222804,0.1641995882756486,0.1641995882756486,0.2328203117341498,0.3063425154396615,0.0,7.815243209749045,-0.1600743571207319,409.2,409.07,408.71,403.06,411.24,2024-04-26T12:05:00,399.63,2024-04-26T13:42:00,2.029474519922592,-0.8509899270580101,6.175771971496435,3.178250542187344,4.200660952184232,-1.8602276043186536,0.99091659785302,False,False,403.59,,,,
ROP,2024-04-26T06:00:00,2024-04-26,bmo,1.63,4.34,4.41,532.8,533.76,528.17,0.1801801801801783,-1.0472871702637998,0.0,0.0,0.0,0.0,0.0,,,,,533.76,533.76,533.76,527.72,533.76,2024-04-26T11:16:00,519.92,2024-04-26T13:30:00,1.1445463503372943,-1.4780565451375849,0.1801801801801783,-2.4174174174174112,-0.8689939939939939,-1.0472871702637998,1.5867825819356751,False,False,528.17,,,,
WDC,2024-04-25T16:00:00,2024-04-26,amc,311.6,0.15,0.63,46.59,46.99,46.85,0.8585533376261001,-0.2979357310065933,1.0427750585230822,1.0427750585230822,1.0427750585230822,1.0427750585230822,1.0427750585230822,0.0,-0.0212811236433352,2.468340845675044,-11.1611933891393,47.48,47.48,47.48,47.0,48.62,2024-04-26T13:28:00,45.44,2024-04-26T13:55:00,3.4468085106382995,-3.319148936170213,4.357158188452437,-2.4683408456750544,0.5580596694569673,-3.6404771698889222,3.1029929577464976,True,False,46.85,,,,
AEP,2024-04-30T06:00:00,2024-04-30,bmo,1.06,1.26,1.27,80.26,81.01,81.5,0.9344629952653838,0.60486359708678,0.0123441550425651,0.0123441550425651,0.0123441550425651,0.0123441550425651,0.0123441550425651,,,,,81.02,81.02,81.02,81.29,82.28,2024-04-30T13:58:00,80.69,2024-04-30T13:31:00,1.2178619756427531,-0.7380981670562337,2.516820333914782,0.535758783952156,1.5449788188387714,-0.9479824987846386,1.00384186392366,False,False,81.5,,,,
NXPI,2024-04-29T16:00:00,2024-04-30,amc,2.01,3.18,3.24,237.47,248.22,246.04,4.526887606855601,-0.8782531625171286,0.0,0.0,0.3061800016114668,0.3061800016114668,0.3061800016114668,0.0,0.0,7.179854297384947,-0.3747841832652532,248.22,248.22,248.98,247.91,253.21,2024-04-30T13:43:00,244.78,2024-04-30T15:50:00,2.137872615061931,-1.262554959461093,6.628205668084397,3.078283572661822,3.6088769107676777,-2.8316417203112065,0.5147479369229435,False,False,246.04,,,,
PCAR,2024-04-30T08:00:00,2024-04-30,bmo,4.01,2.18,2.27,106.0,106.32,98.87,0.3018867924528212,-7.007148231753191,0.0,0.0,0.0,0.0,0.0,,,,,106.32,106.32,106.32,98.46,106.49,2024-04-30T12:00:00,97.64,2024-04-30T15:13:00,8.155596181190328,-0.8328255128986273,0.4622641509433922,-7.886792452830194,-6.726415094339622,-7.155601464926276,1.2597296190085985,True,False,98.87,,,,
ADP,2024-05-01T06:00:00,2024-05-01,bmo,3.45,2.78,2.88,232.13,234.91,241.24,1.1976047904191711,2.6946490145161928,0.0,0.0,0.0,0.0,0.0,,,,,234.91,234.91,234.91,240.42,241.44,2024-05-01T16:00:00,230.99,2024-05-01T12:30:00,0.4242575492887424,-3.922302637051822,4.010683668633952,-0.4911041226898671,3.9245250506182,-0.0828363154406819,4.437421533399721,False,False,241.24,,,,
AMD,2024-04-30T16:00:00,2024-05-01,amc,2.04,0.61,0.62,160.7599,148.4,142.176,-7.688422299342057,-4.194070080862544,-0.2021563342318177,0.0673854447439392,-0.0673854447439281,-0.0673854447439281,-0.4919137466307455,0.2358490566037652,-0.2695417789757459,0.199116819555134,-10.48762782260998,148.1,148.5,148.3,144.73,158.38,2024-05-01T12:06:00,142.14,2024-05-01T16:00:00,9.431354936778824,-1.7895391418503492,-1.4804064944056283,-11.582428205043673,-11.560034560857524,-10.231089784063652,0.0253271422541168,True,False,142.176,,,,
AMZN,2024-04-30T16:00:00,2024-05-01,amc,18.16,0.83,0.98,179.19,179.5,176.67,0.1730007254869159,-1.5766016713091968,-0.2618384401114171,-0.278551532033422,-0.278551532033422,-0.278551532033422,-0.9025069637883076,0.0055710306406719,-0.278551532033422,4.040404040404044,-7.740387298398355,179.03,179.0,179.0,178.66,182.4,2024-05-01T13:18:00,175.0,2024-05-01T12:07:00,2.0933616926004817,-2.0485839023844155,1.7913946090741817,-2.338300128355375,-1.406328478151686,-3.141447368421057,0.9542857142857076,False,False,176.67,,,,
FANG,2024-04-30T16:00:00,2024-05-01,amc,2.12,4.41,4.5,191.49,188.89,182.99,-1.357773251866945,-3.123511038170357,-0.1058817301074599,-0.1058817301074599,-0.1058817301074599,-0.1058817301074599,-0.1058817301074599,,,0.1305551203718113,-2.19854822706147,188.69,188.69,188.69,183.49,191.52,2024-05-01T13:30:00,182.33,2024-05-01T15:35:00,4.376260286664113,-0.6321870401656771,0.0156666144446093,-4.783539610423516,-4.438874092641909,-4.453842940685049,0.3619810234190668,True,False,182.99,,,,
IDXX,2024-05-01T06:00:00,2024-05-01,bmo,4.79,2.68,2.81,499.125,476.01,473.41,-4.631104432757327,-0.5462070124577112,0.0,0.0,0.0,0.0,0.0,,,,,476.01,476.01,476.01,473.845,492.76,2024-05-01T13:19:00,462.0,2024-05-01T13:33:00,3.991811668372569,-2.499762580590703,-1.2752316553969467,-7.438016528925617,-5.152016028049077,-3.926860946505395,2.469696969696966,True,False,473.41,,,,
KHC,2024-05-01T07:00:00,2024-05-01,bmo,0.51,0.69,0.69,34.47,34.03,32.3,-1.2764722947490537,-5.083749632677059,-0.4995592124595993,-0.4995592124595993,-0.4995592124595993,-0.4995592124595993,-0.4995592124595993,,,0.9573542210617793,0.9573542210617793,33.86,33.86,33.86,32.37,34.92,2024-05-01T12:04:00,32.12,2024-05-01T14:55:00,7.877664504170534,-0.7723200494284876,1.3054830287206445,-6.817522483318827,-6.295329271830585,-7.5028636884307165,0.5603985056039873,True,False,32.3,,,,
MDLZ,2024-04-30T16:00:00,2024-05-01,amc,6.99,0.89,0.95,68.12,66.83,66.76,-1.893716970052861,-0.1047433787221163,0.0,0.0,0.0,0.0,0.0,,,0.6605989430416681,-2.3781561949500984,66.83,66.83,66.83,66.64,67.72,2024-05-01T12:30:00,65.41,2024-05-01T13:54:00,1.6206482593037252,-1.8457382953181332,-0.5871990604815136,-3.978273634762197,-1.9964768056371152,-1.4176018901358445,2.063904601742861,False,False,66.76,,,,
VRSK,2024-05-01T07:00:00,2024-05-01,bmo,7.52,1.52,1.63,216.62,215.01,229.89,-0.7432370048933712,6.920608343797952,0.0,0.0,0.0,0.0,0.0,,,,,215.01,215.01,215.01,229.01,230.7,2024-05-01T15:52:00,215.01,2024-05-01T12:30:00,0.7379590410899084,-6.113270162874985,6.499861508632621,-0.7432370048933712,6.125934816729739,-0.3511053315994772,6.920608343797952,False,False,229.89,,,,
ALNY,2024-05-02T08:00:00,2024-05-02,bmo,74.5,-0.63,-0.16,146.27,150.8001,153.505,3.097080741095226,1.7936990757963844,0.0,0.0,0.0,0.0,0.0,,,,,150.8001,150.8001,150.8001,151.36,153.74,2024-05-02T15:41:00,147.285,2024-05-02T13:36:00,1.572410147991543,-2.692256871035948,5.106993915362001,0.6939221986736799,4.946332125521291,-0.1528554702744933,4.223104864718064,False,False,153.505,,,,
CTSH,2024-05-01T16:00:00,2024-05-02,amc,1.05,1.11,1.12,63.54,65.74,64.03,3.462385898646514,-2.601156069364152,0.0,0.0,0.0,0.0,0.0,,,4.2807680201448095,-2.014479068303432,65.74,65.74,65.74,64.2,65.82,2024-05-02T13:20:00,63.42,2024-05-02T14:08:00,2.5233644859812943,-1.2149532710280408,3.588290840415476,-0.1888574126534425,0.7711677683349016,-2.7195381343056657,0.9618416903185212,False,False,64.03,,,,
LIN,2024-05-02T06:00:00,2024-05-02,bmo,2.15,3.67,3.75,434.41,419.22,405.36,-3.496696669045374,-3.306139974237876,0.0,0.0,0.0,0.0,-2.733648203807082,,,,,419.22,419.22,419.22,405.87,419.22,2024-05-02T10:26:00,403.04,2024-05-02T13:43:00,3.289230541799104,-0.6972675979993515,-3.496696669045374,-7.221288644368229,-6.68723095693009,-3.306139974237876,0.5756252481143198,True,False,405.36,,,,
MPWR,2024-05-01T16:00:00,2024-05-02,amc,6.41,2.64,2.81,637.71,669.72,695.72,5.019522980665192,3.882219434987766,0.0,0.0,0.0,0.0,0.0,,,6.06388483793574,0.0,669.72,669.72,669.72,690.27,700.79,2024-05-02T15:55:00,661.2,2024-05-02T13:31:00,1.5240413171657474,-4.211395540875296,9.891643537030935,3.683492496589369,9.096611312352,-0.7234692275860044,5.220810647307927,False,False,695.72,,,,
QCOM,2024-05-01T16:00:00,2024-05-02,amc,5.31,2.32,2.44,157.17,164.92,170.87,4.930966469428011,3.607809847198662,-0.1030802813485221,-0.0970167353868567,-0.090953189425158,-0.090953189425158,0.3698763036623864,0.0,-0.2000970167353788,5.910797225933706,-0.1717885092574755,164.75,164.76,164.77,172.27,174.04,2024-05-02T15:19:00,163.99,2024-05-02T12:02:00,1.0274568990537911,-4.806408544726304,10.733600559903287,4.339250493096669,8.716676210472741,-1.8214203631349069,4.195377766937014,False,False,170.87,,,,
TRI,2024-05-02T06:00:00,2024-05-02,bmo,16.62,0.95,1.11,146.79,150.41,157.54,2.466108045507198,4.740376304766958,-0.2061033175985605,-0.2061033175985605,-0.2061033175985605,-0.2061033175985605,-0.2061033175985605,,,,,150.1,150.1,150.1,155.95,157.55,2024-05-02T16:00:00,149.32,2024-05-02T13:33:00,1.025969862135323,-4.251362616223142,7.33019960487773,1.7235506505892673,7.323387151713323,-0.0063471913678281,5.504955799624955,False,False,157.54,,,,
AAPL,2024-05-02T16:00:00,2024-05-03,amc,1.46,1.51,1.53,170.62,181.55,183.06,6.406048528894615,0.8317267970256115,0.0220324979344432,0.0110162489672216,-0.033048746901676,-0.033048746901676,0.1101624896722608,0.1432112365739479,-0.0440649958689087,8.404641894267971,-0.14066346266558,181.59,181.57,181.49,182.96,185.35,2024-05-03T13:29:00,180.07,2024-05-03T12:02:00,1.3062964582422287,-1.5795802361171951,8.633220021099518,5.538623842456913,7.29105614816552,-1.2355004046398663,1.6604653745765583,False,False,183.06,,,,
AMGN,2024-05-02T16:00:00,2024-05-03,amc,1.83,3.89,3.96,259.87,298.48,296.16,14.85742871435718,-0.7772715089788274,0.0,0.1876172607879977,0.1340123291342809,0.1340123291342809,0.0871080139372759,0.4924953095684747,-0.2311712677566357,16.22349636356639,-1.5199907646130772,298.48,299.04,298.88,295.17,303.53,2024-05-03T13:31:00,291.68,2024-05-03T13:26:00,2.832266151709173,-1.1823694819934285,16.800708046330847,12.240735752491627,13.96467464501483,-2.4280960695812426,1.5359297860669363,False,False,296.16,,,,
BKNG,2024-05-02T16:00:00,2024-05-03,amc,44.24,0.57,0.82,133.95,139.75,142.88,4.329973870847348,2.239713774597485,0.0,0.0,0.0,0.0,0.0,,,15.26689063083242,0.0,139.75,139.75,139.75,143.86,147.56,2024-05-03T13:43:00,139.75,2024-05-03T11:00:00,2.571944946475724,-2.8569442513554977,10.160507652109008,4.329973870847348,6.666666666666665,-3.1715912171320197,2.239713774597485,False,False,142.88,,,,
FTNT,2024-05-02T16:00:00,2024-05-03,amc,11.75,0.38,0.43,64.56,60.01,59.76,-7.047707558859983,-0.4165972337943691,0.1499750041659808,-0.183302782869521,-0.183302782869521,-0.183302782869521,-0.5165805699050119,0.1499750041659808,-0.8498583569405027,1.2701363073110097,-11.802973977695174,60.1,59.9,59.9,60.03,62.49,2024-05-03T13:39:00,59.12,2024-05-03T11:03:00,4.097951024487756,-1.5159087123105208,-3.206319702602234,-8.426270136307323,-7.434944237918217,-4.368698991838704,1.0825439783491264,True,False,59.76,,,,
MELI,2024-05-02T16:00:00,2024-05-03,amc,18.6,5.72,6.78,1478.8501,1570.5,1663.05,6.19737592065619,5.893027698185294,0.0,0.0,0.0,0.0,0.0,,,10.828676956508287,0.0926327827275974,1570.5,1570.5,1570.5,1667.22,1680.0,2024-05-03T14:37:00,1570.0,2024-05-03T11:59:00,0.7665455068917026,-5.83126402034525,13.601777489145109,6.1635658678320215,12.455616698406402,-1.008928571428569,5.926751592356694,False,False,1663.05,,,,
AXON,2024-05-06T16:00:00,2024-05-07,amc,21.64,0.95,1.15,324.76,322.0863,315.745,-0.8232848873013898,-1.9688201578272668,0.0,0.0,0.0,0.0,0.0,,,6.051114669294266,-3.3039783224535046,322.0863,322.0863,322.0863,314.845,323.99,2024-05-07T13:12:00,304.86,2024-05-07T13:30:00,2.9046038526894025,-3.1714018008861533,-0.2370981647986103,-6.12760192141889,-2.775896046311121,-2.5448316306058816,3.5704913730892907,False,False,315.745,,,,
DDOG,2024-05-07T07:00:00,2024-05-07,bmo,25.83,0.35,0.44,125.218,125.5,113.16,0.2252072385759307,-9.832669322709163,0.0,0.0,0.0,0.0,-0.3984063745019917,,,1.622769889313025,0.6245108530722465,125.5,125.5,125.5,113.825,128.0,2024-05-07T11:00:00,110.342,2024-05-07T13:50:00,12.453327476389187,-3.059960465627065,2.2217253110575097,-11.88008113849447,-9.62960596719322,-11.593750000000004,2.553877943122296,True,False,113.16,,,,
MCHP,2024-05-06T16:00:00,2024-05-07,amc,28.21,0.22,0.28,88.22,85.75,88.06,-2.7998186352301,2.6938775510204183,-0.3265306122449019,-0.2798833819241952,-0.2798833819241952,-0.2798833819241952,-0.0116618075801766,0.0,-0.3265306122449019,1.9156653819995428,-6.551802312400823,85.47,85.51,85.51,88.06,91.09,2024-05-07T13:30:00,84.98,2024-05-07T12:02:00,3.440835793776964,-3.497615262321141,3.253230559963738,-3.6726365903423153,-0.1813647698934439,-3.326380502799431,3.6243822075782575,True,False,88.06,,,,
PLTR,2024-05-06T16:00:00,2024-05-07,amc,4.1,0.08,0.08,24.73,22.73,21.4998,-8.087343307723415,-5.412230532336116,-0.2639683238011336,-0.5279366476022895,-0.0439947206335333,-0.0439947206335333,-0.1319841619005779,0.6159260888693341,-0.8798944126704789,6.914678528103524,-9.138697937727455,22.67,22.61,22.72,21.61,23.19,2024-05-07T12:01:00,21.35,2024-05-07T14:21:00,7.311429893567811,-1.2031466913465905,-6.22725434694702,-13.66761019005256,-13.06186817630408,-7.288486416558859,0.7016393442622837,True,False,21.4998,,,,
VRTX,2024-05-06T16:00:00,2024-05-07,amc,17.28,4.06,4.76,401.86,406.0,414.1563,1.0302095257054722,2.008940886699495,0.0,0.0,0.0,0.0,0.0,,,1.83148360125418,-0.8186930771910683,406.0,406.0,406.0,409.89,415.67,2024-05-07T15:59:00,394.0323,2024-05-07T13:45:00,1.410134426309506,-3.868769669911432,3.4365201811576096,-1.947867416513216,3.059846712785541,-0.3641590684918427,5.107195526864161,False,False,414.1563,,,,
