symbol,event_time_et,reaction_date,timing,surprise_pct,eps_estimate,reported_eps,prev_close,open_px,close_px,gap_pct,open_to_close_pct,confirm5_close_from_open_pct,confirm15_close_from_open_pct,confirm30_close_from_open_pct,open_to_30m_pct,open_to_60m_pct,first30_high_from_open_pct,first30_low_from_open_pct,afterhours_high_from_prev_close_pct,afterhours_low_from_prev_close_pct,entry5_close,entry15_close,entry30_close,late_equilibrium_px,session_peak_px,session_peak_time,session_trough_px,session_trough_time,peak_vs_equilibrium_pct,trough_vs_equilibrium_pct,peak_vs_prev_close_pct,trough_vs_prev_close_pct,close_vs_prev_close_pct,close_vs_peak_pct,close_vs_trough_pct,overshoot_dump_label,overshoot_rebound_label,session_close_px,failed_reclaim_return_pct,wave_best_return_pct,wave_robust_return_pct,short_only_return_pct
GEHC,2024-07-31T06:00:00,2024-07-31,bmo,2.37,0.98,1.0,82.51,80.75,86.01,-2.133074778814692,6.513931888544899,0.0,0.0,0.5572755417956765,0.5572755417956765,-7.343653250774007,0.5572755417956765,0.0,0.8241425281783954,-1.139255847776044,80.75,80.75,81.2,85.9,87.98,2024-07-31T13:37:00,74.27,2024-07-31T10:25:00,2.421420256111761,-13.538998835855654,6.629499454611554,-9.986668282632415,4.241910071506494,-2.239145260286424,15.807189982496306,False,False,86.01,,,,
KHC,2024-07-31T07:00:00,2024-07-31,bmo,5.75,0.74,0.78,30.56,30.7,32.0,0.4581151832460772,4.234527687296419,0.2605863192182367,0.2605863192182367,0.2605863192182367,0.2605863192182367,0.1954397394136942,0.0,0.0,0.981675392670156,0.7198952879581277,30.78,30.78,30.78,32.03,32.25,2024-07-31T14:26:00,30.55,2024-07-31T11:22:00,0.6868560724320849,-4.620668123634097,5.530104712041895,-0.0327225130890007,4.712041884816753,-0.7751937984496138,4.746317512274967,False,False,32.0,,,,
MAR,2024-07-31T07:00:00,2024-07-31,bmo,0.99,2.48,2.5,235.82,232.33,220.76,-1.479942328894912,-4.979985365643702,0.9254078250763964,0.9254078250763964,0.9254078250763964,0.9254078250763964,0.9254078250763964,,,1.0516495632261869,1.0516495632261869,234.48,234.48,234.48,221.51,234.48,2024-07-31T11:01:00,219.23,2024-07-31T14:53:00,5.855266127940051,-1.029298902984066,-0.5682300059367318,-7.035026715291326,-6.386226783139682,-5.851245308768338,0.6978971856041571,True,False,220.76,,,,
MDLZ,2024-07-30T16:00:00,2024-07-31,amc,9.39,0.79,0.86,63.6,63.67,65.18,0.1100628930817526,2.3716035809643543,0.0,0.0,0.0,0.0,0.0,,,6.650943396226405,-2.122641509433965,63.67,63.67,63.67,65.06,66.08,2024-07-31T13:27:00,63.67,2024-07-31T11:01:00,1.5677835843836307,-2.136489394405161,3.899371069182389,0.1100628930817526,2.484276729559753,-1.3619854721549474,2.3716035809643543,False,False,65.18,,,,
MSFT,2024-07-30T16:00:00,2024-07-31,amc,0.23,2.94,2.95,414.47,405.93,410.33,-2.0604627596689795,1.083930726972615,0.1921513561451426,0.0197078313995069,-0.1010026359224536,-0.1010026359224536,0.1379548197965263,0.1921513561451426,-0.3719853176656018,1.324583202644325,-7.349144690809961,406.71,406.01,405.52,411.89,417.45,2024-07-31T13:28:00,401.18,2024-07-31T12:00:00,1.349874966617293,-2.600208793609937,0.7189905180109424,-3.206504692740131,-0.9988660216662336,-1.7055934842496123,2.28077172341592,False,False,410.33,,,,
TMUS,2024-07-31T07:00:00,2024-07-31,bmo,9.75,2.29,2.51,170.22,172.12,175.8,1.1162025613911553,2.1380432256565163,0.0,0.0,0.0,0.0,0.0,,,,,172.12,172.12,172.12,176.45,177.62,2024-07-31T15:07:00,171.29,2024-07-31T12:03:00,0.6630773590252215,-2.9243411731368685,4.347315239102345,0.6285982845729121,3.278110680296087,-1.0246593852043628,2.6329616439955794,False,False,175.8,,,,
VRSK,2024-07-31T07:00:00,2024-07-31,bmo,6.0,1.64,1.74,281.1,282.54,260.15,0.5122732123799434,-7.924541657818374,-0.3468535428611918,-0.3468535428611918,-0.3468535428611918,-0.3468535428611918,-0.3468535428611918,,,,,281.56,281.56,281.56,261.7,282.54,2024-07-31T11:18:00,256.98,2024-07-31T14:00:00,7.963316774933138,-1.8035918991211155,0.5122732123799434,-8.58057630736393,-7.452863749555338,-7.924541657818374,1.233559031831244,True,False,260.15,,,,
ALNY,2024-08-01T08:00:00,2024-08-01,bmo,181.07,-0.69,0.56,238.29,238.81,262.54,0.21822149481725,9.936769817009347,3.689125246011482,3.689125246011482,3.689125246011482,3.689125246011482,3.689125246011482,,,,,247.62,247.62,247.62,261.6358,265.5999,2024-08-01T15:41:00,238.81,2024-08-01T12:00:00,1.515121401581876,-8.72426479862466,11.460783079441027,0.21822149481725,10.17667547945782,-1.1520712168942682,9.936769817009347,False,False,262.54,,,,
ARM,2024-07-31T16:00:00,2024-08-01,amc,23.1,0.17,0.21,142.9,129.5,121.07,-9.377186843946816,-6.509652509652519,0.3011583011582885,0.9961389961389956,0.0,0.0,-0.030888030888021,1.011583011583017,-0.6177606177606321,6.270118964310711,-13.07207837648706,129.89,130.79,129.5,122.13,134.87,2024-08-01T13:39:00,120.43,2024-08-01T15:43:00,10.431507410136742,-1.3919593875378555,-5.619314205738279,-15.724282715185446,-15.276417074877546,-10.232075331801004,0.5314290459187854,True,False,121.07,,,,
CTSH,2024-07-31T16:00:00,2024-08-01,amc,4.62,1.12,1.17,73.47,74.82,75.58,1.8374846876275883,1.0157711841753514,0.0,0.0,0.0,0.0,0.0,,,2.0688716482918146,-0.680549884306525,74.82,74.82,74.82,75.31,77.98,2024-08-01T13:33:00,74.14,2024-08-01T13:27:00,3.545345903598452,-1.5535785420262904,6.138559956444811,0.9119368449707288,2.871920511773518,-3.077712233906138,1.9422713784731596,True,False,75.58,,,,
EXC,2024-08-01T06:00:00,2024-08-01,bmo,19.4,0.39,0.47,34.89,35.22,35.37,0.9458297506448776,0.4258943781942026,-0.2271436683702443,-0.2271436683702443,-0.2271436683702443,-0.2271436683702443,-0.2271436683702443,,,,,35.14,35.14,35.14,35.3,35.49,2024-08-01T13:50:00,34.61,2024-08-01T13:30:00,0.5382436260623402,-1.954674220963171,1.7196904557179815,-0.8025222126683884,1.3757523645743674,-0.3381234150465095,2.1958971395550364,False,False,35.37,,,,
LRCX,2024-07-31T16:00:00,2024-08-01,amc,7.29,0.76,0.81,88.7,88.31,83.05,-0.4396843291995522,-5.956290340844761,0.0,0.0,0.0,0.0,0.0,,,5.073280721533258,-2.187147688838776,88.31,88.31,88.31,83.845,88.31,2024-08-01T10:31:00,82.09,2024-08-01T13:30:00,5.325302641779484,-2.093148070845008,-0.4396843291995522,-7.452085682074405,-6.369785794813987,-5.956290340844761,1.1694481666463474,True,False,83.05,,,,
META,2024-07-31T16:00:00,2024-08-01,amc,8.45,4.76,5.16,471.04,505.08,500.85,7.2265625,-0.8374910905203037,-0.0237586124970268,0.4494337530688286,-0.1187930624851452,-0.1187930624851452,-0.3662786093292069,0.5108101686861488,-0.1187930624851452,8.704144021739113,-0.9171195652173948,504.96,507.35,504.48,502.73,524.14,2024-08-01T13:57:00,497.13,2024-08-01T15:43:00,4.258747240069205,-1.113918007678083,11.27292798913042,5.538807744565211,6.328549592391308,-4.443469302094849,0.7482952145314137,True,False,500.85,,,,
QCOM,2024-07-31T16:00:00,2024-08-01,amc,3.32,2.26,2.33,168.81,170.72,158.88,1.1314495586754347,-6.935332708528586,0.1171508903467621,0.7380506091846151,0.6091846298031722,0.6091846298031722,0.1932989690721642,0.8434864104967188,0.0,11.557372193590432,-1.101830460280795,170.92,171.98,171.76,160.78,173.13,2024-08-01T11:46:00,158.67,2024-08-01T15:59:00,7.681303644731918,-1.31235228262222,2.559090101297312,-6.006753154433985,-5.882352941176472,-8.23080921850633,0.1323501607109145,True,False,158.88,,,,
RBLX,2024-08-01T08:00:00,2024-08-01,bmo,18.65,-0.39,-0.32,41.895,41.6,39.105,-0.7041413056450674,-5.997596153846163,-0.1442307692307798,-0.1442307692307798,-0.1442307692307798,-0.1442307692307798,-0.1442307692307798,,,-0.1312805824083995,-0.9428332736603484,41.54,41.54,41.54,39.39,46.5,2024-08-01T12:00:00,37.34,2024-08-01T13:36:00,18.050266565118054,-5.2043665905051935,10.99176512710347,-10.872419143095836,-6.659505907626217,-15.903225806451616,4.726834493840371,True,False,39.105,,,,
REGN,2024-08-01T06:00:00,2024-08-01,bmo,8.83,10.62,11.56,1077.62,1094.58,1087.05,1.5738386444201111,-0.6879350983938992,0.0,0.0,0.0,0.0,0.0,,,,,1094.58,1094.58,1094.58,1085.32,1094.58,2024-08-01T10:59:00,1034.86,2024-08-01T13:33:00,0.8532045848228975,-4.649320016216418,1.5738386444201111,-3.968003563408251,0.8750765575991526,-0.6879350983938992,5.043194248497396,False,False,1087.05,,,,
TRI,2024-08-01T06:00:00,2024-08-01,bmo,3.06,0.82,0.85,157.99,152.95,153.51,-3.190075321222874,0.3661327231121225,1.915658711997392,1.915658711997392,1.915658711997392,1.915658711997392,1.915658711997392,,,,,155.88,155.88,155.88,153.60500000000002,156.92,2024-08-01T13:30:00,151.68,2024-08-01T14:03:00,2.15813287327884,-1.2532144135933176,-0.6772580543072504,-3.9939236660548105,-2.8356225077536656,-2.173081825133827,1.2064873417721331,False,False,153.51,,,,
WDC,2024-07-31T16:00:00,2024-08-01,amc,23.06,1.17,1.44,44.5,42.66,40.35,-4.13483146067416,-5.414908579465527,0.0,0.0,0.0,0.0,1.3830285982184831,,,3.5955056179775235,-5.707865168539328,42.66,42.66,42.66,40.37,43.75,2024-08-01T11:43:00,39.94,2024-08-01T15:16:00,8.372553876641087,-1.0651473866732708,-1.6853932584269704,-10.247191011235955,-9.325842696629206,-7.771428571428574,1.0265398097145884,True,False,40.35,,,,
AAPL,2024-08-01T16:00:00,2024-08-02,amc,4.3,1.34,1.4,218.12,216.08,221.61,-0.935264991747653,2.559237319511287,0.1156978896704963,0.0879303961495825,0.1851166234727808,0.1851166234727808,0.9255831173639484,0.1712328767123239,-0.0323954091077438,1.861360718870353,-3.392627911241519,216.33,216.27,216.48,221.2,222.71,2024-08-02T13:46:00,212.06,2024-08-02T13:06:00,0.6826401446654806,-4.1320072332730495,2.1043462314322303,-2.7782871813680554,1.6000366770585028,-0.4939158546989342,4.503442421956061,False,False,221.61,,,,
BKNG,2024-08-01T16:00:00,2024-08-02,amc,8.28,1.55,1.68,144.61,136.52,133.97,-5.594357236705627,-1.867858189276305,0.0,0.0,0.0,0.0,0.0,,,1.1340847797524312,-11.188714473411244,136.52,136.52,136.52,134.265,136.74,2024-08-02T13:41:00,129.86,2024-08-02T13:30:00,1.8433694559267355,-3.2808252336796406,-5.4422239125924925,-10.19984786667588,-7.357720766198749,-2.025742284627763,3.164946865855533,False,False,133.97,,,,
LIN,2024-08-02T05:00:00,2024-08-02,bmo,1.69,3.79,3.85,441.87,440.21,436.57,-0.375676103831446,-0.8268780809159271,0.0,0.0,-1.8468458235841976,-1.8468458235841976,-1.8468458235841976,0.0,0.0,,,440.21,440.21,432.08,437.44,447.52,2024-08-02T13:38:00,432.08,2024-08-02T12:29:00,2.3043160204827995,-1.2253108997805406,1.2786566184624482,-2.2155837689818325,-1.1994478013895526,-2.446818019306396,1.039159414923163,False,False,436.57,,,,
MCHP,2024-08-01T16:00:00,2024-08-02,amc,1.55,0.52,0.53,81.63,75.54,74.54,-7.460492466005131,-1.3238019592269,-0.0132380195922765,-0.0794281175536149,-0.0794281175536149,-0.0794281175536149,-2.303415409054821,0.0,-0.1191421763304223,0.5512679162072764,-10.204581648903588,75.53,75.48,75.48,73.3,75.91,2024-08-02T13:27:00,72.21,2024-08-02T14:14:00,3.5607094133697226,-1.4870395634379308,-7.007227734901377,-11.539875045938995,-8.68553227979908,-1.804768805163992,3.226699903060526,False,False,74.54,,,,
MELI,2024-08-01T16:00:00,2024-08-02,amc,25.67,8.34,10.48,1606.02,1735.0,1768.49,8.031033237444118,1.9302593659942469,-0.5763688760806907,-0.5763688760806907,-0.5763688760806907,-0.5763688760806907,-0.5763688760806907,,,13.323619880200743,-1.6338526294815805,1725.0,1725.0,1725.0,1755.725,1786.9708,2024-08-02T13:41:00,1692.96,2024-08-02T13:30:00,1.7796522803970038,-3.574876475530042,11.267032789130903,5.413382149661894,10.11631237469024,-1.0341970892865149,4.461416690293918,False,False,1768.49,,,,
MPWR,2024-08-01T16:00:00,2024-08-02,amc,3.34,3.07,3.17,799.59,813.75,800.92,1.7709075901399365,-1.576651305683574,0.0036866359446996,0.0036866359446996,0.0036866359446996,0.0036866359446996,0.0036866359446996,,,4.908765742443011,-3.983291436861392,813.78,813.78,813.78,786.23,825.4,2024-08-02T13:40:00,759.26,2024-08-02T14:13:00,4.982002721849832,-3.430293934344919,3.227904300954232,-5.04383496541978,0.1663352468139756,-2.965834746789442,5.486921476174156,False,False,800.92,,,,
TEAM,2024-08-01T16:00:00,2024-08-02,amc,9.29,0.6,0.66,171.78,144.1,147.045,-16.113633717545707,2.043719639139474,-0.0693962526023606,-0.0693962526023606,-0.6592643997224035,-0.6592643997224035,0.6245662734212454,0.0,-0.0763358778625877,1.1584584934218212,-16.113633717545707,144.0,144.0,143.15,145.47,154.68,2024-08-02T13:30:00,143.15,2024-08-02T10:10:00,6.331202309754591,-1.5948305492541337,-9.954593084177432,-16.666666666666664,-14.3992315752707,-4.93599689681925,2.720922109675161,True,False,147.045,,,,
CSX,2024-08-05T16:00:00,2024-08-06,amc,2.55,0.48,0.49,32.45,32.63,33.35,0.5546995377503805,2.206558381857193,0.3984063745019695,0.3984063745019695,0.3984063745019695,0.3984063745019695,0.3984063745019695,,,4.992295839753469,-1.7873651771956878,32.76,32.76,32.76,33.27,33.85,2024-08-06T12:06:00,31.3,2024-08-06T13:30:00,1.7433122933573797,-5.921250375713861,4.314329738058542,-3.5439137134052445,2.7734976887519247,-1.477104874446089,6.549520766773176,False,False,33.35,,,,
FANG,2024-08-05T16:00:00,2024-08-06,amc,0.46,4.5,4.52,176.28,180.48,181.18,2.382573179033342,0.3878546099290947,0.0,0.0,0.0,0.0,0.0,,,0.7544815066939048,-1.872021783526212,180.48,180.48,180.48,181.06,185.17,2024-08-06T13:33:00,177.63,2024-08-06T13:00:00,2.269965757207548,-1.894399646526013,5.043113228953922,0.7658270932607181,2.779668708872252,-2.154776691688709,1.9985362832854792,False,False,181.18,,,,
IDXX,2024-08-06T06:00:00,2024-08-06,bmo,5.2,2.87,3.02,458.595,455.5,475.86,-0.6748874279048023,4.469813391877064,0.0,0.0,0.0,0.0,0.0,,,,,455.5,455.5,455.5,476.42,489.25,2024-08-06T13:33:00,455.0,2024-08-06T12:00:00,2.6930019730489807,-4.49603291213635,6.684547367502902,-0.7839160915404708,3.764759755339675,-2.73684210526316,4.584615384615387,False,False,475.86,,,,
PLTR,2024-08-05T16:00:00,2024-08-06,amc,10.55,0.08,0.09,23.9689,26.05,27.215,8.68250107430879,4.472168905950102,-1.1132437619961633,-0.7677543186180413,-0.0383877159309098,-0.0383877159309098,-0.153550863723606,0.1919385796545158,-1.7274472168905874,20.113981033756232,-1.7439265047624275,25.76,25.85,26.04,26.84,27.58,2024-08-06T12:01:00,25.57,2024-08-06T13:46:00,2.757078986587169,-4.731743666169896,15.065772730496583,6.679906044916528,13.542966093562892,-1.3234227701232726,6.4333202972233,False,False,27.215,,,,
AXON,2024-08-06T16:00:00,2024-08-07,amc,22.71,0.98,1.2,291.61,305.49,352.25,4.759781900483517,15.306556679433037,0.0,0.0,0.0,0.0,2.5630953550034308,,,6.306368094372616,-0.5109564143890855,305.49,305.49,305.49,358.19,367.95,2024-08-07T15:25:00,305.49,2024-08-07T10:28:00,2.7248108545743888,-14.71286188894162,26.178800452659367,4.759781900483517,20.79489729433146,-4.26688408751189,15.306556679433037,False,False,352.25,,,,
FTNT,2024-08-06T16:00:00,2024-08-07,amc,40.18,0.41,0.57,56.19,64.83,70.38,15.376401494927917,8.56085145765848,0.0308499151627339,-0.015424957581378,-0.015424957581378,-0.015424957581378,-0.2005244485577595,0.0308499151627339,-0.015424957581378,18.562021712048416,-1.0032034169781046,64.85,64.82,64.82,69.4,70.605,2024-08-07T15:58:00,63.6,2024-08-07T12:00:00,1.736311239193089,-8.35734870317003,25.65403096636414,13.187399893219444,25.253603844100383,-0.3186743148502313,10.660377358490546,False,False,70.38,,,,
SHOP,2024-08-07T07:00:00,2024-08-07,bmo,29.05,0.2,0.26,53.45,54.9,66.92,2.7128157156220745,21.89435336976322,0.0546448087431761,0.0546448087431761,0.2732240437158362,0.2732240437158362,1.0746812386156712,0.0728597449908941,-0.091074681238612,2.862488306828803,1.9644527595883865,54.93,54.93,55.05,66.5594,67.78,2024-08-07T14:42:00,54.0,2024-08-07T12:01:00,1.8338506657211484,-18.869460962688965,26.81010289990644,1.0289990645462987,25.20112254443405,-1.268810858660374,23.925925925925927,False,False,66.92,,,,
APP,2024-08-07T16:00:00,2024-08-08,amc,22.1,0.73,0.89,70.92,68.4,72.44,-3.5532994923857864,5.906432748537993,0.0,0.0,0.0,0.0,0.1461988304093386,,,4.060913705583746,-18.020304568527923,68.4,68.4,68.4,71.0,73.55,2024-08-08T13:32:00,66.1601,2024-08-08T13:51:00,3.591549295774654,-6.816760563380287,3.708403835307372,-6.711646926113934,2.1432600112803124,-1.5091774303195082,9.491974770292067,False,False,72.44,,,,
DDOG,2024-08-08T07:00:00,2024-08-08,bmo,20.82,0.36,0.43,109.68,109.34,112.58,-0.3099927060539742,2.963233949149436,0.365831351746837,0.365831351746837,-0.2743735138101333,-0.2743735138101333,-8.542162063288828,0.365831351746837,0.0,0.2917578409919796,-1.7140773158278666,109.74,109.74,109.04,112.79,118.07,2024-08-08T13:31:00,98.85,2024-08-08T11:00:00,4.681266069687018,-12.359251706711593,7.64952589350838,-9.874179431072216,2.644055433989778,-4.649784026424997,13.889731917046031,True,False,112.58,,,,
GILD,2024-08-08T16:00:00,2024-08-09,amc,25.74,1.6,2.01,71.59,72.39,69.29,1.1174745076127923,-4.282359441911854,0.0,0.0,0.0,0.0,0.0,,,3.2127392093867835,-0.446989803045128,72.39,72.39,72.39,69.89,72.71,2024-08-09T12:00:00,69.25,2024-08-09T16:00:00,4.034912004578617,-0.9157247102589804,1.5644643106579093,-3.268612934767434,-3.2127392093867835,-4.703617109063385,0.0577617328519908,True,False,69.29,,,,
CSCO,2024-08-14T16:00:00,2024-08-15,amc,2.49,0.85,0.87,43.61,46.23,46.49,6.007796376977748,0.5624053644819549,-0.2163097555699655,-0.0648929266709785,0.1081548777849938,0.1081548777849938,-0.2163097555699655,0.0865239022280084,-0.497512437810943,7.085530841550103,-0.4586104104563282,46.13,46.2,46.28,46.8,48.12,2024-08-15T13:33:00,45.88,2024-08-15T12:01:00,2.8205128205128105,-1.9658119658119588,10.341664755789948,5.205228158679209,6.603989910570984,-3.3873649210307444,1.329555361813428,False,False,46.49,,,,
WMT,2024-08-15T06:00:00,2024-08-15,bmo,3.76,0.65,0.67,67.25,68.1,71.96,1.263940520446094,5.668135095447879,0.1321585903083733,-0.2055800293685794,0.0734214390602172,0.0734214390602172,0.014684287812039,0.1468428781204345,-0.2055800293685794,1.4126394052044633,0.713754646840159,68.19,67.96,68.15,71.93,73.76,2024-08-15T13:07:00,63.94,2024-08-15T11:00:00,2.544140136243578,-11.10802168775199,9.680297397769522,-4.921933085501862,7.003717472118942,-2.4403470715835263,12.543009071004052,False,False,71.96,,,,
AMAT,2024-08-15T16:00:00,2024-08-16,amc,4.68,2.03,2.12,207.39,202.1,203.22,-2.5507497950720825,0.5541810984661,0.0,0.0,0.0,0.0,-0.1237011380504693,,,2.078210135493519,-3.0136457881286494,202.1,202.1,202.1,202.49,205.2,2024-08-16T11:25:00,198.09,2024-08-16T13:44:00,1.338337695688674,-2.172946812188259,-1.0559814841602733,-4.484304932735417,-2.0107044698394305,-0.9649122807017464,2.589731940027251,False,False,203.22,,,,
PANW,2024-08-19T16:00:00,2024-08-20,amc,6.95,0.71,0.76,170.07,175.48,186.96,3.1810430999000383,6.542056074766367,0.0056986551174142,0.0113973102347841,0.0113973102347841,0.0113973102347841,0.125370412582626,0.0113973102347841,0.0,6.426765449520788,-5.039101546422053,175.49,175.5,175.5,184.61,187.37,2024-08-20T16:00:00,173.04,2024-08-20T12:24:00,1.495043605438484,-6.267266128595428,10.1722820015288,1.746339742458991,9.931204798024362,-0.2188183807439792,8.044382801664373,False,False,186.96,,,,
ADI,2024-08-21T07:00:00,2024-08-21,bmo,4.83,1.51,1.58,217.54,219.35,222.35,0.8320308908706497,1.3676772281741467,0.0,0.0,0.0,0.0,4.376567130157283,,,,,219.35,219.35,219.35,223.14,235.34,2024-08-21T12:00:00,215.03,2024-08-21T12:00:00,5.467419557228648,-3.634489558124943,8.182403236186463,-1.153810793417298,2.211087616070606,-5.519673663635594,3.404176161465844,True,False,222.35,,,,
SNPS,2024-08-21T16:00:00,2024-08-22,amc,4.3,3.29,3.43,561.69,578.25,555.76,2.948245473481803,-3.889321227842635,0.0,0.0,0.1297016861219191,0.1297016861219191,-0.1660181582360587,0.0,0.0,2.888105538642294,-0.1958375616443297,578.25,578.25,579.0,558.615,588.874,2024-08-22T12:56:00,554.009,2024-08-22T15:49:00,5.416789738907846,-0.8245392622826087,4.839680250672074,-1.3674802827182364,-1.0557424914098612,-5.623274248820631,0.3160598474031939,True,False,555.76,,,,
INTU,2024-08-22T16:00:00,2024-08-23,amc,7.41,1.85,1.99,658.04,651.35,603.08,-1.01665552246063,-7.410762262992243,0.0,0.0,0.0,0.0,1.2128655868580696,,,3.1836970396936337,-4.958665126740014,651.35,651.35,651.35,609.01,661.22,2024-08-23T12:00:00,603.08,2024-08-23T16:00:00,8.572929836948507,-0.9737114333097874,0.4832532976718928,-8.352075861649732,-8.352075861649732,-8.792837482229821,0.0,True,False,603.08,,,,
ROST,2024-08-22T16:00:00,2024-08-23,amc,6.44,1.49,1.59,150.18,158.16,152.33,5.313623651618049,-3.686140617096601,-0.0189681335356572,-0.0189681335356572,-0.0189681335356572,-0.0189681335356572,-0.0189681335356572,,,6.765215075243036,-0.4661073378612435,158.13,158.13,158.13,151.67,161.77,2024-08-23T13:27:00,150.64,2024-08-23T14:51:00,6.6591943034219225,-0.6791059537153088,7.71740577973099,0.3062991077373622,1.4316153948594978,-5.835445385423743,1.121879978757323,True,False,152.33,,,,
WDAY,2024-08-22T16:00:00,2024-08-23,amc,6.05,1.65,1.75,232.525,258.47,257.835,11.15794000645094,-0.2456764808295153,0.0,0.0,0.0,0.0,0.0,,,13.424362971723468,-7.966885281152569,258.47,258.47,258.47,256.63,266.5,2024-08-23T12:42:00,254.51,2024-08-23T14:33:00,3.846003974593781,-0.8260920391224724,14.61133211482637,9.454897322868504,10.8848510912805,-3.251407129455919,1.306431967309729,True,False,257.835,,,,
PDD,2024-08-26T06:00:00,2024-08-26,bmo,16.08,20.02,23.24,138.85,142.23,96.6,2.434281598847665,-32.08183927441468,-0.0140617309990709,-0.1265555789917605,0.3866976024748725,0.3866976024748725,-12.114181255712577,0.5413766434648082,-0.1687407719890177,2.988836874324808,1.764494058336341,142.21,142.05,142.78,98.745,143.0,2024-08-26T09:52:00,96.24,2024-08-26T14:41:00,44.81745911185375,-2.536837308218143,2.9888368743248077,-30.68779258192293,-30.42851998559597,-32.447552447552454,0.3740648379052302,False,False,96.6,,,,
CRWD,2024-08-28T16:00:00,2024-08-29,amc,7.74,0.97,1.04,264.82,257.61,277.32,-2.722604032928022,7.651100500756947,0.283374092620603,0.3648926672101149,0.1513916385233349,0.1513916385233349,0.3765381778657595,0.3959473622918263,-0.1281006172120791,4.78815799410921,-5.218639075598519,258.34,258.55,258.0,277.59,285.73,2024-08-29T14:00:00,255.69,2024-08-29T12:00:00,2.932382290428337,-7.889333189235915,7.895929310475047,-3.447624801752136,4.720187297031941,-2.9433381164036043,8.459462630529146,False,False,277.32,,,,
NVDA,2024-08-28T16:00:00,2024-08-29,amc,5.66,0.64,0.68,125.48,122.52,121.32,-2.3589416640102057,-0.9794319294809006,-0.334639242572643,0.5550114267058426,0.595821090434212,0.595821090434212,-0.2448579823702279,1.2814234410708505,-0.6937642833823032,2.406758049091496,-8.391775581766014,122.11,123.2,123.25,121.39,124.37,2024-08-29T13:35:00,117.94,2024-08-29T12:00:00,2.454897438009729,-2.8420792487025337,-0.8846031240038243,-6.008925725215175,-3.3152693656359644,-2.452359893865086,2.86586399864337,False,False,121.32,,,,
ADSK,2024-08-29T16:00:00,2024-08-30,amc,7.28,2.0,2.15,261.0,267.9,263.51,2.643678160919527,-1.638671145949977,0.0,0.0,0.4106009705113989,0.4106009705113989,0.4106009705113989,0.0,0.0,5.363984674329503,-1.785440613026834,267.9,267.9,269.0,265.63,275.68,2024-08-30T13:34:00,261.75,2024-08-30T15:49:00,3.7834581937281175,-1.460678387230352,5.62452107279694,0.2873563218390718,0.9616858237547764,-4.414538595473017,0.672397325692442,True,False,263.51,,,,
MRVL,2024-08-29T16:00:00,2024-08-30,amc,2.28,0.29,0.3,70.93,75.67,74.59,6.682644861130682,-1.427249900885419,0.0792916611602967,0.2510902603409581,0.5418263512620536,0.5418263512620536,0.5418263512620536,0.5946874587022588,-0.0132152768600568,7.246581136331565,-2.904271817284654,75.73,75.86,76.08,74.34,78.6,2024-08-30T13:30:00,72.34,2024-08-30T14:14:00,5.730427764326063,-2.690341673392516,10.81347807697728,1.9878753700831808,5.1600169180882505,-5.101781170483455,3.110312413602423,True,False,74.59,,,,
ZS,2024-09-03T16:00:00,2024-09-04,amc,26.96,0.69,0.88,196.66,163.55,158.76,-16.836163937760595,-2.9287679608682504,0.1100580862121614,0.1528584530724464,0.1956588199327313,0.1956588199327313,0.0550290431060584,0.1528584530724464,0.0,0.0661039357266357,-17.003966236143597,163.73,163.8,163.87,161.715,164.49,2024-09-04T12:00:00,157.68,2024-09-04T13:43:00,1.7159818198682952,-2.4951303218625376,-16.358181633275702,-19.8210108817248,-19.271839723380456,-3.4834944373518306,0.6849315068492956,False,False,158.76,,,,
AVGO,2024-09-05T16:00:00,2024-09-06,amc,2.79,1.21,1.24,150.32,136.12,136.39,-9.446514103246397,0.198354393182476,0.0293858360270293,0.3893623273582225,0.9109609168380884,0.9109609168380884,0.5362915074933916,1.0358507199529798,-0.1175433441081397,4.224321447578494,-10.663916977115484,136.16,136.65,137.36,135.88,142.06,2024-09-06T13:16:00,134.29,2024-09-06T14:56:00,4.54813070356197,-1.1701501324698271,-5.494944119212342,-10.663916977115484,-9.26689728579032,-3.991271293819521,1.5637798793655566,True,False,136.39,,,,
ADBE,2024-09-12T16:00:00,2024-09-13,amc,2.49,4.54,4.65,577.21,538.75,532.66,-6.663086225117376,-1.130394431554527,-0.1392111368909487,-0.0482598607888573,-0.1299303944315655,-0.1299303944315655,0.0389791183294629,0.0,-0.1392111368909487,1.955960568943716,-8.960950087489827,538.0,538.49,538.05,533.3875,543.5,2024-09-13T13:25:00,526.6,2024-09-13T13:44:00,1.8959011975346216,-1.2725270089756546,-5.840162159352758,-8.768039361757419,-7.71816150101351,-1.9944802207911727,1.1507785795670245,False,False,532.66,,,,
CTAS,2024-09-25T08:00:00,2024-09-25,bmo,10.19,1.0,1.1,201.7,203.42,206.25,0.8527516113039146,1.391210303804935,0.0,0.0,0.0,0.0,0.0,,,1.5964303420922257,1.5964303420922257,203.42,203.42,203.42,205.99,211.21,2024-09-25T12:32:00,201.68,2024-09-25T13:45:00,2.534103597262005,-2.0923345793485093,4.714923153197836,-0.0099157164105023,2.255825483391183,-2.348373656550351,2.2659658865529453,False,False,206.25,,,,
