date,all_count,mega_count,ew_gap_pct,median_gap_pct,breadth_up,breadth_down,mega_gap_pct,qqq_prev_close,qqq_pre_929_close,qqq_open_930,qqq_pm_gap_pct,qqq_open_gap_pct,qqq_close_0945,qqq_close_1000,qqq_close_1100,qqq_close_1600,ew_gap_pct_vs_qqq_pm_pct,ew_gap_pct_vs_qqq_open_pct,mega_gap_pct_vs_qqq_pm_pct,mega_gap_pct_vs_qqq_open_pct,median_gap_pct_vs_qqq_pm_pct,median_gap_pct_vs_qqq_open_pct
2025-10-21,46,9,-0.2669748180101678,-0.33002631238812086,0.34782608695652173,0.6521739130434783,-0.11556648336564779,610.36,609.79,609.73,-0.09338750901108916,-0.10321777311750324,609.89,609.71,609.59,610.68,-0.17358730899907865,-0.16375704489266457,-0.022178974354558623,-0.012348710248144545,-0.2366388033770317,-0.22680853927061762
2025-10-22,44,9,-0.14345441484939173,-0.288913933680901,0.38636363636363635,0.5909090909090909,0.1619726857343499,610.68,609.1,609.09,-0.25872797537170866,-0.2603654942031741,608.92,609.34,609.8,605.0,0.11527356052231694,0.1169110793537824,0.4207006611060585,0.422338179937524,-0.03018595830919235,-0.028548439477726895
2025-10-23,48,9,-0.10572637603750619,-0.05384982330560173,0.4166666666666667,0.5833333333333334,-0.1424707887176709,605.0,604.06,604.15,-0.15537190082645091,-0.14049586776859746,603.7,604.57,603.85,607.58,0.049645524788944725,0.03476949173109127,0.012901112108780005,-0.00197492094907345,0.10152207752084919,0.08664604446299573
2025-10-24,52,9,1.2436869891322064,0.8744974984900011,0.8076923076923077,0.19230769230769232,0.8224916134765713,607.58,612.34,612.34,0.7834359261331914,0.7834359261331914,612.44,612.29,612.07,616.02,0.4602510629990151,0.4602510629990151,0.03905568734337994,0.03905568734337994,0.09106157235680978,0.09106157235680978
2025-10-27,63,9,0.9286471927297099,0.7823285780027556,0.7619047619047619,0.23809523809523808,1.4005907532271749,616.02,622.4,622.39,1.0356806597188406,1.0340573358007754,623.21,623.48,623.49,624.97,-0.10703346698913074,-0.10541014307106555,0.36491009350833425,0.36653341742639944,-0.25335208171608503,-0.25172875779801984
2025-10-28,48,10,0.04358218486211418,0.04611111424172032,0.5416666666666666,0.4583333333333333,0.5915040995634845,624.97,626.71,626.78,0.27841336384146764,0.2896139014672672,626.77,627.0,627.04,629.07,-0.23483117897935346,-0.246031716605153,0.31309073572201684,0.3018901980962173,-0.23230224959974732,-0.24350278722554686
2025-10-29,63,10,-0.10462297751390372,-0.21365446246479625,0.3968253968253968,0.6031746031746031,0.9933305157538218,629.07,633.26,633.29,0.6660626003465397,0.6708315449790891,633.16,633.25,633.65,633.24,-0.7706855778604434,-0.7754545224929928,0.32726791540728206,0.32249897077473266,-0.879717062811336,-0.8844860074438854
2025-10-30,54,10,0.10822932672351841,-0.3907178152791735,0.35185185185185186,0.6296296296296297,0.8953765254785321,633.24,633.4,633.43,0.02526688143515976,0.03000442170424389,632.69,632.56,633.07,627.4,0.08296244528835865,0.07822490501927452,0.8701096440433723,0.8653721037742882,-0.41598469671433325,-0.4207222369834174
2025-10-31,59,10,0.07894007456551111,-0.45268192688759923,0.4406779661016949,0.559322033898305,1.7817503107434827,627.4,632.35,632.48,0.7889703538412673,0.8096907873764714,632.28,632.28,632.22,628.26,-0.7100302792757562,-0.7307507128109603,0.9927799569022153,0.9720595233670113,-1.2416522807288666,-1.2623727142640706
2025-11-03,54,9,0.946363059080599,0.635201509786576,0.7037037037037037,0.2962962962962963,0.5797660440932809,628.26,631.44,631.43,0.5061598701174841,0.5045681724126894,631.35,631.03,631.39,629.68,0.44020318896311494,0.44179488666790967,0.07360617397579683,0.07519787168059155,0.12904163966909188,0.1306333373738866
2025-11-04,63,10,-0.8660552761689259,-0.8291873963515717,0.2857142857142857,0.7142857142857143,-1.6199053376135506,629.68,621.39,621.43,-1.3165417354846887,-1.3101893025028621,621.12,619.94,622.26,623.44,0.4504864593157628,0.4441340263339363,-0.30336360212886193,-0.30971603511068846,0.487354339133117,0.48100190615129046
2025-11-05,47,10,-1.567443947220948,-0.9971152454994026,0.2553191489361702,0.7446808510638298,-0.9602465137024474,623.44,616.32,616.27,-1.1420505581932527,-1.150070576158102,615.97,616.16,613.7,620.97,-0.4253933890276953,-0.417373371062846,0.18180404449080534,0.18982406245565464,0.14493531269385018,0.15295533065869948
2025-11-06,45,9,0.3598604039815541,0.567012474274442,0.6444444444444445,0.35555555555555557,0.2495524118244558,620.97,621.73,621.72,0.12238916533808819,0.12077878158365252,621.8,621.62,622.21,611.73,0.23747123864346592,0.2390816223979016,0.12716324648636762,0.1287736302408033,0.4446233089363538,0.4462336926907895
2025-11-07,46,10,-0.05962785016449076,-0.07199545842531685,0.4782608695652174,0.5217391304347826,0.2189813553454789,611.73,610.89,610.88,-0.1373154823206324,-0.13895019044349866,610.46,610.22,609.3,600.51,0.07768763215614163,0.07932234027900789,0.3562968376661113,0.35793154578897757,0.06532002389531555,0.0669547320181818
2025-11-10,70,9,2.7988066747827656,2.577084632110571,0.8142857142857143,0.17142857142857143,3.263830969619545,600.51,617.43,617.44,2.817605035719639,2.8192702869227926,617.43,617.73,617.13,616.5,-0.018798360936873593,-0.02046361214002701,0.44622593389990595,0.44456068269675253,-0.240520403609068,-0.24218565481222143
2025-11-11,46,9,0.5172169465159725,0.5423873205455676,0.717391304347826,0.2608695652173913,0.5434456390874833,616.5,619.69,619.75,0.517437145174382,0.5271695052716963,619.16,618.87,619.29,616.97,-0.00022019865840949837,-0.009952558755723762,0.026008493913101338,0.016276133815787075,0.0249501753711856,0.015217815273871338
2025-11-12,48,9,0.7187127687853009,0.736634407153558,0.75,0.25,1.4102659860611049,616.97,623.61,623.59,1.0762273692400015,1.072985720537467,624.16,624.25,623.7,617.72,-0.3575146004547006,-0.3542729517521662,0.33403861682110336,0.33728026552363777,-0.3395929620864435,-0.3363513133839091
2025-11-13,45,9,-0.15414842733040401,-0.18382352941177516,0.37777777777777777,0.6222222222222222,0.05056255056930587,617.72,617.86,617.95,0.02266399015735665,0.037233698115657354,618.43,618.13,618.94,610.89,-0.17681241748776066,-0.19138212544606137,0.02789856041194922,0.013328852453648517,-0.2064875195691318,-0.2210572275274325
2025-11-14,46,10,-1.6198021312021305,-1.3893742727038028,0.15217391304347827,0.8260869565217391,-1.1541258985436067,610.89,604.1,604.08,-1.1114930674916867,-1.1147669793252324,603.56,603.02,603.1,608.1,-0.5083090637104437,-0.5050351518768981,-0.04263283105191995,-0.03935891921837431,-0.277881205212116,-0.27460729337857037
