symbol,event_time_et,reaction_date,timing,surprise_pct,eps_estimate,reported_eps,prev_close,open_px,close_px,gap_pct,open_to_close_pct,confirm5_close_from_open_pct,confirm15_close_from_open_pct,confirm30_close_from_open_pct,open_to_30m_pct,open_to_60m_pct,first30_high_from_open_pct,first30_low_from_open_pct,afterhours_high_from_prev_close_pct,afterhours_low_from_prev_close_pct,entry5_close,entry15_close,entry30_close
APP,2026-02-11T16:00:00,2026-02-12,amc,11.87,3.11,3.48,444.16,429.2,371.5276,-3.3681556195965467,-13.437185461323386,0.31453867660764523,0.4520037278658018,1.234855545200375,1.234855545200375,1.6845293569431652,1.5843429636533068,0.0,9.194884726224783,-8.233519452449578,430.55,431.14,434.5
CSCO,2026-02-11T16:00:00,2026-02-12,amc,1.75,1.02,1.04,85.78,78.46,75.62,-8.53345768244347,-3.6196788172316974,-0.0382360438439755,-0.17843487127198188,-0.10196278358398647,-0.10196278358398647,0.10196278358400868,0.10196278358400868,-0.2931430028039639,1.4455584052226467,-9.547680111914191,78.43,78.32,78.38
EXC,2026-02-12T06:00:00,2026-02-12,bmo,-0.14,0.58,0.58,44.06,45.05,47.15,2.246935996368582,4.661487236404005,0.0,-0.9766925638179713,-0.9766925638179713,-0.9766925638179713,-0.9766925638179713,0.0,0.0,,,45.05,44.61,44.61
ABNB,2026-02-12T16:00:00,2026-02-13,amc,-15.65,0.66,0.56,117.73,120.67,120.825,2.4972394461904246,0.1284494903455613,0.0,0.0,0.0,0.0,0.3397696196237643,,,6.132676463093523,-6.345026756136917,120.67,120.67,120.67
AMAT,2026-02-12T16:00:00,2026-02-13,amc,18.18,2.15,2.54,334.08,366.99,361.75,9.850933908045988,-1.4278318210305452,0.13351862448567342,-0.1280688847107636,0.07902122673641987,0.07902122673641987,-0.12261914493583159,0.21526472110955375,-0.20436524155971192,12.095905172413811,-2.6730124521072818,367.48,366.52,367.28
DXCM,2026-02-12T16:00:00,2026-02-13,amc,4.5,0.65,0.68,66.855,64.69,70.91,-3.238351656570193,9.615087339619732,0.4019168341320212,0.4019168341320212,0.4019168341320212,0.4019168341320212,0.4019168341320212,,,0.037394360930353976,-8.757759329893055,64.95,64.95,64.95
VRTX,2026-02-12T16:00:00,2026-02-13,amc,1.43,4.58,4.65,466.65,460.06,497.0,-1.4121932926175917,8.029387471199412,0.0,0.0,0.0,0.0,0.0,,,0.7821707918139964,-3.332261866495223,460.06,460.06,460.06
ADI,2026-02-18T07:00:00,2026-02-18,bmo,6.55,2.31,2.46,333.67,341.93,345.92,2.4754997452572924,1.1669055069751133,0.8744479864299715,0.5819904658848296,0.0,0.0,0.0,0.9358640657444406,0.0,,,344.92,343.92,341.93
CDNS,2026-02-17T16:00:00,2026-02-18,amc,4.07,1.91,1.99,287.09,299.63,310.37,4.367968232958308,3.5844207856356114,0.0,0.0,0.09011113706904883,0.09011113706904883,0.4538931348663455,0.4805927310349345,0.0,7.96614302135219,-1.4490229544741995,299.63,299.63,299.9
PANW,2026-02-17T16:00:00,2026-02-18,amc,9.94,0.94,1.03,161.62,151.5,154.02,-6.261601286969443,1.6633663366336648,-0.1980198019802093,-0.09240924092408509,-0.16501650165016146,-0.16501650165016146,0.17161716171616437,0.0066006600659918035,-0.45544554455445585,8.154931320381142,-7.4990718970424535,151.2,151.36,151.25
VRSK,2026-02-18T07:00:00,2026-02-18,bmo,12.92,1.61,1.82,179.48,176.93,180.38,-1.4207711165589387,1.9499236986378676,0.01130390549934912,0.01130390549934912,0.01130390549934912,0.01130390549934912,3.724636862035835,,,-1.3483396478716214,-1.3483396478716214,176.95,176.95,176.95
BKNG,2026-02-18T16:00:00,2026-02-19,amc,0.27,1.95,1.95,169.57,170.41,157.26,0.49537064339211234,-7.716683293233972,0.0,0.0,0.23472800891966017,0.23472800891966017,0.23472800891966017,0.0,0.0,2.83658666037625,-1.8576399127204102,170.41,170.41,170.81
DASH,2026-02-18T16:00:00,2026-02-19,amc,-17.73,0.58,0.48,172.01,195.28,182.24,13.52828323934656,-6.67759115116755,-0.20995493650143304,-0.4506349856616132,-0.501843506759525,-0.501843506759525,-0.7271609995903261,0.11265874641539497,-0.7578861122490732,15.580489506424055,-11.778384977617574,194.87,194.4,194.3
INSM,2026-02-19T07:00:00,2026-02-19,bmo,-31.92,-1.17,-1.54,153.52,149.62,158.2278,-2.540385617509122,5.753107873278962,-0.04678518914583707,-0.04678518914583707,-0.04678518914583707,-0.04678518914583707,-0.04678518914583707,,,,,149.55,149.55,149.55
WMT,2026-02-19T06:00:00,2026-02-19,bmo,1.79,0.73,0.74,127.23,125.06,128.24,-1.705572585082138,2.542779465856393,-0.12793858947705017,-0.09595394210779595,-0.08795778026546852,-0.08795778026546852,-0.08795778026546852,0.14393091316167173,-0.25587717895411144,-1.4461997956456862,-1.9570855930205244,124.9,124.94,124.95
