variant,events,win_rate_pct,mean_return_pct,median_return_pct,compounded_return_pct,labeled_match_pct,params
neg_long_t15_start690_end870_reb4_vwap0.5_imp1_exittime_20_lvwap1_lgain2,3,66.66666666666666,-5.1278865113557535,0.9050000000000002,-15.9599299520764,66.66666666666666,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'time_20', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp1_exitema_roll_lvwap0.5_lgain1,3,66.66666666666666,-5.1278865113557535,0.9050000000000002,-15.9599299520764,66.66666666666666,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp1_exitema_roll_lvwap0.5_lgain2,3,66.66666666666666,-5.1278865113557535,0.9050000000000002,-15.9599299520764,66.66666666666666,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp1_exitema_roll_lvwap1_lgain1,3,66.66666666666666,-5.1278865113557535,0.9050000000000002,-15.9599299520764,66.66666666666666,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp1_exitema_roll_lvwap1_lgain2,3,66.66666666666666,-5.1278865113557535,0.9050000000000002,-15.9599299520764,66.66666666666666,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t12.5_start720_end870_reb2_vwap0.5_imp0.5_exitema_roll_lvwap0.5_lgain1,14,64.28571428571429,-1.090508157795059,0.6080581419025122,-15.967217953575851,42.857142857142854,"{'downside_prev_close_min': 12.5, 'start_minute': 720, 'max_minute': 870, 'rebound_from_trough_min': 2.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t12.5_start720_end870_reb2_vwap0.5_imp0.5_exitema_roll_lvwap1_lgain1,14,64.28571428571429,-1.090508157795059,0.6080581419025122,-15.967217953575851,42.857142857142854,"{'downside_prev_close_min': 12.5, 'start_minute': 720, 'max_minute': 870, 'rebound_from_trough_min': 2.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t10_start780_end900_reb3_vwap0.5_imp0.5_exitema_roll_lvwap0.5_lgain2,21,47.61904761904761,-0.6832388638406856,-0.19052754560978657,-15.984733986450584,52.38095238095239,"{'downside_prev_close_min': 10.0, 'start_minute': 780, 'max_minute': 900, 'rebound_from_trough_min': 3.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t10_start780_end900_reb3_vwap0.5_imp0.5_exitema_roll_lvwap1_lgain2,21,47.61904761904761,-0.6832388638406856,-0.19052754560978657,-15.984733986450584,52.38095238095239,"{'downside_prev_close_min': 10.0, 'start_minute': 780, 'max_minute': 900, 'rebound_from_trough_min': 3.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'ema_roll', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t7.5_start690_end870_reb2_vwap-0.5_imp1_exitvwap_touch_lvwap1_lgain1,39,48.717948717948715,-0.41081811699066645,-0.0350521169633744,-16.000823833735588,46.15384615384615,"{'downside_prev_close_min': 7.5, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 2.0, 'vwap_reclaim_min': -0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'vwap_touch', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
neg_long_t7.5_start690_end870_reb2_vwap-0.5_imp1_exitvwap_touch_lvwap1_lgain2,39,48.717948717948715,-0.41081811699066645,-0.0350521169633744,-16.000823833735588,46.15384615384615,"{'downside_prev_close_min': 7.5, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 2.0, 'vwap_reclaim_min': -0.5, 'rebound_impulse_min': 1.0, 'long_exit_mode': 'vwap_touch', 'long_vwap_touch_buffer': 1.0, 'long_ema_roll_gain_min': 2.0, 'long_max_hold_bars': 20}"
neg_long_t15_start690_end870_reb4_vwap0.5_imp0.5_exittime_10_lvwap0.5_lgain1,5,60.0,-3.126270401906832,0.1288847208918753,-16.00311408388143,80.0,"{'downside_prev_close_min': 15.0, 'start_minute': 690, 'max_minute': 870, 'rebound_from_trough_min': 4.0, 'vwap_reclaim_min': 0.5, 'rebound_impulse_min': 0.5, 'long_exit_mode': 'time_10', 'long_vwap_touch_buffer': 0.5, 'long_ema_roll_gain_min': 1.0, 'long_max_hold_bars': 20}"
