label,eligible_events,triggered_events,coverage_pct,total_trades,win_rate_pct,mean_event_return_pct,median_event_return_pct,compounded_event_return_pct,mean_trade_return_pct,max_drawdown_pct,params
failed_reclaim_pc15_start720_break0.00_reb0.25_lh3.0,56,7,12.5,7,85.71428571428571,2.365285714285714,2.031,17.55130293316953,2.365285714285714,-0.7809999999999984,"{'label': 'failed_reclaim_pc15_start720_break0.00_reb0.25_lh3.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 720, 'max_minute': 840, 'vwap_break_min': 0.0, 'rebound_min': 0.25, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 3.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start720_break0.50_reb0.25_lh3.0,56,7,12.5,7,85.71428571428571,2.365285714285714,2.031,17.55130293316953,2.365285714285714,-0.7809999999999984,"{'label': 'failed_reclaim_pc15_start720_break0.50_reb0.25_lh3.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 720, 'max_minute': 840, 'vwap_break_min': 0.5, 'rebound_min': 0.25, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 3.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start720_break0.00_reb0.50_lh3.0,56,7,12.5,7,85.71428571428571,2.2089999999999996,1.569,16.29433361401107,2.2089999999999996,-0.7809999999999984,"{'label': 'failed_reclaim_pc15_start720_break0.00_reb0.50_lh3.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 720, 'max_minute': 840, 'vwap_break_min': 0.0, 'rebound_min': 0.5, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 3.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start720_break0.50_reb0.50_lh3.0,56,7,12.5,7,85.71428571428571,2.2089999999999996,1.569,16.29433361401107,2.2089999999999996,-0.7809999999999984,"{'label': 'failed_reclaim_pc15_start720_break0.50_reb0.50_lh3.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 720, 'max_minute': 840, 'vwap_break_min': 0.5, 'rebound_min': 0.5, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 3.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start780_break0.00_reb0.25_lh3.0,56,7,12.5,7,71.42857142857143,1.953857142857143,1.18,14.096742818990137,1.953857142857143,-2.610000000000001,"{'label': 'failed_reclaim_pc15_start780_break0.00_reb0.25_lh3.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 780, 'max_minute': 840, 'vwap_break_min': 0.0, 'rebound_min': 0.25, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 3.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start780_break0.50_reb0.25_lh3.0,56,7,12.5,7,71.42857142857143,1.953857142857143,1.18,14.096742818990137,1.953857142857143,-2.610000000000001,"{'label': 'failed_reclaim_pc15_start780_break0.50_reb0.25_lh3.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 780, 'max_minute': 840, 'vwap_break_min': 0.5, 'rebound_min': 0.25, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 3.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start780_break0.00_reb0.50_lh3.0,56,7,12.5,7,71.42857142857143,1.785857142857143,0.836,12.781028907005387,1.785857142857143,-2.60999999999999,"{'label': 'failed_reclaim_pc15_start780_break0.00_reb0.50_lh3.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 780, 'max_minute': 840, 'vwap_break_min': 0.0, 'rebound_min': 0.5, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 3.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start780_break0.50_reb0.50_lh3.0,56,7,12.5,7,71.42857142857143,1.785857142857143,0.836,12.781028907005387,1.785857142857143,-2.60999999999999,"{'label': 'failed_reclaim_pc15_start780_break0.50_reb0.50_lh3.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 780, 'max_minute': 840, 'vwap_break_min': 0.5, 'rebound_min': 0.5, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 3.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start720_break0.00_reb0.50_lh2.0,56,10,17.857142857142858,10,60.0,0.6889000000000001,0.7004999999999999,6.498665952537763,0.6889000000000001,-5.645707570000013,"{'label': 'failed_reclaim_pc15_start720_break0.00_reb0.50_lh2.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 720, 'max_minute': 840, 'vwap_break_min': 0.0, 'rebound_min': 0.5, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 2.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start720_break0.50_reb0.50_lh2.0,56,10,17.857142857142858,10,60.0,0.6889000000000001,0.7004999999999999,6.498665952537763,0.6889000000000001,-5.645707570000013,"{'label': 'failed_reclaim_pc15_start720_break0.50_reb0.50_lh2.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 720, 'max_minute': 840, 'vwap_break_min': 0.5, 'rebound_min': 0.5, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 2.0, 'breakdown_impulse_min': 0.5}"
failed_reclaim_pc15_start780_break0.00_reb0.50_lh2.0,56,9,16.071428571428573,9,55.55555555555556,0.7316666666666666,0.607,6.169525239134521,0.7316666666666666,-6.71703919253498,"{'label': 'failed_reclaim_pc15_start780_break0.00_reb0.50_lh2.0', 'overshoot_prev_close_min': 15.0, 'start_minute': 780, 'max_minute': 840, 'vwap_break_min': 0.0, 'rebound_min': 0.5, 'reclaim_window_bars': 10, 'reclaim_vwap_buffer': 0.0, 'lower_high_min': 2.0, 'breakdown_impulse_min': 0.5}"
