entry_weekday,trades,total_pnl,avg_pnl,mean_return_pct,win_rate_pct,compounded_return_pct
Monday,17,355.9245462442591,20.93673801436818,2.1724875355906086,76.47058823529412,42.906446352762885
Tuesday,20,-175.11739290064614,-8.755869645032307,-0.7965468969150449,30.0,-15.273782128575109
Wednesday,13,72.63432894376815,5.58725607259755,0.63859993203077,46.15384615384615,8.005964567023739
Thursday,12,129.2052843986088,10.7671070332174,1.159341479180738,58.333333333333336,13.983366006072618
Friday,12,68.66169063995845,5.721807553329871,0.6549147408009591,58.333333333333336,7.29908640907464
