date,open,high,low,close,volume
2023-04-03 00:00:00,183.86,185.035,181.4,184.51,9178329.0
2023-04-04 00:00:00,184.25,188.4,183.96,187.96,13752322.0
2023-04-05 00:00:00,188.32,188.86,186.78,187.81,11417118.0
2023-04-06 00:00:00,187.37,187.8,185.95,186.83,6543388.0
2023-04-10 00:00:00,186.84,186.84,184.19,185.24,6231855.0
2023-04-11 00:00:00,185.9,186.51,185.54,186.33,6008835.0
2023-04-12 00:00:00,186.98,188.49,185.97,187.55,9905470.0
2023-04-13 00:00:00,188.19,190.41,188.0,189.61,14041874.0
2023-04-14 00:00:00,189.21,190.26,185.17,186.21,13245425.0
2023-04-17 00:00:00,186.89,186.9,184.1,185.45,7458027.0
2023-04-18 00:00:00,186.1,186.99,185.04,186.38,8015938.0
2023-04-19 00:00:00,186.38,186.38,183.02,185.31,7285216.0
2023-04-20 00:00:00,185.43,187.03,185.2,186.32,5781106.0
2023-04-21 00:00:00,185.22,185.68,183.22,184.25,10689030.0
2023-04-24 00:00:00,184.29,185.58,183.46,185.44,8187012.0
2023-04-25 00:00:00,184.97,186.2204,183.63,185.98,8370540.0
2023-04-26 00:00:00,185.58,186.68,184.3,185.05,8029701.0
2023-04-27 00:00:00,185.73,186.25,183.38,184.72,9043060.0
2023-04-28 00:00:00,184.2,185.38,183.69,184.9,6588824.0
2023-05-01 00:00:00,184.08,186.39,183.75,184.2,7977246.0
2023-05-02 00:00:00,184.0,187.7,183.99,187.3596,13485150.0
2023-05-03 00:00:00,187.39,195.0,186.2,190.72,11126461.0
2023-05-04 00:00:00,189.94,191.36,188.74,190.45,14106022.0
2023-05-05 00:00:00,190.45,190.45,185.77,187.25,12502081.0
2023-05-08 00:00:00,187.77,188.67,187.49,187.77,6047406.0
2023-05-09 00:00:00,188.03,189.33,187.87,189.22,7088496.0
2023-05-10 00:00:00,188.75,190.3,187.82,188.77,9372845.0
2023-05-11 00:00:00,188.06,189.84,186.86,187.35,8235133.0
2023-05-12 00:00:00,186.7,187.92,185.91,186.94,7061414.0
2023-05-15 00:00:00,187.55,187.88,186.9006,187.16,5509211.0
2023-05-16 00:00:00,187.06,187.2,184.4601,184.87,9476164.0
2023-05-17 00:00:00,184.75,184.78,183.48,184.1904,7307088.0
2023-05-18 00:00:00,183.43,184.05,181.335,181.95,8806270.0
2023-05-19 00:00:00,182.6,184.34,181.81,183.75,8236982.0
2023-05-22 00:00:00,183.66,184.1496,182.91,183.0,4827601.0
2023-05-23 00:00:00,181.87,183.76,181.6,183.5,6315720.0
2023-05-24 00:00:00,183.51,184.36,181.75,182.03,6726170.0
2023-05-25 00:00:00,182.06,182.46,180.1,180.26,6882496.0
2023-05-26 00:00:00,181.53,181.5996,180.09,180.761,5759462.0
2023-05-30 00:00:00,180.42,182.4,179.94,181.98,4899124.0
2023-05-31 00:00:00,181.9,183.445,181.84,182.64,8493948.0
2023-06-01 00:00:00,182.64,184.21,181.56,183.7,7294800.0
2023-06-02 00:00:00,183.58,183.96,180.93,180.93,8769297.0
2023-06-05 00:00:00,180.5,182.44,180.05,182.17,6396805.0
2023-06-06 00:00:00,181.89,182.65,181.52,182.16,4961644.0
2023-06-07 00:00:00,181.7,183.0,180.1,180.6,9039187.0
2023-06-08 00:00:00,182.25,183.04,180.61,182.5,6390013.0
2023-06-09 00:00:00,182.38,183.12,181.72,182.05,4349467.0
2023-06-12 00:00:00,182.49,182.62,181.04,182.05,4862602.0
2023-06-13 00:00:00,182.0,183.01,180.165,180.57,5092255.0
2023-06-14 00:00:00,181.11,182.02,180.14,180.53,6801173.0
2023-06-15 00:00:00,179.71,182.05,178.8,181.92,6731121.0
2023-06-16 00:00:00,182.14,182.77,181.41,182.07,8773772.0
2023-06-20 00:00:00,181.53,181.53,179.22,179.86,7518902.0
2023-06-21 00:00:00,179.78,179.95,178.19,179.68,6676688.0
2023-06-22 00:00:00,179.22,179.41,177.6,177.75,7944344.0
2023-06-23 00:00:00,178.09,179.95,177.64,178.85,5363417.0
2023-06-26 00:00:00,179.0,179.5,178.42,178.53,3196090.0
2023-06-27 00:00:00,178.78,179.29,177.43,177.82,4963611.0
2023-06-28 00:00:00,177.6,177.85,176.7,177.39,5841988.0
2023-06-29 00:00:00,176.91,177.63,175.79,177.17,6789245.0
2023-06-30 00:00:00,176.58,178.53,176.58,178.2,6308285.0
2023-07-03 00:00:00,177.55,179.34,177.51,178.46,4050099.0
2023-07-05 00:00:00,178.96,179.65,177.8,177.92,5345704.0
2023-07-06 00:00:00,176.69,178.95,176.66,177.41,5068999.0
2023-07-07 00:00:00,177.77,179.65,177.4,178.75,5164396.0
2023-07-10 00:00:00,178.5,178.92,177.62,178.68,3252077.0
2023-07-11 00:00:00,179.4,179.99,179.13,179.5399,2808111.0
2023-07-12 00:00:00,179.56,181.95,179.55,181.76,7035225.0
2023-07-13 00:00:00,182.1,182.22,181.29,182.04,4523078.0
2023-07-14 00:00:00,181.74,182.21,181.1101,181.92,5383479.0
