,symbol,regime,direction,entry_price,exit_price,outcome,return_pct (%),PnL ($),entry_time,exit_time,notes
551,UVXY,normal,Long,70.25,69.69536038687902,SL hit,-0.7895225809551363,-8.695225809551363,2025-08-12T12:36:00.000,2025-08-12T14:16:00.000,Entry: Long @ 70.2500 (next-bar open) | regime=normal | SL=69.6954 | TP=72.0662
550,UVXY,normal,Short,76.1,76.24342140442825,SL hit,-0.18846439478088398,-2.6846439478088397,2025-08-07T14:25:00.000,2025-08-07T14:26:00.000,Entry: Short @ 76.1000 (next-bar open) | regime=normal | SL=76.2434 | TP=75.1400
549,UVXY,normal,Long,81,80.70274784968325,SL hit,-0.366977963354014,-4.469779633540139,2025-08-05T15:03:00.000,2025-08-05T15:06:00.000,Entry: Long @ 81.0000 (next-bar open) | regime=normal | SL=80.7027 | TP=81.8515
548,UVXY,normal,Long,81.93,81.65493797370397,SL hit,-0.3357280926352264,-4.157280926352264,2025-08-04T13:46:00.000,2025-08-04T13:47:00.000,Entry: Long @ 81.9300 (next-bar open) | regime=normal | SL=81.6549 | TP=82.8608
547,UVXY,normal,Long,87.32,86.84815834782735,SL hit,-0.5403591985486057,-6.203591985486057,2025-08-01T18:31:00.000,2025-08-01T18:32:00.000,Entry: Long @ 87.3200 (next-bar open) | regime=normal | SL=86.8482 | TP=88.5521
546,UVXY,normal,Long,83.3,84.43699999999998,TP hit,1.36494597839134,12.8494597839134,2025-08-01T16:07:00.000,2025-08-01T16:29:00.000,Entry: Long @ 83.3000 (next-bar open) | regime=normal | SL=83.0981 | TP=84.4370
545,UVXY,normal,Long,84.08,85.10600000000001,TP hit,1.2202664129400695,11.402664129400694,2025-08-01T14:34:00.000,2025-08-01T14:39:00.000,Entry: Long @ 84.0800 (next-bar open) | regime=normal | SL=83.8092 | TP=85.1060
544,UVXY,normal,Long,84.45,83.97343591053172,SL hit,-0.564315085219992,-6.44315085219992,2025-08-01T14:27:00.000,2025-08-01T14:34:00.000,Entry: Long @ 84.4500 (next-bar open) | regime=normal | SL=83.9734 | TP=85.6435
543,UVXY,normal,Long,81.6,81.34463409353566,SL hit,-0.3129484147847232,-3.9294841478472318,2025-08-01T12:41:00.000,2025-08-01T12:42:00.000,Entry: Long @ 81.6000 (next-bar open) | regime=normal | SL=81.3446 | TP=82.6356
542,UVXY,normal,Short,76.8,76.94459022972207,SL hit,-0.18826852828394508,-2.6826852828394507,2025-07-31T17:31:00.000,2025-07-31T17:32:00.000,Entry: Short @ 76.8000 (next-bar open) | regime=normal | SL=76.9446 | TP=75.7745
541,UVXY,normal,Long,76,75.91222857798286,SL hit,-0.11548871318044905,-1.9548871318044905,2025-07-30T20:03:00.000,2025-07-30T20:04:00.000,Entry: Long @ 76.0000 (next-bar open) | regime=normal | SL=75.9122 | TP=77.5235
540,UVXY,normal,Long,77.2,76.9232405300448,SL hit,-0.35849672273990824,-4.384967227399082,2025-07-30T19:56:00.000,2025-07-30T19:57:00.000,Entry: Long @ 77.2000 (next-bar open) | regime=normal | SL=76.9232 | TP=78.0400
539,UVXY,normal,Long,111.18,110.70263723205892,SL hit,-0.4293602877685626,-5.093602877685626,2025-06-23T17:06:00.000,2025-06-23T17:10:00.000,Entry: Long @ 111.1800 (next-bar open) | regime=normal | SL=110.7026 | TP=112.6200
538,UVXY,normal,Long,111.42,110.78721142114478,SL hit,-0.5679308731423681,-6.479308731423681,2025-06-23T16:43:00.000,2025-06-23T16:46:00.000,Entry: Long @ 111.4200 (next-bar open) | regime=normal | SL=110.7872 | TP=113.8948
537,UVXY,normal,Long,107.8,107.2384722488324,SL hit,-0.5208977283558467,-6.008977283558466,2025-06-20T15:32:00.000,2025-06-20T15:33:00.000,Entry: Long @ 107.8000 (next-bar open) | regime=normal | SL=107.2385 | TP=109.3433
536,UVXY,normal,Long,108.85,108.35770009819417,SL hit,-0.45227368103428767,-5.322736810342876,2025-06-20T15:26:00.000,2025-06-20T15:27:00.000,Entry: Long @ 108.8500 (next-bar open) | regime=normal | SL=108.3577 | TP=110.2190
535,UVXY,normal,Short,109.85,110.15639863502454,SL hit,-0.27892456533868915,-3.5892456533868913,2025-06-18T18:56:00.000,2025-06-18T18:57:00.000,Entry: Short @ 109.8500 (next-bar open) | regime=normal | SL=110.1564 | TP=108.3123
534,UVXY,normal,Long,107.35,107.12952614020425,SL hit,-0.2053785373039086,-2.853785373039086,2025-06-18T18:42:00.000,2025-06-18T18:43:00.000,Entry: Long @ 107.3500 (next-bar open) | regime=normal | SL=107.1295 | TP=108.7026
533,UVXY,normal,Long,107.85,109.38020941558443,TP hit,1.418831168831189,13.38831168831189,2025-06-18T18:33:00.000,2025-06-18T18:35:00.000,Entry: Long @ 107.8500 (next-bar open) | regime=normal | SL=107.5697 | TP=109.3802
532,UVXY,normal,Long,109.05,108.49636864587505,SL hit,-0.5076857901191615,-5.876857901191615,2025-06-18T14:13:00.000,2025-06-18T14:15:00.000,Entry: Long @ 109.0500 (next-bar open) | regime=normal | SL=108.4964 | TP=111.4465
531,UVXY,normal,Long,110.45,110.10785723966407,SL hit,-0.30977162547390846,-3.897716254739085,2025-06-18T14:09:00.000,2025-06-18T14:10:00.000,Entry: Long @ 110.4500 (next-bar open) | regime=normal | SL=110.1079 | TP=111.9898
530,UVXY,normal,Long,111.67,111.19706785532605,SL hit,-0.42350868153841464,-5.035086815384147,2025-06-18T13:54:00.000,2025-06-18T14:04:00.000,Entry: Long @ 111.6700 (next-bar open) | regime=normal | SL=111.1971 | TP=113.2069
529,UVXY,normal,Long,110.45,111.8206204710145,TP hit,1.2409420289855049,11.609420289855048,2025-06-17T19:51:00.000,2025-06-17T19:55:00.000,Entry: Long @ 110.4500 (next-bar open) | regime=normal | SL=109.9659 | TP=111.8206
528,UVXY,normal,Long,111.05,110.9738947936928,SL hit,-0.06853237848463763,-1.4853237848463765,2025-06-17T19:41:00.000,2025-06-17T19:48:00.000,Entry: Long @ 111.0500 (next-bar open) | regime=normal | SL=110.9739 | TP=112.6033
527,UVXY,normal,Long,115.03,116.41525914819645,TP hit,1.204259017818355,11.24259017818355,2025-06-13T19:15:00.000,2025-06-13T19:24:00.000,Entry: Long @ 115.0300 (next-bar open) | regime=normal | SL=114.6667 | TP=116.4153
526,UVXY,normal,Long,109.25,108.42464616187158,SL hit,-0.755472620712514,-8.35472620712514,2025-06-13T15:03:00.000,2025-06-13T15:30:00.000,Entry: Long @ 109.2500 (next-bar open) | regime=normal | SL=108.4246 | TP=111.5256
525,UVXY,normal,Long,101.35,100.87576083564039,SL hit,-0.46792221446433374,-5.479222144643337,2025-06-11T19:56:00.000,2025-06-11T20:00:00.000,Entry: Long @ 101.3500 (next-bar open) | regime=normal | SL=100.8758 | TP=102.7183
524,UVXY,normal,Short,101.1,101.89023418425352,SL hit,-0.781636186205263,-8.61636186205263,2025-06-11T18:15:00.000,2025-06-11T18:16:00.000,Entry: Short @ 101.1000 (next-bar open) | regime=normal | SL=101.8902 | TP=99.0040
523,UVXY,normal,Long,98.9,98.52919437615788,SL hit,-0.37492985221651226,-4.549298522165122,2025-06-11T12:36:00.000,2025-06-11T12:37:00.000,Entry: Long @ 98.9000 (next-bar open) | regime=normal | SL=98.5292 | TP=100.4333
522,UVXY,normal,Long,108.85,108.57205150056426,SL hit,-0.2553500224490009,-3.353500224490009,2025-06-05T19:37:00.000,2025-06-05T19:38:00.000,Entry: Long @ 108.8500 (next-bar open) | regime=normal | SL=108.5721 | TP=110.2152
521,UVXY,normal,Short,106.15,106.3505364900335,SL hit,-0.18891803111964164,-2.6891803111964165,2025-06-05T16:53:00.000,2025-06-05T17:00:00.000,Entry: Short @ 106.1500 (next-bar open) | regime=normal | SL=106.3505 | TP=104.3815
520,UVXY,normal,Long,103.93,103.50986313277853,SL hit,-0.4042498481876962,-4.842498481876962,2025-06-05T14:57:00.000,2025-06-05T15:00:00.000,Entry: Long @ 103.9300 (next-bar open) | regime=normal | SL=103.5099 | TP=105.0260
519,UVXY,normal,Long,111.85,114.02552747989276,TP hit,1.9450402144772143,18.65040214477214,2025-06-02T13:37:00.000,2025-06-02T13:53:00.000,Entry: Long @ 111.8500 (next-bar open) | regime=normal | SL=111.4139 | TP=114.0255
518,UVXY,normal,Long,112.86,112.38972743911589,SL hit,-0.41668665681739503,-4.96686656817395,2025-05-30T18:22:00.000,2025-05-30T19:03:00.000,Entry: Long @ 112.8600 (next-bar open) | regime=normal | SL=112.3897 | TP=114.1688
517,UVXY,normal,Long,113.25,112.91499972871208,SL hit,-0.29580597906218503,-3.75805979062185,2025-05-30T18:19:00.000,2025-05-30T18:20:00.000,Entry: Long @ 113.2500 (next-bar open) | regime=normal | SL=112.9150 | TP=114.5035
516,UVXY,normal,Long,115.33,114.92886023503543,SL hit,-0.34781909734203476,-4.278190973420347,2025-05-30T17:41:00.000,2025-05-30T17:52:00.000,Entry: Long @ 115.3300 (next-bar open) | regime=normal | SL=114.9289 | TP=116.7132
515,UVXY,normal,Long,116.75,118.16674269682171,TP hit,1.213484108626736,11.33484108626736,2025-05-30T17:08:00.000,2025-05-30T17:21:00.000,Entry: Long @ 116.7500 (next-bar open) | regime=normal | SL=116.3499 | TP=118.1667
514,UVXY,normal,Long,111.6,110.98634657966417,SL hit,-0.5498686562148947,-6.298686562148947,2025-05-30T14:13:00.000,2025-05-30T14:39:00.000,Entry: Long @ 111.6000 (next-bar open) | regime=normal | SL=110.9863 | TP=113.1838
513,UVXY,normal,Long,110.9,110.49995093227346,SL hit,-0.360729547093365,-4.40729547093365,2025-05-29T14:27:00.000,2025-05-29T14:28:00.000,Entry: Long @ 110.9000 (next-bar open) | regime=normal | SL=110.5000 | TP=112.1265
512,UVXY,normal,Long,124.55,123.78513452811394,SL hit,-0.6141031488446842,-6.941031488446843,2025-05-23T14:35:00.000,2025-05-23T14:47:00.000,Entry: Long @ 124.5500 (next-bar open) | regime=normal | SL=123.7851 | TP=127.3750
511,UVXY,normal,Long,127.05,126.7231372851764,SL hit,-0.25727092862935125,-3.372709286293513,2025-05-23T14:13:00.000,2025-05-23T14:15:00.000,Entry: Long @ 127.0500 (next-bar open) | regime=normal | SL=126.7231 | TP=129.3313
510,UVXY,normal,Long,127.17,130.918,TP hit,2.947235983329405,28.67235983329405,2025-05-23T13:36:00.000,2025-05-23T13:48:00.000,Entry: Long @ 127.1700 (next-bar open) | regime=normal | SL=126.0763 | TP=130.9180
509,UVXY,normal,Long,128.75,127.99999553402104,SL hit,-0.5825277405661832,-6.625277405661832,2025-05-23T13:33:00.000,2025-05-23T13:34:00.000,Entry: Long @ 128.7500 (next-bar open) | regime=normal | SL=128.0000 | TP=131.6368
508,UVXY,normal,Long,130.6,130.04942010277077,SL hit,-0.4215772566839409,-5.015772566839408,2025-05-23T12:29:00.000,2025-05-23T12:30:00.000,Entry: Long @ 130.6000 (next-bar open) | regime=normal | SL=130.0494 | TP=132.2788
507,UVXY,normal,Long,115.3,117.92286259211097,TP hit,2.2748157780667624,21.948157780667625,2025-05-22T14:01:00.000,2025-05-22T14:37:00.000,Entry: Long @ 115.3000 (next-bar open) | regime=normal | SL=114.4412 | TP=117.9229
506,UVXY,normal,Long,116.25,115.48132491484384,SL hit,-0.6612258797042248,-7.412258797042248,2025-05-22T13:58:00.000,2025-05-22T14:00:00.000,Entry: Long @ 116.2500 (next-bar open) | regime=normal | SL=115.4813 | TP=118.4771
505,UVXY,normal,Long,118,117.492301000106,SL hit,-0.430253389740681,-5.10253389740681,2025-05-22T13:52:00.000,2025-05-22T13:53:00.000,Entry: Long @ 118.0000 (next-bar open) | regime=normal | SL=117.4923 | TP=119.6208
504,UVXY,normal,Long,120.2,119.71985370491781,SL hit,-0.39945615231463627,-4.7945615231463625,2025-05-22T12:53:00.000,2025-05-22T12:55:00.000,Entry: Long @ 120.2000 (next-bar open) | regime=normal | SL=119.7199 | TP=121.8751
503,UVXY,normal,Long,121,120.48471885934654,SL hit,-0.4258521823582287,-5.058521823582287,2025-05-22T12:49:00.000,2025-05-22T12:51:00.000,Entry: Long @ 121.0000 (next-bar open) | regime=normal | SL=120.4847 | TP=122.4843
502,UVXY,normal,Long,118.4,117.83186230487779,SL hit,-0.4798460262856568,-5.598460262856568,2025-05-21T19:39:00.000,2025-05-21T19:41:00.000,Entry: Long @ 118.4000 (next-bar open) | regime=normal | SL=117.8319 | TP=119.8504
501,UVXY,normal,Long,115.94,117.21443968938739,TP hit,1.099223468507325,10.192234685073249,2025-05-21T18:37:00.000,2025-05-21T18:47:00.000,Entry: Long @ 115.9400 (next-bar open) | regime=normal | SL=115.4807 | TP=117.2144
500,UVXY,normal,Long,113.15,115.58107427055704,TP hit,2.148541114058359,20.685411140583593,2025-05-21T17:40:00.000,2025-05-21T17:52:00.000,Entry: Long @ 113.1500 (next-bar open) | regime=normal | SL=112.1940 | TP=115.5811
499,UVXY,normal,Long,111.88,111.73828201549964,SL hit,-0.12666963219553112,-2.066696321955311,2025-05-19T13:40:00.000,2025-05-19T13:41:00.000,Entry: Long @ 111.8800 (next-bar open) | regime=normal | SL=111.7383 | TP=114.0021
498,UVXY,normal,Long,113.25,115.78141189427312,TP hit,2.2352422907488916,21.552422907488918,2025-05-16T23:06:00.000,2025-05-16T23:42:00.000,Entry: Long @ 113.2500 (next-bar open) | regime=normal | SL=112.3649 | TP=115.7814
497,UVXY,normal,Long,114.6,114.18994966044427,SL hit,-0.3578100694203526,-4.378100694203526,2025-05-16T22:57:00.000,2025-05-16T23:04:00.000,Entry: Long @ 114.6000 (next-bar open) | regime=normal | SL=114.1899 | TP=116.5372
496,UVXY,normal,Long,135.53,137.1768645387454,TP hit,1.2151291512915254,11.351291512915253,2025-05-08T15:43:00.000,2025-05-08T17:34:00.000,Entry: Long @ 135.5300 (next-bar open) | regime=normal | SL=134.9689 | TP=137.1769
495,UVXY,normal,Long,137.15,136.68551242707224,SL hit,-0.3386712161339889,-4.186712161339889,2025-05-08T15:29:00.000,2025-05-08T15:36:00.000,Entry: Long @ 137.1500 (next-bar open) | regime=normal | SL=136.6855 | TP=139.3332
494,UVXY,normal,Long,138.35,137.83569045764924,SL hit,-0.3717452420316291,-4.517452420316292,2025-05-08T15:25:00.000,2025-05-08T15:28:00.000,Entry: Long @ 138.3500 (next-bar open) | regime=normal | SL=137.8357 | TP=139.9189
493,UVXY,normal,Long,139,138.55337991570119,SL hit,-0.3213094131646147,-4.013094131646147,2025-05-08T15:21:00.000,2025-05-08T15:24:00.000,Entry: Long @ 139.0000 (next-bar open) | regime=normal | SL=138.5534 | TP=140.5526
492,UVXY,normal,Long,138.6,140.4968157230436,TP hit,1.3685539127298716,12.885539127298715,2025-05-08T14:34:00.000,2025-05-08T14:44:00.000,Entry: Long @ 138.6000 (next-bar open) | regime=normal | SL=138.2363 | TP=140.4968
491,UVXY,normal,Long,146,145.5437266306674,SL hit,-0.31251600639218663,-3.925160063921866,2025-05-07T19:42:00.000,2025-05-07T19:43:00.000,Entry: Long @ 146.0000 (next-bar open) | regime=normal | SL=145.5437 | TP=147.6704
490,UVXY,normal,Long,146.78,146.20828385498066,SL hit,-0.38950548100513516,-4.695054810051351,2025-05-07T18:41:00.000,2025-05-07T18:42:00.000,Entry: Long @ 146.7800 (next-bar open) | regime=normal | SL=146.2083 | TP=148.5974
489,UVXY,normal,Long,147.07,146.544251637288,SL hit,-0.3574817180335853,-4.374817180335853,2025-05-07T18:38:00.000,2025-05-07T18:41:00.000,Entry: Long @ 147.0700 (next-bar open) | regime=normal | SL=146.5443 | TP=149.0000
488,UVXY,normal,Long,148.49,148.1435005895098,SL hit,-0.23334865007084393,-3.1334865007084396,2025-05-07T18:28:00.000,2025-05-07T18:32:00.000,Entry: Long @ 148.4900 (next-bar open) | regime=normal | SL=148.1435 | TP=150.5871
487,UVXY,normal,Short,149.8,150.5396944143257,SL hit,-0.49378799354185404,-5.73787993541854,2025-05-07T18:07:00.000,2025-05-07T18:08:00.000,Entry: Short @ 149.8000 (next-bar open) | regime=normal | SL=150.5397 | TP=147.5660
486,UVXY,normal,Long,147.55,147.02457278070227,SL hit,-0.3561011313437747,-4.361011313437747,2025-05-06T14:10:00.000,2025-05-06T14:12:00.000,Entry: Long @ 147.5500 (next-bar open) | regime=normal | SL=147.0246 | TP=149.5813
485,UVXY,normal,Short,148.45,149.23137291054354,SL hit,-0.5263542677962633,-6.063542677962632,2025-05-01T20:02:00.000,2025-05-01T20:03:00.000,Entry: Short @ 148.4500 (next-bar open) | regime=normal | SL=149.2314 | TP=146.1300
484,UVXY,normal,Long,154.95,154.2860716275812,SL hit,-0.42847910449743826,-5.0847910449743825,2025-04-30T15:14:00.000,2025-04-30T15:21:00.000,Entry: Long @ 154.9500 (next-bar open) | regime=normal | SL=154.2861 | TP=157.4426
483,UVXY,normal,Long,156.4,155.85103832431875,SL hit,-0.35099851386269515,-4.309985138626952,2025-04-30T15:09:00.000,2025-04-30T15:10:00.000,Entry: Long @ 156.4000 (next-bar open) | regime=normal | SL=155.8510 | TP=158.2651
482,UVXY,normal,Long,158.2,157.46893740688338,SL hit,-0.46211289071846046,-5.421128907184604,2025-04-30T14:14:00.000,2025-04-30T14:24:00.000,Entry: Long @ 158.2000 (next-bar open) | regime=normal | SL=157.4689 | TP=161.4610
481,UVXY,normal,Long,149.65,149.57998801757535,SL hit,-0.04678381718988298,-1.2678381718988299,2025-04-29T12:02:00.000,2025-04-29T12:05:00.000,Entry: Long @ 149.6500 (next-bar open) | regime=normal | SL=149.5800 | TP=153.4714
480,UVXY,normal,Long,150.8,150.08951596210966,SL hit,-0.47114326120049943,-5.511432612004994,2025-04-25T18:12:00.000,2025-04-25T18:16:00.000,Entry: Long @ 150.8000 (next-bar open) | regime=normal | SL=150.0895 | TP=152.5934
479,UVXY,normal,Short,159,159.5153803644322,SL hit,-0.32413859398250927,-4.041385939825093,2025-04-25T13:47:00.000,2025-04-25T13:48:00.000,Entry: Short @ 159.0000 (next-bar open) | regime=normal | SL=159.5154 | TP=157.2735
478,UVXY,normal,Long,162.75,162.48512288316795,SL hit,-0.16275091664027871,-2.4275091664027872,2025-04-23T20:27:00.000,2025-04-23T20:28:00.000,Entry: Long @ 162.7500 (next-bar open) | regime=normal | SL=162.4851 | TP=164.7916
477,UVXY,normal,Long,165.4,165.0583448940024,SL hit,-0.2065629419574383,-2.8656294195743826,2025-04-23T19:53:00.000,2025-04-23T19:54:00.000,Entry: Long @ 165.4000 (next-bar open) | regime=normal | SL=165.0583 | TP=167.8977
476,UVXY,normal,Long,169.35,168.59647857672144,SL hit,-0.44494917229321307,-5.24949172293213,2025-04-23T16:30:00.000,2025-04-23T16:45:00.000,Entry: Long @ 169.3500 (next-bar open) | regime=normal | SL=168.5965 | TP=171.9906
475,UVXY,normal,Short,163.4,163.8180039396279,SL hit,-0.2558163645213638,-3.3581636452136383,2025-04-23T14:51:00.000,2025-04-23T15:00:00.000,Entry: Short @ 163.4000 (next-bar open) | regime=normal | SL=163.8180 | TP=161.0609
474,UVXY,normal,Long,174.8,174.16290917131323,SL hit,-0.36446843746383306,-4.444684374638331,2025-04-22T19:48:00.000,2025-04-22T20:00:00.000,Entry: Long @ 174.8000 (next-bar open) | regime=normal | SL=174.1629 | TP=176.8059
473,UVXY,normal,Long,178.75,180.8397463666853,TP hit,1.169088876467295,10.89088876467295,2025-04-22T14:07:00.000,2025-04-22T14:15:00.000,Entry: Long @ 178.7500 (next-bar open) | regime=normal | SL=178.0318 | TP=180.8397
472,UVXY,normal,Long,185.03,187.06237872397946,TP hit,1.0984049743173878,10.184049743173876,2025-04-21T14:41:00.000,2025-04-21T14:44:00.000,Entry: Long @ 185.0300 (next-bar open) | regime=normal | SL=184.4075 | TP=187.0624
471,UVXY,normal,Long,175.95,178.5377646306818,TP hit,1.4707386363636363,13.907386363636363,2025-04-17T15:15:00.000,2025-04-17T15:27:00.000,Entry: Long @ 175.9500 (next-bar open) | regime=normal | SL=174.9793 | TP=178.5378
470,UVXY,normal,Long,185.75,185.16019636710118,SL hit,-0.3175255089630262,-3.975255089630263,2025-04-16T19:50:00.000,2025-04-16T19:51:00.000,Entry: Long @ 185.7500 (next-bar open) | regime=normal | SL=185.1602 | TP=187.8063
469,UVXY,normal,Long,171.8,171.24498593240637,SL hit,-0.3230582465620757,-4.030582465620758,2025-04-16T14:26:00.000,2025-04-16T14:36:00.000,Entry: Long @ 171.8000 (next-bar open) | regime=normal | SL=171.2450 | TP=174.4102
468,UVXY,normal,Long,172.55,171.98489388029034,SL hit,-0.3275028222020678,-4.075028222020678,2025-04-16T14:23:00.000,2025-04-16T14:25:00.000,Entry: Long @ 172.5500 (next-bar open) | regime=normal | SL=171.9849 | TP=175.1034
467,UVXY,normal,Long,173.45,172.46457606063157,SL hit,-0.5681314150293554,-6.481314150293554,2025-04-16T14:11:00.000,2025-04-16T14:22:00.000,Entry: Long @ 173.4500 (next-bar open) | regime=normal | SL=172.4646 | TP=177.1807
466,UVXY,normal,Long,174.15,173.51042164026686,SL hit,-0.3672571689538617,-4.472571689538617,2025-04-16T14:08:00.000,2025-04-16T14:10:00.000,Entry: Long @ 174.1500 (next-bar open) | regime=normal | SL=173.5104 | TP=177.2766
465,UVXY,normal,Long,171.75,174.5911728754365,TP hit,1.6542491268917108,15.742491268917107,2025-04-16T13:37:00.000,2025-04-16T13:43:00.000,Entry: Long @ 171.7500 (next-bar open) | regime=normal | SL=171.2423 | TP=174.5912
464,UVXY,normal,Long,171.5,169.9907751885921,SL hit,-0.8800144672932386,-9.600144672932386,2025-04-16T08:31:00.000,2025-04-16T08:35:00.000,Entry: Long @ 171.5000 (next-bar open) | regime=normal | SL=169.9908 | TP=178.2929
463,UVXY,normal,Long,164.6,163.98741638164597,SL hit,-0.3721650172260164,-4.521650172260164,2025-04-15T18:42:00.000,2025-04-15T18:46:00.000,Entry: Long @ 164.6000 (next-bar open) | regime=normal | SL=163.9874 | TP=166.4361
462,UVXY,normal,Long,166,165.18963204447124,SL hit,-0.4881734671860008,-5.681734671860007,2025-04-15T18:33:00.000,2025-04-15T18:35:00.000,Entry: Long @ 166.0000 (next-bar open) | regime=normal | SL=165.1896 | TP=168.0418
461,UVXY,normal,Short,163.8,165.02803554116798,SL hit,-0.7497164475994929,-8.29716447599493,2025-04-15T17:01:00.000,2025-04-15T17:23:00.000,Entry: Short @ 163.8000 (next-bar open) | regime=normal | SL=165.0280 | TP=159.9162
460,UVXY,normal,Long,160.2,163.7788829953198,TP hit,2.234009360374417,21.540093603744165,2025-04-15T14:34:00.000,2025-04-15T14:40:00.000,Entry: Long @ 160.2000 (next-bar open) | regime=normal | SL=158.9471 | TP=163.7789
459,UVXY,normal,Long,165.9,167.8675,TP hit,1.185955394816155,11.059553948161549,2025-04-14T19:54:00.000,2025-04-14T19:56:00.000,Entry: Long @ 165.9000 (next-bar open) | regime=normal | SL=165.3341 | TP=167.8675
458,UVXY,normal,Long,166.68,168.9000655462185,TP hit,1.3319327731092554,12.519327731092552,2025-04-14T19:47:00.000,2025-04-14T19:50:00.000,Entry: Long @ 166.6800 (next-bar open) | regime=normal | SL=166.0417 | TP=168.9001
457,UVXY,normal,Short,170.9,169.0523783308931,TP hit,1.0811127379209478,10.011127379209476,2025-04-14T19:33:00.000,2025-04-14T19:34:00.000,Entry: Short @ 170.9000 (next-bar open) | regime=normal | SL=171.4951 | TP=169.0524
456,UVXY,normal,Long,168.84,168.07634307509062,SL hit,-0.452296212336759,-5.3229621233675894,2025-04-14T19:12:00.000,2025-04-14T19:13:00.000,Entry: Long @ 168.8400 (next-bar open) | regime=normal | SL=168.0763 | TP=171.6502
455,UVXY,normal,Long,171.3,173.34809781021897,TP hit,1.1956204379561952,11.156204379561952,2025-04-14T18:36:00.000,2025-04-14T18:52:00.000,Entry: Long @ 171.3000 (next-bar open) | regime=normal | SL=170.6168 | TP=173.3481
454,UVXY,normal,Long,177.45,182.30050084889643,TP hit,2.733446519524624,26.534465195246238,2025-04-14T17:34:00.000,2025-04-14T17:47:00.000,Entry: Long @ 177.4500 (next-bar open) | regime=normal | SL=176.0339 | TP=182.3005
453,UVXY,normal,Long,179.15,177.68290565939733,SL hit,-0.8189195314555796,-8.989195314555797,2025-04-14T17:27:00.000,2025-04-14T17:33:00.000,Entry: Long @ 179.1500 (next-bar open) | regime=normal | SL=177.6829 | TP=183.4130
452,UVXY,normal,Long,182.23,181.63047757868344,SL hit,-0.32899216447157437,-4.089921644715743,2025-04-14T17:21:00.000,2025-04-14T17:22:00.000,Entry: Long @ 182.2300 (next-bar open) | regime=normal | SL=181.6305 | TP=184.6517
451,UVXY,normal,Long,184.4,183.28034746216125,SL hit,-0.6071868426457486,-6.871868426457485,2025-04-14T16:38:00.000,2025-04-14T16:47:00.000,Entry: Long @ 184.4000 (next-bar open) | regime=normal | SL=183.2803 | TP=187.2901
450,UVXY,normal,Long,187.53,186.8395416187314,SL hit,-0.36818556032026795,-4.481855603202679,2025-04-14T16:20:00.000,2025-04-14T16:21:00.000,Entry: Long @ 187.5300 (next-bar open) | regime=normal | SL=186.8395 | TP=191.4564
449,UVXY,normal,Short,176.75,177.44667126389004,SL hit,-0.39415630205942803,-4.74156302059428,2025-04-14T15:06:00.000,2025-04-14T15:07:00.000,Entry: Short @ 176.7500 (next-bar open) | regime=normal | SL=177.4467 | TP=173.1170
448,UVXY,normal,Short,174.8,175.61984297934973,SL hit,-0.46901772274011183,-5.4901772274011185,2025-04-14T15:02:00.000,2025-04-14T15:03:00.000,Entry: Short @ 174.8000 (next-bar open) | regime=normal | SL=175.6198 | TP=172.1550
447,UVXY,normal,Short,174,174.83789867488179,SL hit,-0.4815509625757386,-5.615509625757386,2025-04-14T14:57:00.000,2025-04-14T15:01:00.000,Entry: Short @ 174.0000 (next-bar open) | regime=normal | SL=174.8379 | TP=171.8925
446,UVXY,normal,Long,172.4,171.1574243602788,SL hit,-0.7207515311607863,-8.007515311607863,2025-04-14T14:40:00.000,2025-04-14T14:41:00.000,Entry: Long @ 172.4000 (next-bar open) | regime=normal | SL=171.1574 | TP=175.8300
445,UVXY,normal,Long,177.01,176.55660904429314,SL hit,-0.2561386112122768,-3.3613861121227684,2025-04-14T14:25:00.000,2025-04-14T14:26:00.000,Entry: Long @ 177.0100 (next-bar open) | regime=normal | SL=176.5566 | TP=180.2608
444,UVXY,normal,Long,178.3,177.81024682455842,SL hit,-0.2746792907692609,-3.546792907692609,2025-04-14T14:21:00.000,2025-04-14T14:23:00.000,Entry: Long @ 178.3000 (next-bar open) | regime=normal | SL=177.8102 | TP=180.6708
443,UVXY,normal,Long,179.7,178.82320818047685,SL hit,-0.48791976601176107,-5.679197660117611,2025-04-14T14:04:00.000,2025-04-14T14:05:00.000,Entry: Long @ 179.7000 (next-bar open) | regime=normal | SL=178.8232 | TP=182.2976
442,UVXY,normal,Short,179.8,180.10082102352226,SL hit,-0.1673086893894585,-2.473086893894585,2025-04-14T13:36:00.000,2025-04-14T13:37:00.000,Entry: Short @ 179.8000 (next-bar open) | regime=normal | SL=180.1008 | TP=176.9230
441,UVXY,normal,Long,174.65,177.4480103359173,TP hit,1.6020671834625233,15.220671834625232,2025-04-14T13:30:00.000,2025-04-14T13:31:00.000,Entry: Long @ 174.6500 (next-bar open) | regime=normal | SL=174.5446 | TP=177.4480
440,UVXY,normal,Long,178,179.81994389901823,TP hit,1.0224403927068693,9.424403927068692,2025-04-14T12:39:00.000,2025-04-14T12:53:00.000,Entry: Long @ 178.0000 (next-bar open) | regime=normal | SL=177.2871 | TP=179.8199
