,symbol,regime,direction,entry_price,exit_price,outcome,return_pct (%),PnL ($),entry_time,exit_time,notes
562,UVXY,normal,Long,38.6201,39.47749619679172,TP hit,2.220077619663643,21.40077619663643,2026-02-05T14:51:00.000,2026-02-05T14:57:00.000,Entry: Long @ 38.6201 (next-bar open) | regime=normal | SL=38.2867 | TP=39.4775
561,UVXY,normal,Long,37.6474,38.5000149323424,TP hit,2.2647378898473867,21.847378898473867,2026-02-03T19:19:00.000,2026-02-03T19:30:00.000,Entry: Long @ 37.6474 (next-bar open) | regime=normal | SL=37.3121 | TP=38.5000
560,UVXY,normal,Long,38.76,38.31098514003726,SL hit,-1.1584490711112938,-12.384490711112939,2026-01-21T14:14:00.000,2026-01-21T14:49:00.000,Entry: Long @ 38.7600 (next-bar open) | regime=normal | SL=38.3110 | TP=40.1186
559,UVXY,normal,Long,39.65,39.32555979750447,SL hit,-0.8182602837213887,-8.982602837213888,2026-01-21T14:09:00.000,2026-01-21T14:10:00.000,Entry: Long @ 39.6500 (next-bar open) | regime=normal | SL=39.3256 | TP=40.6626
558,UVXY,normal,Long,38.52,39.759945,TP hit,3.2189641744548254,31.389641744548253,2026-01-20T14:39:00.000,2026-01-20T15:00:00.000,Entry: Long @ 38.5200 (next-bar open) | regime=normal | SL=38.0289 | TP=39.7599
557,UVXY,normal,Long,64.965,64.68071344754343,SL hit,-0.43759955738717476,-5.175995573871747,2025-11-21T16:30:00.000,2025-11-21T16:31:00.000,Entry: Long @ 64.9650 (next-bar open) | regime=normal | SL=64.6807 | TP=66.5180
556,UVXY,normal,Long,63.76,63.32669989285941,SL hit,-0.6795798418139726,-7.595798418139726,2025-11-21T12:38:00.000,2025-11-21T12:40:00.000,Entry: Long @ 63.7600 (next-bar open) | regime=normal | SL=63.3267 | TP=65.3174
555,UVXY,normal,Long,63.5,63.015267750816484,SL hit,-0.763357872729946,-8.43357872729946,2025-11-20T19:21:00.000,2025-11-20T19:43:00.000,Entry: Long @ 63.5000 (next-bar open) | regime=normal | SL=63.0153 | TP=64.8744
554,UVXY,normal,Long,61.69,61.16169422274578,SL hit,-0.856388032508053,-9.36388032508053,2025-11-20T18:07:00.000,2025-11-20T18:09:00.000,Entry: Long @ 61.6900 (next-bar open) | regime=normal | SL=61.1617 | TP=63.7647
553,UVXY,normal,Long,62.794,62.241341204441085,SL hit,-0.8801140165603596,-9.601140165603596,2025-11-20T18:03:00.000,2025-11-20T18:05:00.000,Entry: Long @ 62.7940 (next-bar open) | regime=normal | SL=62.2413 | TP=64.2394
552,UVXY,normal,Long,58.88,58.47821427580891,SL hit,-0.6823806457049816,-7.623806457049816,2025-11-19T14:54:00.000,2025-11-19T14:58:00.000,Entry: Long @ 58.8800 (next-bar open) | regime=normal | SL=58.4782 | TP=60.1616
