,date,series,price
0,2023-01-03T00:00:00.000,GLD actual,171.06
1,2023-01-04T00:00:00.000,GLD actual,172.67
2,2023-01-05T00:00:00.000,GLD actual,170.52
3,2023-01-06T00:00:00.000,GLD actual,173.71
4,2023-01-09T00:00:00.000,GLD actual,174.1
5,2023-01-10T00:00:00.000,GLD actual,174.74
6,2023-01-11T00:00:00.000,GLD actual,174.62
7,2023-01-12T00:00:00.000,GLD actual,176.64
8,2023-01-13T00:00:00.000,GLD actual,178.76
9,2023-01-17T00:00:00.000,GLD actual,177.59
10,2023-01-18T00:00:00.000,GLD actual,177.08
11,2023-01-19T00:00:00.000,GLD actual,179.89
12,2023-01-20T00:00:00.000,GLD actual,179.29
13,2023-01-23T00:00:00.000,GLD actual,179.63
14,2023-01-24T00:00:00.000,GLD actual,180.28
15,2023-01-25T00:00:00.000,GLD actual,181.11
16,2023-01-26T00:00:00.000,GLD actual,179.47
17,2023-01-27T00:00:00.000,GLD actual,179.22
18,2023-01-30T00:00:00.000,GLD actual,178.76
19,2023-01-31T00:00:00.000,GLD actual,179.41
20,2023-02-01T00:00:00.000,GLD actual,181.67
21,2023-02-02T00:00:00.000,GLD actual,177.9
22,2023-02-03T00:00:00.000,GLD actual,173.46
23,2023-02-06T00:00:00.000,GLD actual,173.82
24,2023-02-07T00:00:00.000,GLD actual,173.98
25,2023-02-08T00:00:00.000,GLD actual,174.41
26,2023-02-09T00:00:00.000,GLD actual,173.03
27,2023-02-10T00:00:00.000,GLD actual,173.36
28,2023-02-13T00:00:00.000,GLD actual,172.48
29,2023-02-14T00:00:00.000,GLD actual,172.61
30,2023-02-15T00:00:00.000,GLD actual,170.89
31,2023-02-16T00:00:00.000,GLD actual,170.75
32,2023-02-17T00:00:00.000,GLD actual,171.26
33,2023-02-21T00:00:00.000,GLD actual,170.62
34,2023-02-22T00:00:00.000,GLD actual,169.66
35,2023-02-23T00:00:00.000,GLD actual,169.57
36,2023-02-24T00:00:00.000,GLD actual,168.35
37,2023-02-27T00:00:00.000,GLD actual,169.01
38,2023-02-28T00:00:00.000,GLD actual,169.78
39,2023-03-01T00:00:00.000,GLD actual,170.76
40,2023-03-02T00:00:00.000,GLD actual,170.66
41,2023-03-03T00:00:00.000,GLD actual,172.49
42,2023-03-06T00:00:00.000,GLD actual,171.62
43,2023-03-07T00:00:00.000,GLD actual,168.62
44,2023-03-08T00:00:00.000,GLD actual,168.54
45,2023-03-09T00:00:00.000,GLD actual,170.2
46,2023-03-10T00:00:00.000,GLD actual,173.87
47,2023-03-13T00:00:00.000,GLD actual,177.86
48,2023-03-14T00:00:00.000,GLD actual,176.83
49,2023-03-15T00:00:00.000,GLD actual,178.21
50,2023-03-16T00:00:00.000,GLD actual,178.57
51,2023-03-17T00:00:00.000,GLD actual,183.77
52,2023-03-20T00:00:00.000,GLD actual,183.84
53,2023-03-21T00:00:00.000,GLD actual,180.37
54,2023-03-22T00:00:00.000,GLD actual,183.44
55,2023-03-23T00:00:00.000,GLD actual,185.74
56,2023-03-24T00:00:00.000,GLD actual,183.65
57,2023-03-27T00:00:00.000,GLD actual,181.95
58,2023-03-28T00:00:00.000,GLD actual,183.44
59,2023-03-29T00:00:00.000,GLD actual,182.53
60,2023-03-30T00:00:00.000,GLD actual,184.18
61,2023-03-31T00:00:00.000,GLD actual,183.22
62,2023-04-03T00:00:00.000,GLD actual,184.54
63,2023-04-04T00:00:00.000,GLD actual,187.98
64,2023-04-05T00:00:00.000,GLD actual,187.83
65,2023-04-06T00:00:00.000,GLD actual,186.49
66,2023-04-10T00:00:00.000,GLD actual,185.11
67,2023-04-11T00:00:00.000,GLD actual,186.28
68,2023-04-12T00:00:00.000,GLD actual,187.19
69,2023-04-13T00:00:00.000,GLD actual,189.72
70,2023-04-14T00:00:00.000,GLD actual,186.36
71,2023-04-17T00:00:00.000,GLD actual,185.53
72,2023-04-18T00:00:00.000,GLD actual,186.25
73,2023-04-19T00:00:00.000,GLD actual,185.36
74,2023-04-20T00:00:00.000,GLD actual,186.09
75,2023-04-21T00:00:00.000,GLD actual,184.25
76,2023-04-24T00:00:00.000,GLD actual,184.81
77,2023-04-25T00:00:00.000,GLD actual,185.75
78,2023-04-26T00:00:00.000,GLD actual,184.74
79,2023-04-27T00:00:00.000,GLD actual,184.75
80,2023-04-28T00:00:00.000,GLD actual,184.8
81,2023-05-01T00:00:00.000,GLD actual,183.97
82,2023-05-02T00:00:00.000,GLD actual,187.52
83,2023-05-03T00:00:00.000,GLD actual,189.11
84,2023-05-04T00:00:00.000,GLD actual,190.44
85,2023-05-05T00:00:00.000,GLD actual,187.46
86,2023-05-08T00:00:00.000,GLD actual,187.69
87,2023-05-09T00:00:00.000,GLD actual,189.02
88,2023-05-10T00:00:00.000,GLD actual,188.75
89,2023-05-11T00:00:00.000,GLD actual,187.13
90,2023-05-12T00:00:00.000,GLD actual,186.81
91,2023-05-15T00:00:00.000,GLD actual,187.21
92,2023-05-16T00:00:00.000,GLD actual,184.87
93,2023-05-17T00:00:00.000,GLD actual,184.23
94,2023-05-18T00:00:00.000,GLD actual,181.84
95,2023-05-19T00:00:00.000,GLD actual,183.64
96,2023-05-22T00:00:00.000,GLD actual,183.21
97,2023-05-23T00:00:00.000,GLD actual,183.43
98,2023-05-24T00:00:00.000,GLD actual,181.95
99,2023-05-25T00:00:00.000,GLD actual,180.2
100,2023-05-26T00:00:00.000,GLD actual,180.92
101,2023-05-30T00:00:00.000,GLD actual,182.04
102,2023-05-31T00:00:00.000,GLD actual,182.32
103,2023-06-01T00:00:00.000,GLD actual,183.76
104,2023-06-02T00:00:00.000,GLD actual,181.05
105,2023-06-05T00:00:00.000,GLD actual,182.14
106,2023-06-06T00:00:00.000,GLD actual,182.34
107,2023-06-07T00:00:00.000,GLD actual,180.15
108,2023-06-08T00:00:00.000,GLD actual,182.53
109,2023-06-09T00:00:00.000,GLD actual,182.04
110,2023-06-12T00:00:00.000,GLD actual,181.88
111,2023-06-13T00:00:00.000,GLD actual,180.54
112,2023-06-14T00:00:00.000,GLD actual,180.64
113,2023-06-15T00:00:00.000,GLD actual,181.91
114,2023-06-16T00:00:00.000,GLD actual,181.63
115,2023-06-20T00:00:00.000,GLD actual,179.75
116,2023-06-21T00:00:00.000,GLD actual,179.49
117,2023-06-22T00:00:00.000,GLD actual,177.71
118,2023-06-23T00:00:00.000,GLD actual,178.2
119,2023-06-26T00:00:00.000,GLD actual,178.51
120,2023-06-27T00:00:00.000,GLD actual,177.69
121,2023-06-28T00:00:00.000,GLD actual,177.28
122,2023-06-29T00:00:00.000,GLD actual,177.09
123,2023-06-30T00:00:00.000,GLD actual,178.27
124,2023-07-03T00:00:00.000,GLD actual,178.47
125,2023-07-05T00:00:00.000,GLD actual,177.84
126,2023-07-06T00:00:00.000,GLD actual,177.31
127,2023-07-07T00:00:00.000,GLD actual,178.64
128,2023-07-10T00:00:00.000,GLD actual,178.78
129,2023-07-11T00:00:00.000,GLD actual,179.45
130,2023-07-12T00:00:00.000,GLD actual,181.88
131,2023-07-13T00:00:00.000,GLD actual,182.01
132,2023-07-14T00:00:00.000,GLD actual,181.43
133,2023-07-17T00:00:00.000,GLD actual,181.56
134,2023-07-18T00:00:00.000,GLD actual,183.64
135,2023-07-19T00:00:00.000,GLD actual,183.67
136,2023-07-20T00:00:00.000,GLD actual,182.74
137,2023-07-21T00:00:00.000,GLD actual,182.18
138,2023-07-24T00:00:00.000,GLD actual,181.4
139,2023-07-25T00:00:00.000,GLD actual,182.41
140,2023-07-26T00:00:00.000,GLD actual,183.3
141,2023-07-27T00:00:00.000,GLD actual,180.42
142,2023-07-28T00:00:00.000,GLD actual,181.86
143,2023-07-31T00:00:00.000,GLD actual,182.35
144,2023-08-01T00:00:00.000,GLD actual,180.46
145,2023-08-02T00:00:00.000,GLD actual,179.6
146,2023-08-03T00:00:00.000,GLD actual,179.54
147,2023-08-04T00:00:00.000,GLD actual,180.19
148,2023-08-07T00:00:00.000,GLD actual,179.78
149,2023-08-08T00:00:00.000,GLD actual,178.64
150,2023-08-09T00:00:00.000,GLD actual,177.79
151,2023-08-10T00:00:00.000,GLD actual,177.6
152,2023-08-11T00:00:00.000,GLD actual,177.6
153,2023-08-14T00:00:00.000,GLD actual,177.06
154,2023-08-15T00:00:00.000,GLD actual,176.59
155,2023-08-16T00:00:00.000,GLD actual,175.57
156,2023-08-17T00:00:00.000,GLD actual,175.3
157,2023-08-18T00:00:00.000,GLD actual,175.33
158,2023-08-21T00:00:00.000,GLD actual,175.81
159,2023-08-22T00:00:00.000,GLD actual,176.1
160,2023-08-23T00:00:00.000,GLD actual,177.89
161,2023-08-24T00:00:00.000,GLD actual,177.85
162,2023-08-25T00:00:00.000,GLD actual,177.62
163,2023-08-28T00:00:00.000,GLD actual,178.13
164,2023-08-29T00:00:00.000,GLD actual,179.87
165,2023-08-30T00:00:00.000,GLD actual,180.32
166,2023-08-31T00:00:00.000,GLD actual,180.02
167,2023-09-01T00:00:00.000,GLD actual,180.11
168,2023-09-05T00:00:00.000,GLD actual,178.64
169,2023-09-06T00:00:00.000,GLD actual,177.83
170,2023-09-07T00:00:00.000,GLD actual,178.02
171,2023-09-08T00:00:00.000,GLD actual,178.08
172,2023-09-11T00:00:00.000,GLD actual,178.41
173,2023-09-12T00:00:00.000,GLD actual,177.49
174,2023-09-13T00:00:00.000,GLD actual,177.08
175,2023-09-14T00:00:00.000,GLD actual,177.17
176,2023-09-15T00:00:00.000,GLD actual,178.34
177,2023-09-18T00:00:00.000,GLD actual,179.39
178,2023-09-19T00:00:00.000,GLD actual,179.22
179,2023-09-20T00:00:00.000,GLD actual,179.35
180,2023-09-21T00:00:00.000,GLD actual,178.05
181,2023-09-22T00:00:00.000,GLD actual,178.62
182,2023-09-25T00:00:00.000,GLD actual,177.7
183,2023-09-26T00:00:00.000,GLD actual,176.28
184,2023-09-27T00:00:00.000,GLD actual,174.1
185,2023-09-28T00:00:00.000,GLD actual,173.23
186,2023-09-29T00:00:00.000,GLD actual,171.45
187,2023-10-02T00:00:00.000,GLD actual,169.65
188,2023-10-03T00:00:00.000,GLD actual,169.16
189,2023-10-04T00:00:00.000,GLD actual,169.14
190,2023-10-05T00:00:00.000,GLD actual,168.83
191,2023-10-06T00:00:00.000,GLD actual,169.7
192,2023-10-09T00:00:00.000,GLD actual,172.82
193,2023-10-10T00:00:00.000,GLD actual,172.53
194,2023-10-11T00:00:00.000,GLD actual,173.79
195,2023-10-12T00:00:00.000,GLD actual,173.26
196,2023-10-13T00:00:00.000,GLD actual,178.83
197,2023-10-16T00:00:00.000,GLD actual,177.96
198,2023-10-17T00:00:00.000,GLD actual,178.29
199,2023-10-18T00:00:00.000,GLD actual,180.87
200,2023-10-19T00:00:00.000,GLD actual,183.09
201,2023-10-20T00:00:00.000,GLD actual,183.59
202,2023-10-23T00:00:00.000,GLD actual,182.97
203,2023-10-24T00:00:00.000,GLD actual,182.95
204,2023-10-25T00:00:00.000,GLD actual,183.72
205,2023-10-26T00:00:00.000,GLD actual,184.01
206,2023-10-27T00:00:00.000,GLD actual,186.15
207,2023-10-30T00:00:00.000,GLD actual,185.1
208,2023-10-31T00:00:00.000,GLD actual,184.09
209,2023-11-01T00:00:00.000,GLD actual,183.51
210,2023-11-02T00:00:00.000,GLD actual,184.12
211,2023-11-03T00:00:00.000,GLD actual,184.79
212,2023-11-06T00:00:00.000,GLD actual,183.35
213,2023-11-07T00:00:00.000,GLD actual,182.59
214,2023-11-08T00:00:00.000,GLD actual,180.77
215,2023-11-09T00:00:00.000,GLD actual,181.49
216,2023-11-10T00:00:00.000,GLD actual,179.51
217,2023-11-13T00:00:00.000,GLD actual,180.51
218,2023-11-14T00:00:00.000,GLD actual,182.12
219,2023-11-15T00:00:00.000,GLD actual,181.64
220,2023-11-16T00:00:00.000,GLD actual,183.69
221,2023-11-17T00:00:00.000,GLD actual,183.67
222,2023-11-20T00:00:00.000,GLD actual,183.37
223,2023-11-21T00:00:00.000,GLD actual,185.35
224,2023-11-22T00:00:00.000,GLD actual,184.56
225,2023-11-24T00:00:00.000,GLD actual,185.52
226,2023-11-27T00:00:00.000,GLD actual,186.77
227,2023-11-28T00:00:00.000,GLD actual,189.26
228,2023-11-29T00:00:00.000,GLD actual,189.54
229,2023-11-30T00:00:00.000,GLD actual,188.75
230,2023-12-01T00:00:00.000,GLD actual,192.01
231,2023-12-04T00:00:00.000,GLD actual,187.86
232,2023-12-05T00:00:00.000,GLD actual,187.15
233,2023-12-06T00:00:00.000,GLD actual,187.84
234,2023-12-07T00:00:00.000,GLD actual,188.15
235,2023-12-08T00:00:00.000,GLD actual,185.64
236,2023-12-11T00:00:00.000,GLD actual,183.59
237,2023-12-12T00:00:00.000,GLD actual,183.49
238,2023-12-13T00:00:00.000,GLD actual,187.63
239,2023-12-14T00:00:00.000,GLD actual,188.73
240,2023-12-15T00:00:00.000,GLD actual,187
241,2023-12-18T00:00:00.000,GLD actual,187.85
242,2023-12-19T00:00:00.000,GLD actual,189.13
243,2023-12-20T00:00:00.000,GLD actual,188.1
244,2023-12-21T00:00:00.000,GLD actual,189.43
245,2023-12-22T00:00:00.000,GLD actual,190.27
246,2023-12-26T00:00:00.000,GLD actual,191.72
247,2023-12-27T00:00:00.000,GLD actual,192.59
248,2023-12-28T00:00:00.000,GLD actual,191.47
249,2023-12-29T00:00:00.000,GLD actual,191.17
250,2024-01-02T00:00:00.000,GLD actual,190.72
251,2024-01-03T00:00:00.000,GLD actual,189.13
252,2024-01-04T00:00:00.000,GLD actual,189.32
253,2024-01-05T00:00:00.000,GLD actual,189.35
254,2024-01-08T00:00:00.000,GLD actual,187.87
255,2024-01-09T00:00:00.000,GLD actual,187.93
256,2024-01-10T00:00:00.000,GLD actual,187.5
257,2024-01-11T00:00:00.000,GLD actual,187.87
258,2024-01-12T00:00:00.000,GLD actual,189.71
259,2024-01-16T00:00:00.000,GLD actual,187.91
260,2024-01-17T00:00:00.000,GLD actual,185.84
261,2024-01-18T00:00:00.000,GLD actual,187.37
262,2024-01-19T00:00:00.000,GLD actual,187.93
263,2024-01-22T00:00:00.000,GLD actual,187.22
264,2024-01-23T00:00:00.000,GLD actual,187.95
265,2024-01-24T00:00:00.000,GLD actual,186.4
266,2024-01-25T00:00:00.000,GLD actual,187.14
267,2024-01-26T00:00:00.000,GLD actual,187.01
268,2024-01-29T00:00:00.000,GLD actual,188.33
269,2024-01-30T00:00:00.000,GLD actual,188.59
270,2024-01-31T00:00:00.000,GLD actual,188.45
271,2024-02-01T00:00:00.000,GLD actual,190.41
272,2024-02-02T00:00:00.000,GLD actual,188.61
273,2024-02-05T00:00:00.000,GLD actual,187.57
274,2024-02-06T00:00:00.000,GLD actual,188.55
275,2024-02-07T00:00:00.000,GLD actual,188.5
276,2024-02-08T00:00:00.000,GLD actual,188.33
277,2024-02-09T00:00:00.000,GLD actual,187.6
278,2024-02-12T00:00:00.000,GLD actual,187.11
279,2024-02-13T00:00:00.000,GLD actual,184.53
280,2024-02-14T00:00:00.000,GLD actual,184.42
281,2024-02-15T00:00:00.000,GLD actual,185.66
282,2024-02-16T00:00:00.000,GLD actual,186.34
283,2024-02-20T00:00:00.000,GLD actual,187.47
284,2024-02-21T00:00:00.000,GLD actual,187.48
285,2024-02-22T00:00:00.000,GLD actual,187.56
286,2024-02-23T00:00:00.000,GLD actual,188.62
287,2024-02-26T00:00:00.000,GLD actual,188.2
288,2024-02-27T00:00:00.000,GLD actual,188
289,2024-02-28T00:00:00.000,GLD actual,188.34
290,2024-02-29T00:00:00.000,GLD actual,189.31
291,2024-03-01T00:00:00.000,GLD actual,192.89
292,2024-03-04T00:00:00.000,GLD actual,196.01
293,2024-03-05T00:00:00.000,GLD actual,197.19
294,2024-03-06T00:00:00.000,GLD actual,198.81
295,2024-03-07T00:00:00.000,GLD actual,199.94
296,2024-03-08T00:00:00.000,GLD actual,201.63
297,2024-03-11T00:00:00.000,GLD actual,202
298,2024-03-12T00:00:00.000,GLD actual,199.79
299,2024-03-13T00:00:00.000,GLD actual,201.19
300,2024-03-14T00:00:00.000,GLD actual,200.35
301,2024-03-15T00:00:00.000,GLD actual,199.71
302,2024-03-18T00:00:00.000,GLD actual,200.03
303,2024-03-19T00:00:00.000,GLD actual,199.8
304,2024-03-20T00:00:00.000,GLD actual,202.18
305,2024-03-21T00:00:00.000,GLD actual,201.97
306,2024-03-22T00:00:00.000,GLD actual,200.35
307,2024-03-25T00:00:00.000,GLD actual,200.99
308,2024-03-26T00:00:00.000,GLD actual,201.64
309,2024-03-27T00:00:00.000,GLD actual,203.1
310,2024-03-28T00:00:00.000,GLD actual,205.72
311,2024-04-01T00:00:00.000,GLD actual,207.82
312,2024-04-02T00:00:00.000,GLD actual,210.89
313,2024-04-03T00:00:00.000,GLD actual,212.74
314,2024-04-04T00:00:00.000,GLD actual,211.52
315,2024-04-05T00:00:00.000,GLD actual,215.14
316,2024-04-08T00:00:00.000,GLD actual,216.48
317,2024-04-09T00:00:00.000,GLD actual,217.67
318,2024-04-10T00:00:00.000,GLD actual,215.61
319,2024-04-11T00:00:00.000,GLD actual,219.8
320,2024-04-12T00:00:00.000,GLD actual,216.89
321,2024-04-15T00:00:00.000,GLD actual,220.95
322,2024-04-16T00:00:00.000,GLD actual,221.22
323,2024-04-17T00:00:00.000,GLD actual,219.59
324,2024-04-18T00:00:00.000,GLD actual,220.34
325,2024-04-19T00:00:00.000,GLD actual,221.03
326,2024-04-22T00:00:00.000,GLD actual,215.57
327,2024-04-23T00:00:00.000,GLD actual,215.04
328,2024-04-24T00:00:00.000,GLD actual,214.64
329,2024-04-25T00:00:00.000,GLD actual,215.92
330,2024-04-26T00:00:00.000,GLD actual,216.62
331,2024-04-29T00:00:00.000,GLD actual,216.18
332,2024-04-30T00:00:00.000,GLD actual,211.87
333,2024-05-01T00:00:00.000,GLD actual,213.79
334,2024-05-02T00:00:00.000,GLD actual,213.13
335,2024-05-03T00:00:00.000,GLD actual,212.96
336,2024-05-06T00:00:00.000,GLD actual,215.2
337,2024-05-07T00:00:00.000,GLD actual,214.21
338,2024-05-08T00:00:00.000,GLD actual,213.58
339,2024-05-09T00:00:00.000,GLD actual,216.95
340,2024-05-10T00:00:00.000,GLD actual,218.71
341,2024-05-13T00:00:00.000,GLD actual,216.26
342,2024-05-14T00:00:00.000,GLD actual,218.09
343,2024-05-15T00:00:00.000,GLD actual,220.89
344,2024-05-16T00:00:00.000,GLD actual,220.03
345,2024-05-17T00:00:00.000,GLD actual,223.66
346,2024-05-20T00:00:00.000,GLD actual,224.56
347,2024-05-21T00:00:00.000,GLD actual,224.23
348,2024-05-22T00:00:00.000,GLD actual,220.11
349,2024-05-23T00:00:00.000,GLD actual,215.72
350,2024-05-24T00:00:00.000,GLD actual,215.92
351,2024-05-28T00:00:00.000,GLD actual,218.19
352,2024-05-29T00:00:00.000,GLD actual,216.16
353,2024-05-30T00:00:00.000,GLD actual,216.57
354,2024-05-31T00:00:00.000,GLD actual,215.3
355,2024-06-03T00:00:00.000,GLD actual,217.22
356,2024-06-04T00:00:00.000,GLD actual,215.27
357,2024-06-05T00:00:00.000,GLD actual,217.82
358,2024-06-06T00:00:00.000,GLD actual,219.43
359,2024-06-07T00:00:00.000,GLD actual,211.6
360,2024-06-10T00:00:00.000,GLD actual,213.54
361,2024-06-11T00:00:00.000,GLD actual,214.15
362,2024-06-12T00:00:00.000,GLD actual,214.72
363,2024-06-13T00:00:00.000,GLD actual,212.97
364,2024-06-14T00:00:00.000,GLD actual,215.73
365,2024-06-17T00:00:00.000,GLD actual,214.61
366,2024-06-18T00:00:00.000,GLD actual,215.47
367,2024-06-20T00:00:00.000,GLD actual,218.16
368,2024-06-21T00:00:00.000,GLD actual,214.78
369,2024-06-24T00:00:00.000,GLD actual,215.63
370,2024-06-25T00:00:00.000,GLD actual,214.56
371,2024-06-26T00:00:00.000,GLD actual,212.58
372,2024-06-27T00:00:00.000,GLD actual,214.99
373,2024-06-28T00:00:00.000,GLD actual,215.01
374,2024-07-01T00:00:00.000,GLD actual,215.57
375,2024-07-02T00:00:00.000,GLD actual,215.56
376,2024-07-03T00:00:00.000,GLD actual,217.99
377,2024-07-05T00:00:00.000,GLD actual,220.93
378,2024-07-08T00:00:00.000,GLD actual,218.19
379,2024-07-09T00:00:00.000,GLD actual,218.56
380,2024-07-10T00:00:00.000,GLD actual,219.36
381,2024-07-11T00:00:00.000,GLD actual,223.25
382,2024-07-12T00:00:00.000,GLD actual,223.11
383,2024-07-15T00:00:00.000,GLD actual,223.83
384,2024-07-16T00:00:00.000,GLD actual,228.29
385,2024-07-17T00:00:00.000,GLD actual,227.23
386,2024-07-18T00:00:00.000,GLD actual,225.78
387,2024-07-19T00:00:00.000,GLD actual,221.73
388,2024-07-22T00:00:00.000,GLD actual,221.8
389,2024-07-23T00:00:00.000,GLD actual,222.58
390,2024-07-24T00:00:00.000,GLD actual,221.8
391,2024-07-25T00:00:00.000,GLD actual,218.33
392,2024-07-26T00:00:00.000,GLD actual,220.63
393,2024-07-29T00:00:00.000,GLD actual,220.32
394,2024-07-30T00:00:00.000,GLD actual,222.52
395,2024-07-31T00:00:00.000,GLD actual,226.55
396,2024-08-01T00:00:00.000,GLD actual,225.77
397,2024-08-02T00:00:00.000,GLD actual,225.34
398,2024-08-05T00:00:00.000,GLD actual,222.48
399,2024-08-06T00:00:00.000,GLD actual,220.7
400,2024-08-07T00:00:00.000,GLD actual,220.55
401,2024-08-08T00:00:00.000,GLD actual,224.01
402,2024-08-09T00:00:00.000,GLD actual,224.56
403,2024-08-12T00:00:00.000,GLD actual,228.41
404,2024-08-13T00:00:00.000,GLD actual,228.06
405,2024-08-14T00:00:00.000,GLD actual,226.2
406,2024-08-15T00:00:00.000,GLD actual,226.91
407,2024-08-16T00:00:00.000,GLD actual,231.99
408,2024-08-19T00:00:00.000,GLD actual,231.61
409,2024-08-20T00:00:00.000,GLD actual,232.46
410,2024-08-21T00:00:00.000,GLD actual,232.15
411,2024-08-22T00:00:00.000,GLD actual,229.37
412,2024-08-23T00:00:00.000,GLD actual,232.02
413,2024-08-26T00:00:00.000,GLD actual,232.76
414,2024-08-27T00:00:00.000,GLD actual,233.39
415,2024-08-28T00:00:00.000,GLD actual,231.75
416,2024-08-29T00:00:00.000,GLD actual,232.95
417,2024-08-30T00:00:00.000,GLD actual,231.29
418,2024-09-03T00:00:00.000,GLD actual,230.29
419,2024-09-04T00:00:00.000,GLD actual,230.43
420,2024-09-05T00:00:00.000,GLD actual,232.35
421,2024-09-06T00:00:00.000,GLD actual,230.63
422,2024-09-09T00:00:00.000,GLD actual,231.6
423,2024-09-10T00:00:00.000,GLD actual,232.62
424,2024-09-11T00:00:00.000,GLD actual,232.25
425,2024-09-12T00:00:00.000,GLD actual,236.33
426,2024-09-13T00:00:00.000,GLD actual,238.68
427,2024-09-16T00:00:00.000,GLD actual,238.66
428,2024-09-17T00:00:00.000,GLD actual,237.34
429,2024-09-18T00:00:00.000,GLD actual,235.51
430,2024-09-19T00:00:00.000,GLD actual,239.17
431,2024-09-20T00:00:00.000,GLD actual,242.21
432,2024-09-23T00:00:00.000,GLD actual,242.68
433,2024-09-24T00:00:00.000,GLD actual,246.07
434,2024-09-25T00:00:00.000,GLD actual,245.73
435,2024-09-26T00:00:00.000,GLD actual,246.98
436,2024-09-27T00:00:00.000,GLD actual,245.02
437,2024-09-30T00:00:00.000,GLD actual,243.06
438,2024-10-01T00:00:00.000,GLD actual,245.61
439,2024-10-02T00:00:00.000,GLD actual,245.66
440,2024-10-03T00:00:00.000,GLD actual,245.49
441,2024-10-04T00:00:00.000,GLD actual,245
442,2024-10-07T00:00:00.000,GLD actual,244.17
443,2024-10-08T00:00:00.000,GLD actual,242.37
444,2024-10-09T00:00:00.000,GLD actual,241.05
445,2024-10-10T00:00:00.000,GLD actual,242.82
446,2024-10-11T00:00:00.000,GLD actual,245.47
447,2024-10-14T00:00:00.000,GLD actual,245.07
448,2024-10-15T00:00:00.000,GLD actual,245.92
449,2024-10-16T00:00:00.000,GLD actual,247.15
450,2024-10-17T00:00:00.000,GLD actual,248.63
451,2024-10-18T00:00:00.000,GLD actual,251.27
452,2024-10-21T00:00:00.000,GLD actual,251.22
453,2024-10-22T00:00:00.000,GLD actual,253.93
454,2024-10-23T00:00:00.000,GLD actual,250.87
455,2024-10-24T00:00:00.000,GLD actual,252.8
456,2024-10-25T00:00:00.000,GLD actual,253.32
457,2024-10-28T00:00:00.000,GLD actual,253.33
458,2024-10-29T00:00:00.000,GLD actual,256.09
459,2024-10-30T00:00:00.000,GLD actual,257.5
460,2024-10-31T00:00:00.000,GLD actual,253.51
461,2024-11-01T00:00:00.000,GLD actual,252.47
462,2024-11-04T00:00:00.000,GLD actual,252.83
463,2024-11-05T00:00:00.000,GLD actual,253.4
464,2024-11-06T00:00:00.000,GLD actual,245.7
465,2024-11-07T00:00:00.000,GLD actual,249.65
466,2024-11-08T00:00:00.000,GLD actual,247.96
467,2024-11-11T00:00:00.000,GLD actual,242.14
468,2024-11-12T00:00:00.000,GLD actual,240.05
469,2024-11-13T00:00:00.000,GLD actual,237.63
470,2024-11-14T00:00:00.000,GLD actual,237.01
471,2024-11-15T00:00:00.000,GLD actual,236.59
472,2024-11-18T00:00:00.000,GLD actual,241.09
473,2024-11-19T00:00:00.000,GLD actual,243.25
474,2024-11-20T00:00:00.000,GLD actual,244.62
475,2024-11-21T00:00:00.000,GLD actual,246.66
476,2024-11-22T00:00:00.000,GLD actual,249.84
477,2024-11-25T00:00:00.000,GLD actual,242.48
478,2024-11-26T00:00:00.000,GLD actual,242.95
479,2024-11-27T00:00:00.000,GLD actual,243.49
480,2024-11-29T00:00:00.000,GLD actual,245.59
481,2024-12-02T00:00:00.000,GLD actual,243.44
482,2024-12-03T00:00:00.000,GLD actual,243.93
483,2024-12-04T00:00:00.000,GLD actual,244.67
484,2024-12-05T00:00:00.000,GLD actual,242.86
485,2024-12-06T00:00:00.000,GLD actual,242.95
486,2024-12-09T00:00:00.000,GLD actual,245.36
487,2024-12-10T00:00:00.000,GLD actual,248.59
488,2024-12-11T00:00:00.000,GLD actual,250.96
489,2024-12-12T00:00:00.000,GLD actual,247.28
490,2024-12-13T00:00:00.000,GLD actual,244.29
491,2024-12-16T00:00:00.000,GLD actual,244.88
492,2024-12-17T00:00:00.000,GLD actual,243.94
493,2024-12-18T00:00:00.000,GLD actual,239.26
494,2024-12-19T00:00:00.000,GLD actual,239.6
495,2024-12-20T00:00:00.000,GLD actual,242.1
496,2024-12-23T00:00:00.000,GLD actual,240.96
497,2024-12-24T00:00:00.000,GLD actual,241.44
498,2024-12-26T00:00:00.000,GLD actual,243.07
499,2024-12-27T00:00:00.000,GLD actual,241.4
500,2024-12-30T00:00:00.000,GLD actual,240.63
501,2024-12-31T00:00:00.000,GLD actual,242.13
502,2025-01-02T00:00:00.000,GLD actual,245.42
503,2025-01-03T00:00:00.000,GLD actual,243.49
504,2025-01-06T00:00:00.000,GLD actual,243.19
505,2025-01-07T00:00:00.000,GLD actual,244.56
506,2025-01-08T00:00:00.000,GLD actual,245.86
507,2025-01-10T00:00:00.000,GLD actual,248.21
508,2025-01-13T00:00:00.000,GLD actual,245.74
509,2025-01-14T00:00:00.000,GLD actual,247.03
510,2025-01-15T00:00:00.000,GLD actual,248.88
511,2025-01-16T00:00:00.000,GLD actual,250.6
512,2025-01-17T00:00:00.000,GLD actual,249.27
513,2025-01-21T00:00:00.000,GLD actual,253.13
514,2025-01-22T00:00:00.000,GLD actual,254.43
515,2025-01-23T00:00:00.000,GLD actual,254.07
516,2025-01-24T00:00:00.000,GLD actual,255.65
517,2025-01-27T00:00:00.000,GLD actual,252.99
