,date,rsi
9,2026-04-20T08:12:00.000Z,33.27996838050123
10,2026-04-20T08:13:00.000Z,33.99578982940447
11,2026-04-20T08:14:00.000Z,32.06094008974574
12,2026-04-20T08:15:00.000Z,25.523893917986157
13,2026-04-20T08:17:00.000Z,21.777399396658694
14,2026-04-20T08:19:00.000Z,30.905198144457827
15,2026-04-20T08:20:00.000Z,29.001587586773553
16,2026-04-20T08:21:00.000Z,42.859843186617276
17,2026-04-20T08:25:00.000Z,42.859843186617276
18,2026-04-20T08:26:00.000Z,38.34860971954907
19,2026-04-20T08:28:00.000Z,54.90281609777359
20,2026-04-20T08:30:00.000Z,52.84311262411359
21,2026-04-20T08:31:00.000Z,49.20863523084337
22,2026-04-20T08:33:00.000Z,50.83887371857575
23,2026-04-20T08:37:00.000Z,45.86993994765706
24,2026-04-20T08:39:00.000Z,41.325900096266004
25,2026-04-20T08:40:00.000Z,45.38375976094041
26,2026-04-20T08:41:00.000Z,48.709287652738396
27,2026-04-20T08:43:00.000Z,52.60515093336339
28,2026-04-20T08:45:00.000Z,61.8433173308747
29,2026-04-20T08:46:00.000Z,64.15514305952975
30,2026-04-20T08:47:00.000Z,67.27769012855833
31,2026-04-20T08:48:00.000Z,64.56586995970406
32,2026-04-20T08:49:00.000Z,64.56586995970406
33,2026-04-20T08:54:00.000Z,62.4422247225952
34,2026-04-20T08:55:00.000Z,63.78236890108159
35,2026-04-20T08:57:00.000Z,65.18012499790183
36,2026-04-20T08:59:00.000Z,74.15656452720934
37,2026-04-20T09:00:00.000Z,75.06068028794253
38,2026-04-20T09:03:00.000Z,76.88052480271355
39,2026-04-20T09:04:00.000Z,46.50845876732895
40,2026-04-20T09:05:00.000Z,59.437147320748764
41,2026-04-20T09:06:00.000Z,65.58766469547102
42,2026-04-20T09:08:00.000Z,58.89051820266807
43,2026-04-20T09:09:00.000Z,49.747112079994174
44,2026-04-20T09:11:00.000Z,57.61344336830383
45,2026-04-20T09:13:00.000Z,58.89097950251718
46,2026-04-20T09:19:00.000Z,47.59430516667324
47,2026-04-20T09:22:00.000Z,50.155386080800426
48,2026-04-20T09:23:00.000Z,55.96570094682612
49,2026-04-20T09:24:00.000Z,50.45213862260211
50,2026-04-20T09:25:00.000Z,45.87607909482866
51,2026-04-20T09:30:00.000Z,33.945408983940865
52,2026-04-20T09:31:00.000Z,28.555419545529148
53,2026-04-20T09:32:00.000Z,23.689051947771972
54,2026-04-20T09:33:00.000Z,22.38300870526517
55,2026-04-20T09:34:00.000Z,28.115484357994333
56,2026-04-20T09:36:00.000Z,29.418696442844933
57,2026-04-20T09:38:00.000Z,39.84689405886921
58,2026-04-20T09:39:00.000Z,41.00061469598648
59,2026-04-20T09:40:00.000Z,40.134621853762965
60,2026-04-20T09:41:00.000Z,50.1941139421756
61,2026-04-20T09:42:00.000Z,50.1941139421756
62,2026-04-20T09:43:00.000Z,44.61303442456182
63,2026-04-20T09:44:00.000Z,56.135605044658384
64,2026-04-20T09:48:00.000Z,68.4444812134702
65,2026-04-20T09:51:00.000Z,70.31850276826445
66,2026-04-20T09:52:00.000Z,71.6704609315467
67,2026-04-20T09:53:00.000Z,61.036428075806214
68,2026-04-20T09:55:00.000Z,45.09594728595869
69,2026-04-20T09:57:00.000Z,44.73088262413457
70,2026-04-20T09:58:00.000Z,53.24671211273702
71,2026-04-20T09:59:00.000Z,48.99990808980587
72,2026-04-20T10:01:00.000Z,50.33674486112369
73,2026-04-20T10:02:00.000Z,50.33674486112369
74,2026-04-20T10:04:00.000Z,44.877724349669094
75,2026-04-20T10:05:00.000Z,49.37019907695547
76,2026-04-20T10:06:00.000Z,49.370199076955466
77,2026-04-20T10:07:00.000Z,66.31080143901711
78,2026-04-20T10:08:00.000Z,68.44289261142225
79,2026-04-20T10:12:00.000Z,68.76063254936011
80,2026-04-20T10:13:00.000Z,64.38479011242794
81,2026-04-20T10:22:00.000Z,72.81777668234017
82,2026-04-20T10:25:00.000Z,67.94495697354128
83,2026-04-20T10:26:00.000Z,56.416809270376476
84,2026-04-20T10:28:00.000Z,64.00968321362019
85,2026-04-20T10:30:00.000Z,64.34247423481581
86,2026-04-20T10:36:00.000Z,51.062905167757954
87,2026-04-20T10:41:00.000Z,51.062905167757954
88,2026-04-20T10:42:00.000Z,48.050584599738166
89,2026-04-20T10:45:00.000Z,44.59751273032626
90,2026-04-20T10:47:00.000Z,49.81409100440681
91,2026-04-20T10:48:00.000Z,47.04552547831974
92,2026-04-20T10:50:00.000Z,53.955052827318426
93,2026-04-20T10:52:00.000Z,45.58985161861529
94,2026-04-20T10:55:00.000Z,50.74454006216058
95,2026-04-20T10:56:00.000Z,52.43438514948091
96,2026-04-20T10:57:00.000Z,55.30921266319969
97,2026-04-20T10:58:00.000Z,49.88247107006588
98,2026-04-20T10:59:00.000Z,52.50380879061244
99,2026-04-20T11:00:00.000Z,43.01275602108973
100,2026-04-20T11:01:00.000Z,33.13086083998452
101,2026-04-20T11:02:00.000Z,33.13086083998452
102,2026-04-20T11:03:00.000Z,27.649336894311944
103,2026-04-20T11:05:00.000Z,30.246026649566772
104,2026-04-20T11:06:00.000Z,32.074430389987725
105,2026-04-20T11:07:00.000Z,31.608385246484787
106,2026-04-20T11:08:00.000Z,43.59468052855363
107,2026-04-20T11:09:00.000Z,49.00831228629436
108,2026-04-20T11:10:00.000Z,43.62501121917915
109,2026-04-20T11:11:00.000Z,28.895561202019834
110,2026-04-20T11:12:00.000Z,24.88539687828772
111,2026-04-20T11:13:00.000Z,24.985784540278118
112,2026-04-20T11:14:00.000Z,39.94455804842139
113,2026-04-20T11:15:00.000Z,38.219386602466415
114,2026-04-20T11:16:00.000Z,43.57878857525959
115,2026-04-20T11:17:00.000Z,44.39760285497363
116,2026-04-20T11:18:00.000Z,39.001340558579166
117,2026-04-20T11:19:00.000Z,37.702208258963125
118,2026-04-20T11:20:00.000Z,33.04392594945581
119,2026-04-20T11:21:00.000Z,36.75330350323901
120,2026-04-20T11:22:00.000Z,32.55347735502457
121,2026-04-20T11:23:00.000Z,42.605165881315465
122,2026-04-20T11:24:00.000Z,49.79177518703983
123,2026-04-20T11:25:00.000Z,50.06205267679301
124,2026-04-20T11:26:00.000Z,53.83972432468813
125,2026-04-20T11:27:00.000Z,41.21854675329511
126,2026-04-20T11:28:00.000Z,44.466758470890404
127,2026-04-20T11:31:00.000Z,41.25302784948985
128,2026-04-20T11:32:00.000Z,52.14715247453213
129,2026-04-20T11:33:00.000Z,58.88637495833798
130,2026-04-20T11:34:00.000Z,61.12602804846351
131,2026-04-20T11:36:00.000Z,48.4951223019928
132,2026-04-20T11:37:00.000Z,49.86623218139077
133,2026-04-20T11:38:00.000Z,53.99920906331775
134,2026-04-20T11:40:00.000Z,59.61710694929048
135,2026-04-20T11:41:00.000Z,62.56584560969341
136,2026-04-20T11:42:00.000Z,55.37257271447943
137,2026-04-20T11:44:00.000Z,68.74768720522158
138,2026-04-20T11:45:00.000Z,71.25997610994038
139,2026-04-20T11:46:00.000Z,79.44842145967554
140,2026-04-20T11:47:00.000Z,82.55899986154435
141,2026-04-20T11:48:00.000Z,82.73036183082641
142,2026-04-20T11:49:00.000Z,85.81842557178662
143,2026-04-20T11:50:00.000Z,86.80223834112626
144,2026-04-20T11:51:00.000Z,87.1041716507586
145,2026-04-20T11:52:00.000Z,88.67588493947467
146,2026-04-20T11:53:00.000Z,91.5282142661898
147,2026-04-20T11:54:00.000Z,92.07057665328115
148,2026-04-20T11:55:00.000Z,92.07057665328115
149,2026-04-20T11:56:00.000Z,93.37434227077931
150,2026-04-20T11:57:00.000Z,81.03080312389815
151,2026-04-20T11:58:00.000Z,83.55204680312795
152,2026-04-20T11:59:00.000Z,85.44754591472291
153,2026-04-20T12:01:00.000Z,66.83530494858982
154,2026-04-20T12:02:00.000Z,66.23417280989034
155,2026-04-20T12:03:00.000Z,52.43856894597218
156,2026-04-20T12:04:00.000Z,67.61536559488205
157,2026-04-20T12:05:00.000Z,56.336568826653405
158,2026-04-20T12:06:00.000Z,47.9972178956491
159,2026-04-20T12:07:00.000Z,50.991272693421884
160,2026-04-20T12:08:00.000Z,50.329359771561116
161,2026-04-20T12:09:00.000Z,54.635489558664105
162,2026-04-20T12:10:00.000Z,60.29518778054993
163,2026-04-20T12:11:00.000Z,64.72505976457646
164,2026-04-20T12:12:00.000Z,66.9230207578585
165,2026-04-20T12:13:00.000Z,64.60338442324029
166,2026-04-20T12:14:00.000Z,65.07894861985761
167,2026-04-20T12:15:00.000Z,50.77784435966697
168,2026-04-20T12:16:00.000Z,50.36282306699534
169,2026-04-20T12:17:00.000Z,63.46453146728862
170,2026-04-20T12:18:00.000Z,67.65160365316092
171,2026-04-20T12:19:00.000Z,67.89508789183127
172,2026-04-20T12:20:00.000Z,76.46466600436871
173,2026-04-20T12:21:00.000Z,77.4111586189095
174,2026-04-20T12:22:00.000Z,73.28330952744842
175,2026-04-20T12:23:00.000Z,50.343678019241835
176,2026-04-20T12:24:00.000Z,56.55603600609181
177,2026-04-20T12:25:00.000Z,47.59276661272478
178,2026-04-20T12:26:00.000Z,43.60348945748851
179,2026-04-20T12:27:00.000Z,32.7966851584636
180,2026-04-20T12:28:00.000Z,36.020477164105046
181,2026-04-20T12:29:00.000Z,39.333782256207556
182,2026-04-20T12:30:00.000Z,46.946430365997735
183,2026-04-20T12:31:00.000Z,42.402843870857026
184,2026-04-20T12:32:00.000Z,40.09313642511677
185,2026-04-20T12:33:00.000Z,40.81845831104569
186,2026-04-20T12:34:00.000Z,40.81845831104569
187,2026-04-20T12:35:00.000Z,32.78125725029719
188,2026-04-20T12:36:00.000Z,31.89802569993293
189,2026-04-20T12:37:00.000Z,31.89802569993293
190,2026-04-20T12:38:00.000Z,33.596298924853485
191,2026-04-20T12:39:00.000Z,42.19641101656743
192,2026-04-20T12:42:00.000Z,56.00408749717764
193,2026-04-20T12:43:00.000Z,48.352610080772735
194,2026-04-20T12:45:00.000Z,46.205848942692015
195,2026-04-20T12:46:00.000Z,52.812876312191705
196,2026-04-20T12:47:00.000Z,53.92966268637873
197,2026-04-20T12:48:00.000Z,55.12449905450973
198,2026-04-20T12:49:00.000Z,47.13045681686006
199,2026-04-20T12:50:00.000Z,48.31029302761233
200,2026-04-20T12:51:00.000Z,46.863731275098345
201,2026-04-20T12:52:00.000Z,32.33883739639428
202,2026-04-20T12:53:00.000Z,37.76397182394017
203,2026-04-20T12:54:00.000Z,41.460312649869785
204,2026-04-20T12:55:00.000Z,42.01380198489355
205,2026-04-20T12:57:00.000Z,37.97452419215529
206,2026-04-20T12:58:00.000Z,37.568188923574674
207,2026-04-20T12:59:00.000Z,48.173947822723115
208,2026-04-20T13:00:00.000Z,37.562276091457356
209,2026-04-20T13:01:00.000Z,46.084937552016065
210,2026-04-20T13:02:00.000Z,44.42519354088501
211,2026-04-20T13:04:00.000Z,53.58668553873382
212,2026-04-20T13:05:00.000Z,57.33472558011304
213,2026-04-20T13:06:00.000Z,65.37377403701147
214,2026-04-20T13:07:00.000Z,65.68998411600853
215,2026-04-20T13:08:00.000Z,73.77327758926728
216,2026-04-20T13:09:00.000Z,71.86843907993223
217,2026-04-20T13:10:00.000Z,74.13262047311561
218,2026-04-20T13:11:00.000Z,71.24948803781065
219,2026-04-20T13:12:00.000Z,78.60932383494035
220,2026-04-20T13:13:00.000Z,80.9215596595221
221,2026-04-20T13:14:00.000Z,65.86153029807835
222,2026-04-20T13:15:00.000Z,66.14349255512579
223,2026-04-20T13:16:00.000Z,69.53984538714568
224,2026-04-20T13:17:00.000Z,58.19438099656933
225,2026-04-20T13:18:00.000Z,60.2129258400619
226,2026-04-20T13:19:00.000Z,67.58734048217958
227,2026-04-20T13:20:00.000Z,73.37120764728775
228,2026-04-20T13:21:00.000Z,62.35547408394284
229,2026-04-20T13:22:00.000Z,67.79502712497234
230,2026-04-20T13:23:00.000Z,67.79740660505416
231,2026-04-20T13:24:00.000Z,56.12897551526996
232,2026-04-20T13:25:00.000Z,52.09585340091753
233,2026-04-20T13:26:00.000Z,55.678631725251016
234,2026-04-20T13:27:00.000Z,65.76146473111307
235,2026-04-20T13:28:00.000Z,65.374255530431
236,2026-04-20T13:29:00.000Z,74.66010202250774
237,2026-04-20T13:30:00.000Z,65.02796208651182
238,2026-04-20T13:31:00.000Z,54.284005288034294
239,2026-04-20T13:32:00.000Z,52.65305955246695
240,2026-04-20T13:33:00.000Z,49.41890314915905
